time,basemat_accel_x,basemat_accel_y,basemat_accel_z,inp_accel_x,inp_accel_y,inp_accel_z,iso1_defb_axial,iso1_defb_shear1,iso1_defb_shear2,iso1_fb_axial,iso1_fb_shear1,iso1_fb_shear2
0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.02889243114373,-0.051129511516334,-6.1898254540452,0,0,0,-5.6353031021328e-05,-5.3548487808367e-07,-1.2103444115628e-06,-0.0044254035261049,-4.0374608563123e-07,-9.1257818735445e-07
0.02,0.010922009816348,0.017229496326857,4.0246123068273,0,0,0,-0.00018683645832549,-2.6505178463284e-06,-2.1182155643421e-06,-0.014672267072301,-1.9984433686803e-06,-1.59709691529e-06
0.03,0.064129831725554,-0.040424672422576,-3.4644506670538,-0.034198626941287,0.021025845114939,0.016574950999586,-0.00020910420106597,-5.818853256334e-06,-2.566888352067e-06,-0.016420952909711,-4.3873119868175e-06,-1.9353882288207e-06
0.04,-0.038077607141606,0.061729296242779,4.1769783317157,-0.035705440906293,0.013134303319524,-0.0090646941454299,-0.00025158989879319,-1.4753586432181e-05,-4.1271028219146e-06,-0.019757354752229,-1.1123942089139e-05,-3.1117622281334e-06
0.05,-0.062555258080651,0.02770578108235,3.6610175588278,-0.03330972481335,0.0054742970991998,-0.031310669635088,-0.00023532288889212,-2.653087257529e-05,-6.7745323125483e-06,-0.018479906464698,-2.0003806641248e-05,-5.1078770356336e-06
0.06,-0.055339268940802,-0.0084208563873129,-0.54573511360944,-0.028904670358848,-0.001649929674437,-0.039809316477108,-0.00012755516359074,-3.5102504350849e-05,-9.5198235347659e-06,-0.010016906996781,-2.6466664747682e-05,-7.1777778454616e-06
0.07,0.004457398639599,-0.01279696185901,-4.3971394302144,-0.024243667566326,-0.0085317059077381,-0.032936939564587,-3.2856032319605e-05,-3.9457518753402e-05,-1.1775393461376e-05,-0.0025801842180586,-2.9750268250613e-05,-8.8784375020102e-06
0.08,0.074103632840774,-0.040936450634251,-3.5510523361856,-0.020258516763185,-0.015769228060092,-0.01206157198524,-4.2533308512758e-05,-4.3805466761386e-05,-1.3283172450046e-05,-0.0033401407175069,-3.3028543815174e-05,-1.0015276076834e-05
0.09,0.040236568622018,-0.014743646767206,0.57903478898378,-0.016892514613936,-0.024219637790237,0.012847282074638,-0.00013802704435095,-5.3589902309676e-05,-1.2778826736185e-05,-0.01083926379288,-4.0405834413052e-05,-9.6350083705703e-06
0.1,-0.044811864720356,0.050364321013308,3.2662251892401,-0.013681345945242,-0.034699352146831,0.033075665971667,-0.00022937337757358,-7.0624494981184e-05,-8.893344283159e-06,-0.018012691340853,-5.3249614693931e-05,-6.7054236249265e-06
0.11,-0.088717278705268,0.042084108644179,3.6596814917135,-0.010051711793629,-0.04726836812436,0.041699310209006,-0.00023039073369185,-9.1594233706154e-05,-1.2869957290926e-06,-0.018092584316821,-6.9060425204669e-05,-9.703719272888e-07
0.12,-0.10522438418319,-0.010138181108362,0.5103191920425,-0.0057544648516144,-0.060639552497745,0.038110006192401,-0.00014170678040877,-0.00010838886201187,1.0835554324285e-05,-0.0111282334655,-8.1723276627543e-05,8.1698154840674e-06
0.13,-0.052975833067648,-0.036379727255135,-3.7673507542088,-0.00035052438161104,-0.072034727882454,0.022856498589379,-5.5903317485493e-05,-0.00011398491122347,2.8603952291138e-05,-0.0043900875221357,-8.5942598332337e-05,2.1566871931166e-05
0.14,0.055092559815251,-0.040000904712388,-3.1520969191528,0.0065959977892015,-0.078889759749538,0.0013809858609866,-5.1990512309211e-05,-0.00011120994048267,5.2051871412005e-05,-0.0040828149316423,-8.3850319685952e-05,3.9246186439649e-05
0.15,0.032780647306376,-0.048859426894216,-0.10029774699733,0.016229773409436,-0.078545997692658,-0.022571514230505,-0.00012547494937729,-0.00010766421220249,8.1019630488214e-05,-0.0098535477745988,-8.1176903543583e-05,6.108736222242e-05
0.16,-0.11293610688991,-0.02642037577721,2.2435150401035,0.029121992803794,-0.071124592510973,-0.043726939317356,-0.00020547289972179,-0.00010322036189549,0.00011495868613383,-0.016135786815152,-7.7826319344096e-05,8.6676807310313e-05
0.17,-0.071816868885205,-0.0026422240757704,3.4237835413074,0.044873754801909,-0.058142933676632,-0.056809044210605,-0.00021871096110295,-9.3328487070369e-05,0.00015176361546891,-0.017175371775414,-7.036802143598e-05,0.00011442707025715
0.18,0.071439178232475,-0.069584123705344,0.825889398882,0.0614689589561,-0.041951819336952,-0.054905085006359,-0.0001530531459839,-7.6961569129176e-05,0.00018893982692083,-0.012019263554116,-5.8027656040718e-05,0.00014245727333026
0.19,-0.038794055135528,-0.11222219031021,-2.621922942338,0.075998296165353,-0.024866225841635,-0.036872302124262,-7.1269220030533e-05,-5.0942078240728e-05,0.00022377243711896,-0.0055967718489977,-3.8409422101692e-05,0.00016872044268624
0.2,-0.11015182574567,-0.092851411080769,-3.3462941607538,0.084943067727435,-0.008138166873573,-0.0031848139711309,-5.5112248988435e-05,-9.6402312428283e-06,0.00025282974970247,-0.0043279649130618,-7.2685631159078e-06,0.00019062914022534
