time,basemat_accel_x,basemat_accel_y,basemat_accel_z,inp_accel_x,inp_accel_y,inp_accel_z,iso1_defb_axial,iso1_defb_shear1,iso1_defb_shear2,iso1_fb_axial,iso1_fb_shear1,iso1_fb_shear2
0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.028915894388872,-0.051519081322991,-6.2100898210508,0,0,0,-5.6037517803821e-05,-5.4165509711556e-07,-1.611820948139e-07,-0.004400626273134,-2.0419916031972e-07,-6.0764218740442e-08
0.02,0.011643643438233,0.014971005903413,4.0159678896331,0,0,0,-0.00018684734469906,-2.68233776093e-06,-3.4017136575662e-07,-0.014673121979217,-1.0112175065656e-06,-1.2824158957011e-07
0.03,0.065169326531613,-0.044643907184424,-3.5035378452938,-0.034198626941287,2.3683994284911e-19,-2.2501180188616e-16,-0.00020919200032924,-5.8948294958155e-06,-3.1665213058308e-07,-0.016427847785855,-2.2222983572195e-06,-1.1937504822612e-07
0.04,-0.038154671297876,0.060779975115354,4.1954608905156,-0.035705440906293,-6.4072047018752e-19,1.5876215605606e-16,-0.00025215061389919,-1.4955570095298e-05,-3.1846714813934e-07,-0.019801387709504,-5.6381170862235e-06,-1.2005929712547e-07
0.05,-0.062432785255641,0.02510946867894,3.7005335220135,-0.03330972481335,6.6926571618214e-19,5.5769743126259e-16,-0.00023640354743443,-2.6921530319197e-05,-3.3389307961461e-07,-0.018564770580026,-1.0149177815866e-05,-1.2587473454405e-07
0.06,-0.054206037214293,-0.011949065279837,-0.49677833123693,-0.028904670358848,1.8168404335815e-18,-1.4139209185241e-16,-0.00012876346828015,-3.5714191767948e-05,-1.2431876261275e-07,-0.01011179516404,-1.3463933096196e-05,-4.6867071604266e-08
0.07,0.0092237564646278,-0.016573133504603,-4.3628059972589,-0.024243667566326,-3.5891414570565e-18,-4.5690500785525e-16,-3.3974424900101e-05,-4.044910070999e-05,8.9044473195196e-08,-0.0026680115874049,-1.5248951716088e-05,3.3568975451862e-08
0.08,0.083776792453507,-0.045420601978681,-3.521532453417,-0.020258516763185,-1.2485964769502e-18,-1.6346511539962e-16,-4.3331083279929e-05,-4.5661851895736e-05,-2.2145283548941e-07,-0.0034027899699728,-1.7214112615445e-05,-8.3485752475882e-08
0.09,0.052741727106607,-0.018833173393827,0.58524068583898,-0.016892514613936,5.4495104441943e-18,-1.360338949104e-16,-0.00013799808034249,-5.7156831315766e-05,-5.4907950718878e-07,-0.010836989249296,-2.1547617760114e-05,-2.0699810108291e-07
0.1,-0.032231827088249,0.047653659257013,3.2142783584178,-0.013681345945242,-2.0217905305245e-18,4.2852195721423e-16,-0.00022833762916531,-7.6961877914429e-05,-3.2039726447323e-07,-0.017931354018352,-2.9013944422403e-05,-1.2078693213237e-07
0.11,-0.077233015737031,0.041775239970873,3.5949924759168,-0.010051711793629,-2.3415936289656e-18,3.4510044237163e-16,-0.00022863285719834,-0.00010187578707466,-1.0996679307735e-07,-0.017954538275786,-3.8406266901738e-05,-4.1456512820631e-08
0.12,-0.094463379304313,-0.0062757452672173,0.44962098997109,-0.0057544648516144,3.9586900411097e-18,-9.3482176024517e-17,-0.00013986159760808,-0.00012382265010568,-8.5780752933164e-08,-0.010983331260162,-4.6680039347457e-05,-3.2338584899782e-08
0.13,-0.041954985105559,-0.026663316304588,-3.8151169901322,-0.00035052438161104,-2.8754885892888e-18,-2.3068024318181e-16,-5.4842037940564e-05,-0.00013575540304256,6.0364154881828e-08,-0.0043067452394725,-5.1178581225652e-05,2.2756749893466e-08
0.14,0.069456809618286,-0.021212031376396,-3.1364713302071,0.0065959977892015,-2.1305221992898e-18,-3.5996962611333e-16,-5.2148427933203e-05,-0.00014066185109138,-7.6852678313408e-08,-0.0040952160455945,-5.3028268563067e-05,-2.8972777552752e-08
0.15,0.049229379735211,-0.018508419431626,-0.053965451969799,0.016229773409436,4.309014917178e-18,4.0103391891013e-17,-0.00012657954317739,-0.00014639298736156,-4.1617528724261e-07,-0.0099402915257202,-5.5188856033027e-05,-1.5689438979832e-07
0.16,-0.10538119667064,0.014925306169441,2.2926271230934,0.029121992803794,-1.540192741148e-18,2.3450948278999e-16,-0.00020698551375228,-0.00015260705381614,-4.2333773810357e-07,-0.016254572394967,-5.7531503890945e-05,-1.5959457492878e-07
0.17,-0.071755253146695,0.051065982608616,3.4859307460516,0.044873754801909,-8.63691716928e-19,2.5401904765e-16,-0.00022026852842797,-0.00015408729551007,-3.3738167869734e-07,-0.017297687537449,-5.8089541861957e-05,-1.2718990468547e-07
0.18,0.073175075422825,-0.0014841750231945,0.87619320141562,0.0614689589561,3.7852637504426e-18,1.4769153798272e-16,-0.00015452770766934,-0.00014921018619435,-1.6812123378324e-07,-0.012135060883274,-5.625091497092e-05,-6.3380215667912e-08
0.19,-0.046434439813287,-0.032366448371273,-2.5731905433587,0.075998296165353,-3.3044158724652e-18,-3.3112144755184e-16,-7.2564838656223e-05,-0.00013420576139288,1.9922642403179e-07,-0.0056985167796732,-5.0594380086693e-05,7.5106591771809e-08
0.2,-0.13117853612855,-0.0032475433774476,-3.3157010131035,0.084943067727435,-2.29051487414e-18,-2.662958628637e-16,-5.5915357174554e-05,-0.00010264158713825,1.8075375049384e-07,-0.0043910329989177,-3.8694966732314e-05,6.8142558124342e-08
0.21,0.050080060291198,-0.016388158113502,-1.1195605335516,0.087687361878065,2.991999481579e-18,-2.3957711250519e-17,-0.00011758129765178,-5.795959861845e-05,-2.3907193625666e-07,-0.0092336593045939,-2.1850253904551e-05,-9.0127999041634e-08
0.22,0.074817443381415,0.0025858553056839,2.7756520875391,0.084478044242025,-1.4893303270494e-18,1.6630999382788e-16,-0.00019304973626746,-1.0871635576406e-05,-5.5050861460866e-07,-0.015160195789084,-4.0985100486483e-06,-2.0753686479916e-07
0.23,-0.035183614156737,0.038074861313646,2.8840887795239,0.077349891782404,2.2176698809217e-18,3.2085867432615e-16,-0.0002121457400813,3.5779330904963e-05,-5.8539610485731e-07,-0.016659804968584,1.3488489982175e-05,-2.2068913991998e-07
0.24,-0.0013629941858979,0.0060842798681988,0.22219936549346,0.068038557444297,1.5739671758515e-18,2.9079849904307e-17,-0.00015996249589022,8.7257301980243e-05,-2.5332761209736e-07,-0.012561854802259,3.2895227868994e-05,-9.5502264052298e-08
0.25,0.044550842740855,-0.019696073603411,-0.97383323675452,0.056770686712723,-5.5181304911664e-18,-1.8558328660701e-16,-8.9644206661102e-05,0.00014913080378171,5.4685144281753e-09,-0.0070397595490963,5.6220988511391e-05,2.0615801020531e-09
0.26,0.047903390930242,-0.017320178163565,-2.380395051808,0.043287107501809,3.5701197526566e-18,-2.0345149518858e-16,-6.6646746376495e-05,0.00022262574627162,-1.1707212291729e-07,-0.0052337689929462,8.3927929079021e-05,-4.4135151181428e-08
0.27,0.053559198491961,-0.0054577824041625,-2.0751979993097,0.026918021309843,1.3396111042966e-18,-1.3184296409703e-16,-0.00010806498090295,0.00030063233656599,-7.7343824300232e-08,-0.0084863429503089,0.00011333572080015,-2.915793656591e-08
0.28,0.027534767081125,0.013139227564724,1.1616863303046,0.0087975081227727,-6.3605013489353e-18,1.4115107152975e-16,-0.00017698618833354,0.00037236314877716,-9.8125342941986e-08,-0.013898725369833,0.00014037759992504,-3.6992388033154e-08
0.29,0.08197427508891,0.017081562435127,3.2131371274136,-0.0091045221961624,4.3246631421212e-18,3.064838789332e-16,-0.00020574359334673,0.00043118652189772,-5.8478059240506e-07,-0.016157044385519,0.00016255348914988,-2.2045709711208e-07
0.3,0.16187650198398,0.0028867976659,1.6884773158126,-0.024374167496719,2.5234653569509e-18,5.4168369574574e-17,-0.00016555284744574,0.00047561644294448,-7.5326207118072e-07,-0.013000865109914,0.00017930317477444,-2.8397311556173e-07
0.31,0.054901716284305,-0.01338709323457,-1.6597979413939,-0.036479156174839,-2.1763976744551e-18,-1.7119093138099e-16,-0.00010316902028111,0.00050987024151823,-3.0041945967758e-07,-0.0081018631626755,0.00019221655260617,-1.1325546984145e-07
0.32,0.031019266070783,-0.0091962450022853,-2.341833773281,-0.045833592276794,1.1487791088976e-18,-1.2608634822438e-16,-7.5604980196721e-05,0.00053854457656933,1.6521477679959e-07,-0.0059372590948485,0.00020302652224642,6.2284502693013e-08
0.33,0.16556676951727,-0.0063946412564505,-1.0607361410501,-0.0543425428062,-4.1119665862565e-18,-1.8653109985403e-16,-0.00010394984496584,0.00055797735550266,1.9212064776498e-07,-0.0081631813251671,0.00021035250731146,7.2427776304001e-08
