time,Core_P_in,Core_P_out,Core_T_in,Core_T_out,FliBe_mass_flow,FliBe_mass_flow2,Fuel_mass_flow,Gas_mass_flow,HX2_Tin_p,HX2_Tout_p,HX2_Tout_s,HX_Pin_s,HX_Tin_p,HX_Tout_p,HX_Tout_s,HX_Uout_s,MSFR_core_Coolant_Density_Reactivity,Total_Reactivity_Feedback,fml1_MSFR_core_in,fml1_MSFR_core_out,fml1_ss_MSFR_core_in,fml1_ss_MSFR_core_out,fml2_MSFR_core_in,fml2_MSFR_core_out,fml2_ss_MSFR_core_in,fml2_ss_MSFR_core_out,fml3_MSFR_core_in,fml3_MSFR_core_out,fml3_ss_MSFR_core_in,fml3_ss_MSFR_core_out,fml4_MSFR_core_in,fml4_MSFR_core_out,fml4_ss_MSFR_core_in,fml4_ss_MSFR_core_out,fml5_MSFR_core_in,fml5_MSFR_core_out,fml5_ss_MSFR_core_in,fml5_ss_MSFR_core_out,fml6_MSFR_core_in,fml6_MSFR_core_out,fml6_ss_MSFR_core_in,fml6_ss_MSFR_core_out,C1,C2,C3,C4,C5,C6,Core_In_Branch:pressure,Core_In_Branch:rho,Core_In_Branch:temperature,Core_In_Branch:velocity,Core_Out_Branch:pressure,Core_Out_Branch:rho,Core_Out_Branch:temperature,Core_Out_Branch:velocity,IHX1_P3:pressure,IHX1_P3:rho,IHX1_P3:temperature,IHX1_P3:velocity,IHX1_P4:pressure,IHX1_P4:rho,IHX1_P4:temperature,IHX1_P4:velocity,J_IHX2_P6:pressure,J_IHX2_P6:rho,J_IHX2_P6:temperature,J_IHX2_P6:velocity,J_P2_IHX1:pressure,J_P2_IHX1:rho,J_P2_IHX1:temperature,J_P2_IHX1:velocity,J_P4_P5:pressure,J_P4_P5:rho,J_P4_P5:temperature,J_P4_P5:velocity,J_P5_IHX2:pressure,J_P5_IHX2:rho,J_P5_IHX2:temperature,J_P5_IHX2:velocity,J_P6_P7:pressure,J_P6_P7:rho,J_P6_P7:temperature,J_P6_P7:velocity,P8_IHX1:pressure,P8_IHX1:rho,P8_IHX1:temperature,P8_IHX1:velocity,Pf,pump2:pressure,pump2:pump_head,pump2:rho,pump2:temperature,pump2:velocity,pump:pressure,pump:pump_head,pump:rho,pump:temperature,pump:velocity,reactor:power
0,218678.26241244,111911.65950047,946.34684175071,1046.116948758,-16844.11528678,16842.818597959,18088.517100815,-2571.061740569,956.67338459746,884.28250648875,892.63027120025,199739.84341993,1045.9260805593,946.84313557336,956.80712848762,-2.4041061787507,0,0,2027.7707145888,2178.8971256202,1942.6375864567,2093.7794978866,10003.018713084,11229.686079295,9802.3304185522,11029.075306247,1777.0845578019,2629.8471361685,1776.3772722766,2629.1608663509,980.55473576536,2739.5250770064,980.23096337443,2739.2093066702,30.823360741223,692.95632831646,30.799503979244,692.87791836945,-1.358479184823,56.664748711423,-1.3584414002931,56.652122377138,11093.466851207,28534.705772313,4621.2372239829,4117.2879794364,1049.9870390084,162.51679467848,228075.53654453,4148.5900247842,946.67797643512,1.9465000880498,92966.073344958,4060.8848514694,1046.1169484473,1.9886779764766,269440.79496079,4148.4443549017,946.84313503208,1.9465000883047,94375.53875442,1946.2953212886,956.80712850706,2.4041061787685,72245.296725066,1981.6873368246,884.28250650695,2.3609798480247,214668.19520004,4061.0357509429,1045.945860609,1.988312846083,64802.382483968,1946.3633754252,956.66767330903,2.4037362074751,57365.754203396,1946.3702826704,956.65351911801,2.4037362074993,61170.150613194,1981.7147738195,884.22628315667,2.3609798480407,205264.29375958,1981.7707960874,884.11148342753,2.3609798480253,0.99999999999847,211368.74727275,176000,1981.7425918285,884.16927904002,2.3609798480411,213561.20252546,156010.45,4061.018710082,1045.9651813129,1.9883128462178,2999999999.9954
5,218663.42519771,111912.32787733,947.05036153949,1046.7557143667,-16844.450720985,16843.335324439,18088.136094699,-2571.0844906483,957.40634805513,884.84952367361,893.24814292932,199718.13983342,1046.5890140807,947.52316518917,957.51859497049,-2.4045701096162,0,0,2104.9103746185,2256.0109995741,2027.7707145888,2178.8971256202,10163.109132116,11389.627927172,10003.018713084,11229.686079295,1777.5544488896,2630.2890885814,1777.0845578019,2629.8471361685,980.80838552727,2739.7725343172,980.55473576536,2739.5250770064,30.842042924584,693.01781253589,30.823360741223,692.95632831646,-1.3585087955851,56.674643269522,-1.358479184823,56.664748711423,10833.381787654,28006.250084378,4621.4032285074,4117.3173220146,1049.9235952406,162.51242249301,228061.71014018,4147.9698867718,947.38108075755,1.9467500914879,92965.279191937,4060.321460066,1046.7557142109,1.9888927453207,269431.32159934,4147.8445685346,947.52316492678,1.946750091608,94374.35426793,1945.9481256544,957.51859497049,2.4045701096161,72226.175749204,1981.4106324473,884.8495236736,2.361370485701,214660.05483688,4060.4513177791,1046.6084832437,1.9885784907378,64793.672251058,1946.0066761525,957.39861444154,2.4042517566201,57353.592466088,1946.0126186477,957.38643719731,2.4042517566201,61148.962355186,1981.4342305329,884.80116694087,2.3613704857009,205243.61588753,1981.482413495,884.70243136276,2.361370485701,0.99999999999847,211349.16148142,176000,1981.4581560258,884.75213929134,2.3613704857009,213555.5673366,156010.45,4060.4366527723,1046.6251102355,1.988578490813,2999999999.9954
10,218650.04149242,111912.93854909,947.68521264033,1047.3323006827,-16844.751056034,16843.798701591,18087.794163041,-2571.1054093359,958.0678787993,885.36123780296,893.81073706538,199698.57389744,1047.1873963906,948.13682590556,958.16072271911,-2.4049886385275,0,0,2178.7882587508,2329.8722839888,2104.9103746185,2256.0109995741,10308.535758323,11534.957977127,10163.109132116,11389.627927172,1777.9691336199,2630.6805212914,1777.5544488896,2630.2890885814,981.03757508932,2739.9960893592,980.80838552727,2739.7725343172,30.85892119538,693.07338351344,30.842042924584,693.01781253589,-1.3585355366775,56.683586979013,-1.3585087955851,56.674643269522,10584.428248321,27527.074064985,4621.590473124,4117.3422661629,1049.8711648311,162.50892553705,228049.24080729,4147.4102779696,948.0155578576,1.94697596025,92964.564994786,4059.8129108998,1047.3323005671,1.9890868860829,269422.78988256,4147.3033197211,948.13682571303,1.9469759603401,94373.2886603,1945.6347673133,958.16072271868,2.4049886385235,72208.93318475,1981.160915952,885.36123780326,2.3617227583283,214652.69963345,4059.9237910143,1047.2065861516,1.9888185451601,64785.823192562,1945.6847478534,958.05830357907,2.4047167865573,57342.631469314,1945.6898204471,958.04790891979,2.4047167865582,61129.857012321,1981.1810580857,885.31996293924,2.3617227583299,205224.9742541,1981.2221815907,885.23569346161,2.3617227583266,0.99999999999847,211331.50385159,176000,1981.2014786398,885.2781175413,2.3617227583283,213550.47546516,156010.45,4059.9112694167,1047.2207829742,1.9888185452111,2999999999.9954
15,218638.40058821,111913.4744109,948.23751772523,1047.8340516496,-16845.010359457,16844.199789172,18087.497050914,-2571.1236161189,958.64346258666,885.80649206279,894.30043292004,199681.56516362,1047.7081069049,948.67073046938,958.71943721199,-2.4053526350324,0,0,2248.5046768537,2399.5743292127,2178.7882587508,2329.8722839888,10436.21795653,11662.561155072,10308.535758323,11534.957977127,1778.3204799685,2631.0127636108,1777.9691336199,2630.6805212914,981.23710217087,2740.1906790321,981.03757508932,2739.9960893592,30.873620231445,693.12175467049,30.85892119538,693.07338351344,-1.3585587971263,56.69137436898,-1.3585355366775,56.683586979013,10349.656885279,27107.375603313,4621.7868930146,4117.3633555413,1049.8259540641,162.50583436928,228038.39596352,4146.923431221,948.56753829818,1.9471725492541,92963.946523554,4059.3703665155,1047.8340515697,1.9892559250037,269415.3724991,4146.8324158423,948.67073033755,1.9471725493251,94372.364203097,1945.3621146372,958.71943721877,2.405352635038,72193.940156208,1980.943631869,885.8064920718,2.3620290431812,214646.301345,4059.4647389837,1047.7270533065,1.9890275099802,64779.00196329,1945.4046453597,958.63228409895,2.4051212252794,57333.104694858,1945.4089617937,958.62343894744,2.4051212252971,61113.245485364,1980.9607739518,885.77136485294,2.3620290431872,205208.76858422,1980.9957704754,885.69965066518,2.3620290431751,0.99999999999846,211316.15319485,176000,1980.9781523884,885.73575330254,2.3620290431877,213546.04701058,156010.45,4059.4540816518,1047.7391364492,1.9890275100111,2999999999.9954
20,218628.41752838,111913.93612264,948.71121775732,1048.2644723596,-16845.231283044,16844.542346152,18087.241347295,-2571.1392348795,959.13713132218,886.18836863302,894.72046170447,199666.98737308,1048.1547795439,949.12867237693,959.19864842933,-2.4056647100617,0,0,2313.9472815041,2465.0030269941,2248.5046768537,2399.5743292127,10546.849039104,11773.118178649,10436.21795653,11662.561155072,1778.6153225492,2631.2910058049,1778.3204799685,2631.0127636108,981.40820146317,2740.3575461252,981.23710217087,2740.1906790321,30.886229769162,693.16322841587,30.873620231445,693.12175467049,-1.3585787304327,56.698052642377,-1.3585587971263,56.69137436898,10129.431771776,26744.690956313,4621.9770459943,4117.3814520349,1049.7865150845,162.50312744725,228029.09490808,4146.505872917,949.04096041155,1.9473411019382,92963.419159726,4058.9907354206,1048.2644723122,1.9894008878788,269409.00750651,4146.4285110338,949.12867229726,1.9473411019741,94371.573327012,1945.1282595667,959.19864842899,2.4056647100592,72181.08700399,1980.757276107,886.18836863325,2.3622915812399,214640.82055514,4059.0709578892,1048.1735171324,1.989206691754,64773.157169768,1945.1644053941,959.12457911053,2.4054679920092,57324.940818961,1945.1680737944,959.11706189674,2.4054679920126,61099.005786519,1980.7718441113,886.15851616535,2.3622915812419,205194.87873388,1980.8015865235,886.09756859933,2.3622915812426,0.99999999999854,211302.99579678,176000,1980.7866133496,886.12825133288,2.3622915812411,213542.25513328,156010.45,4059.0618986396,1048.1837883904,1.9892066917786,2999999999.9956
25,218619.90478431,111914.33107234,949.11517562086,1048.6315879549,-16845.418592121,16844.833319807,18087.022411108,-2571.1525552439,959.55810628036,886.51398649925,895.07864916058,199654.56484579,1048.5357426496,949.51920099266,959.60730733438,-2.4059307412656,0,0,2375.2586644762,2526.3021514808,2313.9472815041,2465.0030269941,10642.193532064,11868.398645319,10546.849039104,11773.118178649,1778.8626026177,2631.524013482,1778.6153225492,2631.2910058049,981.55404392832,2740.4997968643,981.40820146317,2740.3575461252,30.896979591356,693.19858312183,30.886229769162,693.16322841587,-1.3585957160737,56.703745850723,-1.3585787304327,56.698052642377,9923.249652612,26432.991579371,4622.1529209509,4117.3970252387,1049.7524981775,162.50080196061,228021.16295386,4146.1497907851,949.44468164958,1.9474847711316,92962.971904622,4058.6669394446,1048.6315879313,1.9895244686125,269403.57587372,4146.0840647638,949.51920094803,1.9474847711511,94370.900404724,1944.9288340205,959.60730733506,2.4059307412617,72170.131968337,1980.5983745874,886.51398650133,2.3625153297461,214636.15231312,4058.7351056725,1048.5543019586,1.9893594454553,64768.177575453,1944.9595406915,959.54438382899,2.4057636015285,57317.98478316,1944.9626570203,959.5379979093,2.4057636015427,61086.869650216,1980.6107489897,886.48862911948,2.3625153297426,205183.04219696,1980.6360125369,886.43685955559,2.3625153297321,0.99999999999874,211291.78316635,176000,1980.623294178,886.46292176633,2.3625153297413,213539.02662495,156010.45,4058.7274080557,1048.5630294153,1.9893594454558,2999999999.9962
30,218612.66225305,111914.66761234,949.45884869936,1048.9439761521,-16845.577133973,16845.079995572,18086.835222255,-2571.1638885601,959.91624657775,886.79098555548,895.38338499302,199644.00329833,1048.859907552,949.8514522505,959.95497398543,-2.4061569968344,0,0,2432.6579991124,2583.690796835,2375.2586644762,2526.3021514808,10724.183559592,11950.334303162,10642.193532064,11868.398645319,1779.0704156283,2631.7197367271,1778.8626026177,2631.524013482,981.6780538684,2740.6207451234,981.55404392832,2740.4997968643,30.90612072866,693.22864270533,30.896979591356,693.19858312183,-1.3586101532956,56.708586717513,-1.3585957160737,56.703745850723,9730.3480514178,26165.712163475,4622.3109421348,4117.4103519125,1049.7234423479,162.49881950271,228014.41365667,4145.8468484211,949.78815371763,1.9476069196849,92962.593452653,4058.3914130493,1048.9439761346,1.9896295467668,269398.94983218,4145.7910191413,949.8514522208,1.947606919698,94370.329009968,1944.759172695,959.95497398558,2.4061569968354,72160.816441348,1980.4631990487,886.79098555596,2.3627055811932,214632.18649532,4058.4493261514,1048.8783150211,1.9894893413856,64763.9446484,1944.7852538298,959.90152903728,2.4060150137242,57312.071305774,1944.7879007268,959.89610506796,2.4060150137258,61076.550290941,1980.4737090641,886.76944863918,2.362705581194,205172.97867923,1980.4951657569,886.72548000633,2.3627055811929,0.99999999999852,211282.24991306,176000,1980.4843639608,886.74761483435,2.362705581194,213536.28504717,156010.45,4058.4427863966,1048.885729709,1.9894893413924,2999999999.9956
35,218606.50723432,111914.95461375,949.75094556845,1049.2095295224,-16845.711310875,16845.289044844,18086.675975822,-2571.1735220994,960.2206429316,887.02640623334,895.64240029357,199635.03131004,1049.1354729406,950.13384191286,960.25047361144,-2.4063492574704,0,0,2486.3800764972,2637.4033932582,2432.6579991124,2583.690796835,10794.626925566,12020.730658335,10724.183559592,11950.334303162,1779.2456708608,2631.8847264117,1779.0704156283,2631.7197367271,981.78345722705,2740.7235525983,981.6780538684,2740.6207451234,30.913890090252,693.25419540449,30.90612072866,693.22864270533,-1.3586224223865,56.712701612923,-1.3586101532956,56.708586717513,9549.9144007036,25936.732794145,4622.4499442133,4117.4217217981,1049.6987351405,162.49713394775,228008.67775274,4145.5893694946,950.08007993808,1.9477107349792,92962.272833699,4058.1571949715,1049.2095295108,1.9897188679568,269395.01829298,4145.5419514502,950.13384189324,1.9477107349898,94369.844118747,1944.6149688768,960.25047361308,2.4063492574718,72152.901792,1980.3483137569,887.02640623584,2.3628672131394,214628.81649921,4058.2063914335,1049.1537512092,1.989599761369,64760.349336099,1944.6371209286,960.20508006439,2.4062286464868,57307.048250435,1944.6393690516,960.20047325498,2.406228646492,61067.783128475,1980.3572401997,887.00811434489,2.3628672131386,205164.42964018,1980.3754637599,886.97077098378,2.3628672131351,0.99999999999835,211274.15120428,176000,1980.3662896358,886.98957041843,2.3628672131365,213533.95569116,156010.45,4058.2008359524,1049.1600499406,1.9895997613758,2999999999.9951
40,218601.27642814,111915.19790031,949.9991272498,1049.4351848212,-16845.824907805,16845.466248651,18086.539443082,-2571.1817074216,960.47925520466,887.22641313913,895.86246706767,199627.41167451,1049.3696183969,950.37378594172,960.50152682432,-2.4065125656337,0,0,2536.6544013737,2687.6693730118,2486.3800764972,2637.4033932582,10855.126168644,12081.18941427,10794.626925566,12020.730658335,1779.3937227034,2632.0240412257,1779.2456708608,2631.8847264117,981.87292243297,2740.8107829184,981.78345722705,2740.7235525983,30.920485943497,693.2758701452,30.913890090252,693.25419540449,-1.3586328274864,56.71619289229,-1.3586224223865,56.712701612923,9381.1558175102,25740.640745107,4622.5705289713,4117.4313885209,1049.6777404469,162.49570129979,228003.80181452,4145.3706009816,950.3281168009,1.947798820146,92962.002130734,4057.9581669932,1049.4351848149,1.9897946487838,269391.66963371,4145.3303208094,950.37378593042,1.9477988201509,94369.432718649,1944.4924549092,960.50152682542,2.4065125656333,72146.179309723,1980.2507103879,887.22641313957,2.3630044897446,214625.96128058,4057.9999592289,1049.3878013278,1.9896934580948,64757.296347215,1944.5112686027,960.46297417484,2.4064101150138,57302.782661103,1944.513177942,960.45906159436,2.4064101150144,61060.336809179,1980.2582917403,887.21087758139,2.3630044897446,205157.16910872,1980.2737692752,887.17916132131,2.3630044897427,0.99999999999817,211267.27302668,176000,1980.2659775576,887.19512795577,2.3630044897435,213531.98347851,156010.45,4057.9952399126,1049.3931520265,1.9896934580975,2999999999.9945
45,218596.82928787,111915.40240135,950.21000603372,1049.6269352177,-16845.921112263,16845.616501942,18086.421020882,-2571.1886607845,960.69892112115,887.3963002992,896.04940255144,199620.94132417,1049.5685097861,950.57767882666,960.71476943439,-2.4066512516993,0,0,2583.6993542274,2734.7070339647,2536.6544013737,2687.6693730118,10907.075566082,12133.104184262,10855.126168644,12081.18941427,1779.5188559265,2632.1417536638,1779.3937227034,2632.0240412257,981.9487264385,2740.8846579927,981.87292243297,2740.8107829184,30.926075676514,693.29421447542,30.920485943497,693.2758701452,-1.3586416347382,56.719148380642,-1.3586328274864,56.71619289229,9223.319617109,25572.73990948,4622.6742691015,4117.4396469738,1049.6599292939,162.49448556626,227999.65372668,4145.1847143015,950.53887267402,1.9478734134001,92961.774665818,4057.7890431415,1049.6269352137,1.9898587949466,269388.80814796,4145.150487281,950.57767881968,1.9478734134057,94369.083689581,1944.388392516,960.71476943437,2.406651251694,72140.470202893,1980.1678054541,887.39630029898,2.3631210652794,214623.55017938,4057.8245530218,1049.5866745784,1.9897728074045,64754.704136043,1944.404369437,960.68202984229,2.4065642356165,57299.160715929,1944.4059908972,960.67870717777,2.4065642356134,61054.013173227,1980.1742439986,887.38310656026,2.3631210652806,205151.0036293,1980.1873885931,887.35617091571,2.3631210652815,0.99999999999809,211261.43215182,176000,1980.1807713058,887.36973093083,2.3631210652783,213530.32025278,156010.45,4057.8205432676,1049.5912207851,1.989772807407,2999999999.9943
