time,2Dreceiver_temperature_in,2Dreceiver_temperature_out,2Dreceiver_velocity_in,2Dsource_pressure_in,2Dsource_pressure_out,2Dsource_temperature_in,2Dsource_temperature_out,2Dsource_velocity_in,2Dsource_velocity_out,Tfluid_pebble_avg,Tfluid_pebble_max,Tsolid_brick_avg,Tsolid_brick_max,Tsolid_core_barrel_avg,Tsolid_core_barrel_max,Tsolid_pebble_avg,Tsolid_pebble_max,Tsolid_reflector_avg,Tsolid_reflector_max,Tsolid_rpv_avg,Tsolid_rpv_max,core_pressure_in,core_pressure_out,dpdz_core,mflow_core_in,mflow_core_out,pebble_bed_volume,total_power
0,523.15,523.15,-2,72777.462132357,0,523.15,535.23173959225,-2,-2.0323588638668,523.12934187759,531.4857734645,523.15000008024,523.15001247136,523.14999568078,523.1500029224,523.31935134818,523.38978219784,523.15134085797,523.53726159816,523.14954514251,523.15033020793,72777.462132357,0,-5235.7886426156,-89.513515717662,88.955381273006,77.754418176347,249999989.06615
0.005,523.15000000029,518.10339047946,-2.124728149804,87293.699307517,0,523.15000000015,532.99270639433,-2.1237357982059,-2.1607938950813,523.15347658508,531.27588568588,523.15000140718,523.15182985924,523.14999544782,523.15000307918,523.31981840484,523.39049885511,523.15133974201,523.53583315929,523.14952055577,523.150348046,87293.699307517,0,-6280.1222523394,-95.051528876405,94.972255737824,77.754418176347,16059175.450998
