time,1Dreceiver_temperature_in,1Dreceiver_temperature_out,1Dsource_temperature_in,1Dsource_temperature_out,1Dsource_velocity_in,HeatInCore,P_cold_plenum_outlet_pipe,P_hot_plenum_inlet_pipe,P_in_riser,P_out_pipe,T_cold_plenum_inlet_pipe_inlet,T_core_pipe_outlet,T_hot_plenum_inlet_pipe_outlet,Tf_in_bypass,Tf_in_riser,Tf_out_bypass,Tf_out_pipe,Tf_out_riser,cold_plenum_outlet_pipe_flow,core_flow,core_rho,core_top_velocity_scaled,core_velocity,core_velocity_scaled,coupled_inlet:massflow,coupled_inlet:pressure,coupled_inlet:temperature,coupled_inlet:velocity,coupled_inlet_top:massflow,coupled_inlet_top:pressure,coupled_inlet_top:temperature,coupled_inlet_top:velocity,coupled_outlet:massflow,coupled_outlet:pressure,coupled_outlet:temperature,coupled_outlet:velocity,coupled_outlet_top:massflow,coupled_outlet_top:pressure,coupled_outlet_top:temperature,coupled_outlet_top:velocity,dpdz_core_receive,hot_plenum_inlet_pipe_rho,mflow_bypass,mflow_in,mflow_out,mflow_pebble_in,mflow_pebble_out,p_core_pipe_outlet,p_hot_plenum_inlet_pipe_outlet,rho_cold_plenum_inlet_pipe_inlet,cold_plenum:pressure,cold_plenum:rho,cold_plenum:temperature,cold_plenum:velocity,hot_plenum:pressure,hot_plenum:rho,hot_plenum:temperature,hot_plenum:velocity,joint_outlet_1:pressure,joint_outlet_1:rho,joint_outlet_1:temperature,joint_outlet_1:velocity
-200000,0,0,523.15,523.15,-2,-265974.30682279,7000000,7000000,7000000,7000000,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,-89.513515723018,44.756757861509,6.331786,-2,1,1,44.756757861509,7000000,523.15,1,44.756757861509,7000000,523.15,1,44.756757861509,7000000,523.15,1,-89.513515723018,7000000,523.15,-2,0,6.331786,2.68936278564,5.16870022966,2.9761103592266,-89.513515723018,44.756757861509,7000000,7000000,6.331786,7000000,6.331786,523.15,1,7000000,6.331786,523.15,1,7000000,6.331786,523.15,1
0,0,0,523.14999999997,7.5149352710263e-15,-2.1427811554911,-262902038.69882,7003277.9504884,7003316.5791427,7002206.5621,7000172.1417973,523.14999999997,523.15000000001,0,523.14999998314,523.14999999997,523.15023424132,0.5234915491479,523.14999999997,-95.903937326525,-95.903937325526,6.331786,-2.1427811554911,-2.1427811554689,-2.0502344839914,-95.903937324709,7003284.1548015,0,-2.050234483974,-95.903937325525,7003284.1547962,523.15000000001,-2.1427811554689,-95.903937325526,7003284.1547962,523.15,-2.1427811554689,-95.903937326525,7003284.154799,523.14999999997,-2.1427811554911,0,6.6176,0.096062673474722,96,95.9999999571,-95.903937326525,-95.903937324709,7003284.1547962,7003284.1548015,6.3317860000003,7003280.3425228,6.3317860000003,523.14999999997,1.6897476740401,7003315.3486803,6.6176,0.52349154914778,1.6167675080452,7004591.2899443,6.3317860000003,523.14999999997,12.059038381372
