time,2Dreceiver_temperature_in,2Dreceiver_temperature_out,2Dreceiver_velocity_in,2Dsource_pressure_in,2Dsource_pressure_out,2Dsource_temperature_in,2Dsource_temperature_out,2Dsource_velocity_in,2Dsource_velocity_out,Tfluid_pebble_avg,Tfluid_pebble_max,Tsolid_brick_avg,Tsolid_brick_max,Tsolid_core_barrel_avg,Tsolid_core_barrel_max,Tsolid_pebble_avg,Tsolid_pebble_max,Tsolid_reflector_avg,Tsolid_reflector_max,Tsolid_rpv_avg,Tsolid_rpv_max,core_pressure_in,core_pressure_out,dpdz_core,mflow_core_in,mflow_core_out,pebble_bed_volume,total_power
-200000,523.15,0,0,7000000,7000000,523.15,523.15,-2,-2,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,7000000,7000000,0,-89.49674903767,89.49674903767,77.754418176347,250000000.03158
0,523.43695648346,1017.933914121,-2.1273846365156,132029.85328936,0,523.43713910222,1017.9339139924,-2.1273853399192,-4.0963565560664,781.30888026766,1083.7386225773,497.68800072974,511.13616128064,453.78767692665,458.0985149236,801.66233618811,1091.0534735441,558.11632904588,956.75442221185,413.29459251215,416.48241384518,132029.85328936,0,-9498.5505963572,-95.164955801312,95.169690983714,77.754418176347,249999989.06615
