time,HeatInCore,Tf_HX_in,Tf_HX_out,Tf_chimney_in,Tf_chimney_out,Tf_downcomer_in,Tf_downcomer_out,Tf_riser_in,Tf_riser_out,mflow_HX_primary,mflow_rccs,IHX-junc-in:pressure,IHX-junc-in:rho,IHX-junc-in:temperature,IHX-junc-in:velocity,IHX-junc-out:pressure,IHX-junc-out:rho,IHX-junc-out:temperature,IHX-junc-out:velocity,junc-downcomer-horizontal:pressure,junc-downcomer-horizontal:rho,junc-downcomer-horizontal:temperature,junc-downcomer-horizontal:velocity,junc-horizontal-riser:pressure,junc-horizontal-riser:rho,junc-horizontal-riser:temperature,junc-horizontal-riser:velocity,junc-riser-chimney:pressure,junc-riser-chimney:rho,junc-riser-chimney:temperature,junc-riser-chimney:velocity,pool:level,pool:pressure,pool:rho,pool:temperature,pool:velocity,pool:volume
-200000,0,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,3.6270808994476,1.6918773795493,100000,991.791556,303.15,0.01,100000,991.82359822,303,0.01,100000,991.791556,303.15,0.01,100000,991.791556,303.15,0.01,100000,991.791556,303.15,0.01,10,100000,991.82359822,303,0,300
0,0.81945983693004,303.00008376575,303.00000000072,303.02267466537,303.02268307345,303.02243329115,303.02241104685,303.02243426585,303.02267461605,0.063033731608337,0.81642247137948,213113.76112296,991.81880845949,303.02242241882,0.00037255549755883,222840.52829676,991.82359822052,302.99999999756,0.00017378078119553,483517.86890163,991.8188061266,303.02243333984,0.004825409041352,483517.86871734,991.81880593872,303.02243421936,0.0048254090413517,320108.18377732,991.81875457587,303.02267466546,0.0048254092764851,10.000037772883,198523.61061288,991.81881088867,303.02241104702,-8.893586949307e-12,300.00113318648
