time,1Dreceiver_temperature_in,1Dreceiver_temperature_out,1Dsource_temperature_in,1Dsource_temperature_out,1Dsource_velocity_in,HeatInCore,P_cold_plenum_outlet_pipe,P_hot_plenum_inlet_pipe,P_in_riser,P_out_pipe,P_pump_inlet,P_pump_outlet,T_cold_plenum_inlet_pipe_inlet,T_core_pipe_outlet,T_hot_plenum_inlet_pipe_outlet,Tf_in_HX_primary,Tf_in_HX_secondary,Tf_in_bypass,Tf_in_riser,Tf_out_HX_primary,Tf_out_HX_secondary,Tf_out_bypass,Tf_out_pipe,Tf_out_riser,cold_plenum_outlet_pipe_flow,core_flow,core_rho,core_top_velocity_scaled,core_velocity,core_velocity_scaled,coupled_inlet:massflow,coupled_inlet:pressure,coupled_inlet:temperature,coupled_inlet:velocity,coupled_inlet_top:massflow,coupled_inlet_top:pressure,coupled_inlet_top:temperature,coupled_inlet_top:velocity,coupled_outlet:massflow,coupled_outlet:pressure,coupled_outlet:temperature,coupled_outlet:velocity,coupled_outlet_top:massflow,coupled_outlet_top:pressure,coupled_outlet_top:temperature,coupled_outlet_top:velocity,dpdz_core_receive,hot_plenum_inlet_pipe_rho,mflow_bypass,mflow_in,mflow_out,mflow_pebble_in,mflow_pebble_out,p_core_pipe_outlet,p_hot_plenum_inlet_pipe_outlet,rho_cold_plenum_inlet_pipe_inlet,SG_inlet_plenum:pressure,SG_inlet_plenum:rho,SG_inlet_plenum:temperature,SG_inlet_plenum:velocity,SG_outlet_plenum:pressure,SG_outlet_plenum:rho,SG_outlet_plenum:temperature,SG_outlet_plenum:velocity,blower:pressure,blower:pump_head,blower:rho,blower:temperature,blower:velocity,cold_plenum:pressure,cold_plenum:rho,cold_plenum:temperature,cold_plenum:velocity,hot_plenum:pressure,hot_plenum:rho,hot_plenum:temperature,hot_plenum:velocity,joint_outlet_1:pressure,joint_outlet_1:rho,joint_outlet_1:temperature,joint_outlet_1:velocity,pump_inlet_plenum:pressure,pump_inlet_plenum:rho,pump_inlet_plenum:temperature,pump_inlet_plenum:velocity,pump_outlet_branch:pressure,pump_outlet_branch:rho,pump_outlet_branch:temperature,pump_outlet_branch:velocity
-200000,0,0,523.15,523.15,-2,-265974.30682279,7000000,7000000,7000000,7000000,7000000,7000000,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,523.15,-89.513515723018,-89.513515723018,6.331786,-2,-2,-2,44.756757861509,7000000,523.15,1,-89.513515723018,7000000,523.15,-2,-89.513515723018,7000000,523.15,-2,-89.513515723018,7000000,523.15,-2,0,6.331786,2.68936278564,5.16870022966,2.9761103592266,-89.513515723018,44.756757861509,7000000,7000000,6.331786,7000000,6.331786,523.15,1,7000000,6.331786,523.15,1,7000000,2350000,6.331786,523.15,1,7000000,6.331786,523.15,1,7000000,6.331786,523.15,1,7000000,6.331786,523.15,1,7000000,6.331786,523.15,1,7000000,6.331786,523.15,1
0,0,0,522.52853211839,-2.1982993460021e-12,-2.2078996098347,-270721679.01551,7000507.0096896,7000545.6436516,6999367.9097451,6997200.2247019,6999843.4755722,7001971.3546657,522.52853211839,522.52853205126,0,69.221570874127,523.15,522.53818311348,522.23027481624,523.15063499435,416.18260769385,523.11867817404,0.50762150423781,522.52853211847,-98.930549548714,-98.930549558083,6.338970169483,-2.2078996098347,-2.2078996097751,-2.1149374038288,-98.930549574159,7000513.2207519,0,-2.1149374041725,-98.930549558157,7000513.2207528,522.52853205126,-2.2078996097752,-98.930549558083,7000513.2207528,522.52853205165,-2.2078996097751,-98.930549548714,7000513.2207497,522.52853211839,-2.2078996098347,0,6.6176,0.096092709440429,99.026642258117,99.0266422836,-98.930549548714,-98.930549574159,7000513.2207528,7000513.2207519,6.3389701687115,7000345.5546203,6.6176,2.0306647318813,2.822821216714,7000715.9271642,6.3317786594653,523.15063499435,6.6380530673995,8175904.5645798,2350000,6.3317786578722,523.15063513216,7.031422561828,7000509.7445754,6.3389701687113,522.5285321184,1.7410458088225,7000544.750947,6.6176,0.50761986861224,1.6677401848591,7001844.9036789,6.3424190345528,522.23018732242,12.41837568921,6999994.7266513,6.3317786578722,523.15063513216,1.2906110524485,7002219.496288,6.3317786578743,523.15063513198,7.0314225618232
