time,Core_P_in,Core_P_out,Core_T_in,Core_T_out,Core_vel_in,HX_Tin_p,HX_Tout_p,hx_j1:pressure,hx_j1:rho,hx_j1:temperature,hx_j1:velocity,hx_j2:pressure,hx_j2:rho,hx_j2:temperature,hx_j2:velocity,j1:pressure,j1:rho,j1:temperature,j1:velocity,j2:pressure,j2:rho,j2:temperature,j2:velocity,j3:pressure,j3:rho,j3:temperature,j3:velocity,j4:pressure,j4:rho,j4:temperature,j4:velocity,j5:pressure,j5:rho,j5:temperature,j5:velocity,j_c_up:pressure,j_c_up:rho,j_c_up:temperature,j_c_up:velocity,j_dn_pl:pressure,j_dn_pl:rho,j_dn_pl:temperature,j_dn_pl:velocity,j_ip_c:pressure,j_ip_c:rho,j_ip_c:temperature,j_ip_c:velocity,j_up_ps1:pressure,j_up_ps1:rho,j_up_ps1:temperature,j_up_ps1:velocity,pump:pressure,pump:pump_head,pump:rho,pump:temperature,pump:velocity
0,100000,100000,908.15,908.15,0.001,908.15,908.15,100000,2010.7066504,824.8167,0.001,100000,2010.7066504,824.8167,0.001,100000,2196.4297,908.15,0.001,100000,2196.4297,908.15,0.001,100000,2196.4297,908.15,0.001,100000,2196.4297,908.15,0.001,100000,2196.4297,908.15,0.001,100000,2196.4297,908.15,0.001,100000,2196.4297,908.15,0.001,100000,2196.4297,908.15,0.001,100000,2196.4297,908.15,0.001,110000,43909.58,2196.4297,908.15,0.001
0.1,174057.38199181,136509.69110977,908.49266776949,908.5238398487,0.010016224545611,908.01622237686,907.96593603163,211700.33877264,2010.698109182,824.83420249595,1.6001079538481,207102.00314525,2010.7042526701,824.82161338094,1.600107953848,113950.15253699,2196.4296999996,908.15000000075,0.31715750486515,126965.33045459,2196.4296999994,908.15000000113,0.32341554560808,124751.41634458,2196.5326467173,907.96682078774,0.31384025056588,144018.47589419,2196.4297000004,908.14999999923,0.27761559862142,137730.0990496,2196.429700002,908.14999999635,0.27761559862132,136508.4584428,2196.2206118988,908.52204288462,0.03547772178096,174185.15409262,2196.4297000011,908.14999999801,0.030453589909465,174056.59954446,2196.4296999992,908.15000000144,0.030453589909436,127063.75486727,2196.4296989247,908.1500019133,0.03547770530615,134567.18787686,43909.58,2196.429699999,908.15000000173,0.31715750486533
0.3,170901.93512201,133302.15863814,908.89014065467,909.27160540678,0.031578113073522,907.97468350366,907.40392810022,65278.615735345,2010.6451889472,824.94264559994,1.6004862640246,71567.45752445,2010.6802267205,824.87084688423,1.6004862640193,111256.62920629,2196.4296999849,908.15000002683,0.9031447394932,125374.04419007,2196.4296999945,908.15000000973,0.92096527496859,123213.24766961,2196.8474718064,907.40663379639,0.90284526433235,141318.82362012,2196.4297031939,908.14999431684,0.87514862246485,134044.77218524,2196.4297000061,908.14999998909,0.87514862250018,133292.16488937,2195.8013826211,909.26800245351,0.10102724023626,171067.12888188,2196.4297000156,908.14999997223,0.09600115192721,170893.20034875,2196.4296999818,908.15000003241,0.096001151926345,123844.18540371,2196.429689433,908.15001880241,0.10102709986465,132329.63201755,43909.58,2196.4296999769,908.15000004107,0.90314473948078
0.5,171752.23633211,134206.27054176,908.77534675783,910.01950457331,0.052319133345745,908.1254522224,906.55758986632,123877.9773664,2010.5203710198,825.19842004135,1.6010247592822,125810.41905312,2010.6036043461,825.02785994643,1.6010247592823,110311.49068058,2196.4296999969,908.15000000559,1.4668924570701,123587.6381258,2196.4296999998,908.15000000042,1.495836664984,121391.59380287,2197.3223408775,906.56167103639,1.46996666496,140087.62107488,2196.4322025559,908.14554705348,1.4500031158977,133292.51767889,2196.4297117897,908.14997902191,1.4500031238388,134179.91160932,2195.3810685468,910.0158922654,0.16408912106547,171874.6912384,2196.4297000104,908.14999998143,0.15906094874035,171727.71610384,2196.4296999844,908.15000002776,0.15906094874035,124738.50673445,2196.4296694289,908.15005439693,0.16408874932133,130982.07056789,43909.58,2196.4296999986,908.15000000254,1.4668924570704
0.7,171762.86678599,134247.71142772,908.35848900367,910.7675437809,0.071928607292726,908.18588414153,905.4633593947,123894.01864039,2010.3074246618,825.63478552913,1.6016550749928,125825.67418573,2010.4498854944,825.34285759337,1.6016550749928,108463.13476624,2196.4296997762,908.1500003983,2.0000697363792,121266.25826437,2196.4296999958,908.1500000074,2.0395344115238,119115.79510776,2197.9366250278,905.46863874062,2.0076869637299,137909.9836872,2196.4795494086,908.06129998462,1.9936840150999,131196.04053735,2196.4308472793,908.1479585778,1.9936842325426,134198.71784726,2194.9606709157,910.76393075493,0.22373145947825,171853.91671786,2196.429700011,908.1499999805,0.21870111939165,171716.10992437,2196.4296999816,908.15000003267,0.21870111939165,124762.85119176,2196.4296509684,908.15008724493,0.22373074456099,128875.71680197,43909.58,2196.429699983,908.15000003018,2.0000697363781
0.9,171912.91509673,134432.08030918,908.00412225521,911.51572522674,0.090180455493429,908.16457259881,904.17234982751,123902.00068153,2009.999512447,826.26575318247,1.6023191994989,125833.28863951,2010.2046032796,825.84548508274,1.6023191994988,106360.38312315,2196.4296976384,908.15000420211,2.4964151372617,118587.02849888,2196.4296999823,908.15000003151,2.5456735259066,116509.6049622,2198.6616375863,904.17858080732,2.5093685430299,135410.79774298,2196.7385193333,907.60049940692,2.499805475724,128789.26388161,2196.4502469217,908.11343964113,2.499807158765,134355.76702089,2194.5401933293,911.51211151371,0.27925383868409,171966.45262228,2196.429700003,908.14999999474,0.27422128247687,171839.19455945,2196.4296999813,908.15000003336,0.27422128247687,124926.34445404,2196.4296595069,908.15007205176,0.27925267165597,126459.14766855,43909.58,2196.4296997349,908.15000047178,2.4964151372488
1.1,172126.15426189,134681.90246887,907.90235123029,912.26404969698,0.1069230247058,908.14665971574,902.73542268832,123900.61108249,2009.5980346877,827.08845350881,1.6029746020818,125832.01278916,2009.863580116,826.54430304096,1.6029746020817,104073.20923671,2196.4296901492,908.15001752818,2.9516310748693,115663.96918833,2196.4296997993,908.15000035711,3.0098716248095,113674.84137286,2199.4687938842,902.74235963657,2.9704115784461,132695.4539967,2197.4033924087,906.41745123009,2.9639822738576,126176.33294272,2196.5759257042,907.88981191427,2.9639884548534,134575.24082526,2194.1196353653,912.26043529312,0.33017548282108,172138.32246092,2196.4296999897,908.15000001841,0.32514065585055,172022.49010003,2196.4296999842,908.15000002805,0.32514065585055,125152.89087241,2196.4297145109,908.14997417989,0.33017379641474,123825.28950758,43909.58,2196.4296979488,908.15000364986,2.9516310748075
1.3,172373.17786352,134966.17430116,907.98968953894,913.01251750895,0.12207901465897,908.14418955714,901.19824275986,123889.68343216,2009.1107452563,828.0869974257,1.6035943344269,125821.68207788,2009.4307025966,827.43134713813,1.6035943344267,101696.06899453,2196.4296811801,908.15003348737,3.3635788078398,112619.70434479,2196.4296986767,908.15000235459,3.4299477659822,110723.45102584,2200.3324162728,901.205664995,3.3884156905798,129869.01434824,2198.4252711437,904.59916166595,3.3840317255417,123453.53631493,2196.9959914839,907.14236390757,3.3840454138525,134827.6886289,2193.698996844,913.00890241275,0.37625713236913,172342.25123246,2196.4296999817,908.15000003253,0.37121998775895,172238.12512597,2196.4296999914,908.15000001534,0.37121998775894,125412.70496251,2196.4297907311,908.14983855682,0.3762548760842,121084.44320886,43909.58,2196.4296925597,908.150013239,3.3635788077164
1.5,172638.95848666,135268.49536021,908.1119344205,913.76112882601,0.13563857657808,908.14541331407,899.59977342186,123869.80835257,2008.5500791465,829.23590338839,1.6041640778304,125802.84728987,2008.915708387,828.4866631413,1.6041640778301,99319.182615607,2196.4296899086,908.1500179563,3.7320788016467,109567.91417849,2196.42969541,908.1500081673,3.805718872593,107761.07190287,2201.2305891619,899.60749259455,3.762984680989,127030.34243461,2199.5581415041,902.58337810658,3.7597724446433,120712.74332248,2197.8526974464,905.6179760741,3.7597935062589,135098.03604942,2193.2782776734,913.75751303665,0.41747871029701,172564.96082776,2196.4296999861,908.1500000248,0.41243923864436,172472.32992916,2196.4297000016,908.1499999972,0.41243923864433,125690.43831132,2196.4298100723,908.14980414189,0.41747582773744,118340.10469482,43909.58,2196.4296870084,908.15002311674,3.732078801625
1.7,172923.19089384,135588.30467521,908.1786988181,914.50988376099,0.14762301595771,908.14610437161,897.97228987259,123842.03027451,2007.9319380299,830.50258600436,1.6046784084517,125776.48556702,2008.3325447844,829.68167052375,1.6046784084514,97056.210267937,2196.4297265548,908.14995274954,4.0577970509127,106667.34435852,2196.4296917599,908.15001466207,4.1378640806853,104882.87038963,2202.1451557351,897.9801499376,4.0946080613124,124285.45350785,2200.6443543228,900.65061508404,4.0918870768109,118069.43838489,2199.0504671552,903.48671324691,4.0919120400418,135386.831498,2192.8574777898,914.50626727802,0.45391470498993,172807.28463289,2196.4296999989,908.15000000199,0.44887292204699,172725.86349375,2196.4297000116,908.14999997943,0.44887292204699,125986.60954895,2196.4297189654,908.14996625371,0.45391115060136,115728.0517213,43909.58,2196.4296947657,908.15000931375,4.0577970512639
1.9,173242.61489211,135942.28611523,908.1872079935,915.2587824076,0.15806809008684,908.14635672753,896.3415328259,123807.64868164,2007.274712297,831.84936004717,1.6051376837989,125743.8110752,2007.6982022785,830.98155270798,1.6051376837985,95021.148384685,2196.4297574211,908.1498978273,4.3417247749781,104072.16014792,2196.429695673,908.15000769927,4.4273941676543,102171.78796226,2203.0616319716,896.34940930318,4.3841211481076,121727.7480048,2201.6764975268,898.81406134013,4.3813885745394,115626.8371602,2200.3304240659,901.20920984709,4.3814137049363,135711.67586449,2192.4365971405,915.2551652305,0.48567597458283,173086.89261776,2196.4297000096,908.14999998297,0.48063190239943,173016.38025574,2196.4297000173,908.14999996918,0.48063190239942,126318.82145373,2196.4295871879,908.1502007333,0.48567172389461,113381.8197336,43909.58,2196.429721873,908.14996108007,4.3417247755735
