time,pp00_inlet_mfr,pp01_outlet_mfr,pp02_inlet_pressure,pp03_total_power,pp04_T_oulet,pp05_rpv_temp,pp06_rpv_temp_max
5242.8775,-63.406596812541,63.40659681255,5941864.6395115,199993418.50754,1139.3158316075,404.45235022779,508.49268860979
