time,Barrel_Temp,Heatflux_RCCS,Inlet_Temperature_BC,Max_CFL,New_Dt,Num_Picards,Outlet_Pressure_BC,Outlet_Pressure_PH,Outlet_Temperature_PH,Outlet_Velocity_PH,Outlet_Velocity_y,Reflector_Temp,Tfluid_bottom,Tfluid_core,Tfluid_diode,Tfluid_downcomer,Tfluid_upper,Vessel_Temp,dt,inlet_area,inlet_mdot,mass_flow_1,mass_flow_2,mass_flow_3,mass_flow_in,mass_flow_out,total_power
0,823.14,0,823.15,0,0,0,200000,200000,823.14,0,1e-10,823.14,823.14,823.14,823.14,823.14,823.14,823.14,0,2.4001767873426,1173,0,0,0,0,0,280000039.39777
1000000,843.64251314232,1057.5188237426,823.15,150464.43332226,13785.8,0,200000,200000,921.93703043158,0.40139803437682,0.29719735176878,884.55402090907,823.14996709852,885.0346988797,823.15000005939,823.14997584263,899.15289162938,313.21457028518,6892.9,2.4001767873426,1173,-185.23788667484,-185.23788667484,-136.942217668,-1172.8253335244,1172.8255335359,280000039.39777
