time,Burnup_avg,Rho_core,Tfuel_avg,Tfuel_max,Tmod_avg,Tmod_max,Tsolid_core,Tsolid_reflector,eigenvalue,integrated_pebble_decay_heat,power_peak,power_scaling,total_power
0,7.9949555555556e+14,1973.8,873.15,873.15,873.15,873.15,873.15,873.15,1,0,0,1.0518756741771e+18,280000000
1,7.5582567899295e+14,1973.8,910.80447812052,938.76954853063,903.93826919391,926.80397225999,873.15,873.15,0.96360191613764,901616.77466174,0.60555934257685,1.1862001599699e+18,280000000
2,7.5582567899295e+14,1973.8,910.80447812052,938.76954853063,903.93826919391,926.80397225999,873.15,873.15,0.96360191613764,901616.77466174,0.60555934257685,1.1862001599699e+18,280000000
