time,Burnup_avg,Rho_core,Tfuel_avg,Tfuel_max,Tmod_avg,Tmod_max,Tsolid_core,Tsolid_reflector,eigenvalue,integrated_pebble_decay_heat,power_peak,power_scaling,total_power
0,7.9949555555556e+14,1973.8,873.15,873.15,873.15,873.15,873.15,873.15,1,0,0,1.0515053004356e+18,280000000
1,7.0153435913356e+14,1973.8,895.36179435022,895.89712953939,879.72501113345,879.88330070444,873.15,873.15,1.0491751533327,0.042852082995934,0.60734610017696,1.0421109221838e+18,280000000
2,7.0153435913356e+14,1973.8,895.36179435022,895.89712953939,879.72501113345,879.88330070444,873.15,873.15,1.0491751533327,0.042852082995934,0.60734610017696,1.0421109221838e+18,280000000
