time,Core_P_in,Core_P_out,Core_T_in,Core_T_out,FliBe_mass_flow,FliBe_mass_flow2,Fuel_mass_flow,Gas_mass_flow,HX2_Tin_p,HX2_Tout_p,HX2_Tout_s,HX_Pin_s,HX_Tin_p,HX_Tout_p,HX_Tout_s,HX_Uout_s,HX_cold_temp,core_power,Core_In_Branch:pressure,Core_In_Branch:rho,Core_In_Branch:temperature,Core_In_Branch:velocity,Core_Out_Branch:pressure,Core_Out_Branch:rho,Core_Out_Branch:temperature,Core_Out_Branch:velocity,IHX1_P3:pressure,IHX1_P3:rho,IHX1_P3:temperature,IHX1_P3:velocity,IHX1_P4:pressure,IHX1_P4:rho,IHX1_P4:temperature,IHX1_P4:velocity,J_IHX2_P6:pressure,J_IHX2_P6:rho,J_IHX2_P6:temperature,J_IHX2_P6:velocity,J_P2_IHX1:pressure,J_P2_IHX1:rho,J_P2_IHX1:temperature,J_P2_IHX1:velocity,J_P4_P5:pressure,J_P4_P5:rho,J_P4_P5:temperature,J_P4_P5:velocity,J_P5_IHX2:pressure,J_P5_IHX2:rho,J_P5_IHX2:temperature,J_P5_IHX2:velocity,J_P6_P7:pressure,J_P6_P7:rho,J_P6_P7:temperature,J_P6_P7:velocity,P8_IHX1:pressure,P8_IHX1:rho,P8_IHX1:temperature,P8_IHX1:velocity,pump2:pressure,pump2:pump_head,pump2:rho,pump2:temperature,pump2:velocity,pump:pressure,pump:pump_head,pump:rho,pump:temperature,pump:velocity
-187.42210746445,219391.63618782,111878.64716078,911.67172011152,1015.3328550667,-16823.546270673,16816.621619826,18107.867681505,-2569.9130185286,919.92495957365,855.93110561025,861.55507386009,200813.96677524,1013.5656008835,912.96061953585,921.76252786409,-2.3807570031068,912.23640194603,3000000000,228741.58818963,4179.4794012758,911.65600762384,1.9341809647883,93014.214649285,4088.049023918,1015.3185669864,1.9778541136123,269891.0258858,4178.3355431111,912.95289896699,1.9341843552233,94439.310771322,1963.3970864023,921.76252786408,2.3807570031068,73185.315015281,1995.5228204622,855.93110561025,2.3415854594897,215093.37339794,4089.5686402899,1013.5956459298,1.9749600352795,65243.359878188,1964.2172862038,920.08179056599,2.3780890732483,57978.901405605,1964.3014367427,919.90935093719,2.378089073249,62213.703138829,1995.6340062151,855.7032659526,2.3415854594973,206286.27281531,1995.7449250657,855.47597322602,2.3415854595022,212334.57459336,176000,1995.7013074752,855.56535353441,2.3415854595011,213860.72579248,156010.45,4089.3096361617,1013.8893014039,1.974965294509
-185.79321283767,219361.31699822,111877.33443515,913.67794768123,1016.4185288225,-16825.826142598,16815.278766754,18104.595099106,-2569.9791689071,922.71672985246,857.52372821269,863.45539730668,200771.74644781,1015.7702724135,915.28235065799,924.07356244483,-2.382376102462,914.46248094262,3000000000,228711.84258492,4177.7176287513,913.65348214135,1.934646916001,93009.93548239,4087.0880893886,1016.4080619177,1.9782437421208,269864.37218776,4176.2973839998,915.26373696166,1.9346568287005,94435.361683216,1962.2693015269,924.07356244483,2.382376102462,73149.722510008,1994.7456206322,857.52372821269,2.3424297368031,215053.58287003,4087.6179600357,1015.8073015468,1.9759054854742,65222.038392229,1962.8689541801,922.84476602445,2.379548969233,57948.984277561,1962.9395439814,922.70011479229,2.3795489692305,62174.04494077,1994.9727043362,857.05839275377,2.3424297368131,206246.77971038,1995.2959619969,856.39597951447,2.3424297368338,212298.17840444,176000,1995.1583184317,856.67803600066,2.342429736825,213829.44834176,156010.45,4087.5147932506,1015.9242706909,1.975913157935
-184.08287347956,219323.83749438,111880.03415768,915.99324751953,1017.6005230623,-16826.950199048,16815.934912387,18102.016632957,-2570.0551660265,924.98576889926,859.44662130563,865.5203267006,200717.83723591,1016.9613564758,917.33032816793,925.86098467601,-2.3836449300992,916.67728273625,3000000000,228676.26587899,4175.6778487174,915.96615791683,1.9353163050903,93006.775207378,4086.0482608447,1017.587005845,1.9788022362156,269838.85774391,4174.496829341,917.3051821531,1.9353321421602,94431.431133286,1961.3970394781,925.86098467601,2.3836449300992,73101.223410564,1993.8072488029,859.44662130563,2.3434644710551,215029.20772555,4086.5635244452,1017.0028067515,1.9765975208312,65195.951547703,1961.7871100314,925.06165977166,2.3809845258566,57913.568478371,1961.8325866862,924.96846990532,2.3809845258553,62120.645327722,1994.0609409958,858.92676025455,2.3434644710517,206195.64807441,1994.5481959677,857.92828695153,2.3434644710609,212250.39890653,176000,1994.3129861364,858.41027431066,2.3434644710539,213811.27843487,156010.45,4086.5118828015,1017.0613573679,1.9766030970754
-182.28701715354,219280.82058682,111883.45352593,918.04745660995,1019.3310448716,-16827.605074231,16818.565103143,18101.445261323,-2570.1248639733,926.77810144331,861.2238124084,867.35663266402,200650.67614228,1018.1814663835,919.10812644805,927.53236730368,-2.3847786334832,918.59530871923,3000000000,228636.66347666,4173.8387858359,918.05126322458,1.936107924491,93004.422466577,4084.531019383,1019.3072342597,1.9794704716523,269815.31977463,4172.9317599916,919.07963719775,1.9361264060991,94427.687056405,1960.5814047558,927.53236730369,2.3847786334832,73041.280992248,1992.9399795447,861.2238124084,2.3446650624137,215012.63522096,4085.4823987845,1018.2285728067,1.9772075877818,65168.075592195,1960.9240847623,926.83015417567,2.3824190490372,57875.532938959,1960.957977418,926.76070201226,2.3824190490371,62054.320000145,1993.1425318341,860.8087462415,2.3446650624065,206131.50077026,1993.6044673558,859.86215705776,2.3446650623941,212189.63533459,176000,1993.3657970964,860.35123545826,2.3446650623991,213800.48295848,156010.45,4085.3892846156,1018.3341444267,1.9772146330612
-180.40136801121,219238.86066553,111885.79058742,919.86589737471,1021.2592682424,-16828.590539618,16821.387416383,18101.610532702,-2570.1850622944,928.52386959621,862.72741977171,868.95225410524,200581.78254782,1019.9236710239,920.83100028007,929.38425150985,-2.3859902022005,920.38026727372,3000000000,228598.41814351,4172.2102625388,919.89766152059,1.9368813224065,93002.200267242,4082.8020763323,1021.2674871516,1.9801319636728,269793.27468981,4171.3884419646,920.82943087909,1.9368889156664,94424.0901436,1959.6776852632,929.3842515099,2.3859902022012,72981.296915814,1992.2062191514,862.72741977168,2.3458611425798,214994.35352328,4083.9389762549,1019.9784849718,1.9778839753726,65141.747581312,1960.0693674095,928.58162416084,2.3838545648672,57838.983428892,1960.1059915844,928.50657462216,2.3838545648667,61987.528540944,1992.3568893275,862.41866941093,2.3458611425773,206065.72875636,1992.7046824733,861.70597853822,2.3458611425681,212127.10535228,176000,1992.5216791913,862.08098526365,2.3458611425732,213788.79894765,156010.45,4083.7983007587,1020.1379809992,1.9778941507769
-180,219231.17175389,111886.43616944,920.26348102073,1021.6568488669,-16828.861814815,16821.902111415,18101.647195786,-2570.1964348192,928.89942055804,863.00583338136,869.25810776118,200568.02524935,1020.4147373427,921.1884498422,929.80147370236,-2.3862614737003,920.74104627375,3000000000,228591.5510059,4171.8599831116,920.29480372833,1.9370478709335,93001.715813093,4082.4539455945,1021.6621932036,1.9802752061267,269789.56897082,4171.0663284451,921.19463895112,1.9370398418657,94423.350058537,1959.4740808332,929.80147370236,2.3862614737003,72969.520508236,1992.0703533099,863.00583338136,2.3460990815432,214990.95437109,4083.5111767002,1020.4635184805,1.978044637892,65136.668145681,1959.8840977671,928.96127506734,2.3841504385008,57831.82969286,1959.9227091734,928.88215333321,2.3841504385011,61974.362011866,1992.2138342894,862.71181498076,2.346099081542,206052.61832552,1992.5347033468,862.0542964204,2.346099081535,212114.64012335,176000,1992.3669295287,862.39809522812,2.3460990815392,213786.88154466,156010.45,4083.387953626,1020.6032271814,1.9780407598406
-178,219191.1998359,111887.67714457,922.10314273592,1023.3689101471,-16830.350244633,16823.494632042,18100.947401542,-2570.2533801602,930.90409573435,864.39308351766,870.81458468674,200507.79160879,1022.4947991359,923.00550960947,931.84968277265,-2.3876123869246,922.56289607542,3000000000,228554.51269793,4170.2449233755,922.12593721594,1.9377231405952,92998.860979042,4080.9305612994,1023.3893862819,1.9808611762424,269764.26633605,4169.4450374594,923.03283734766,1.9377052437781,94419.741056943,1958.4745548069,931.84968277265,2.3876123869246,72917.971244997,1991.3933752434,864.39308351766,2.3471655798052,214964.29263808,4081.6999587111,1022.5170536156,1.9788290116228,65113.138341333,1958.9012002042,930.97540941766,2.3855668150889,57798.742682294,1958.9444838797,930.88671336129,2.3855668150889,61916.802192565,1991.5347437989,864.1033938547,2.3471655798065,205995.37348166,1991.8054910122,863.54858399149,2.3471655798078,212060.45287453,176000,1991.6712554623,863.82365683964,2.3471655798075,213767.67347681,156010.45,4081.6257267727,1022.601216811,1.9788165875556
-175.7,219148.59311587,111889.0240998,924.14642551663,1025.1171861231,-16831.77118029,16824.807679115,18099.753790063,-2570.3199576867,933.12426200044,866.03267014995,872.63029394932,200446.29363116,1024.3845949664,924.98827158562,933.92911506268,-2.3890033121959,924.57751596503,3000000000,228514.73128035,4168.4495719329,924.16148306926,1.9384298858052,92995.872821788,4079.3926436547,1025.1330570809,1.9814612767743,269736.7362578,4167.7006880224,925.0105577977,1.9384153837655,94415.895699321,1957.4597918494,933.92911506267,2.3890033121959,72864.468424928,1990.5932569668,866.03267014994,2.3482795136194,214937.36827472,4080.0531522024,1024.3841811765,1.979632055649,65087.444919061,1957.8227393099,933.18537026655,2.3870730370833,57763.036836243,1957.8612032558,933.10655070524,2.387073037083,61857.353752841,1990.742500884,865.72684245074,2.3482795136199,205936.94827071,1991.0287371683,865.14029268799,2.3482795136221,212005.32100921,176000,1990.8881996586,865.42827938803,2.3482795136209,213748.27669874,156010.45,4079.9925481232,1024.4528932844,1.9796234182191
-173.055,219102.93046145,111890.84700468,926.30075526225,1027.0328122105,-16833.006814019,16826.608596663,18098.766519134,-2570.392090011,935.36708061448,867.82346052521,874.57571682972,200378.75563749,1026.2928332284,927.03984744666,936.05109933884,-2.3904232231081,926.67562381117,3000000000,228472.3341396,4166.5574403028,926.30675702626,1.9392043905601,92992.916247378,4077.7066023113,1027.0446685813,1.9821209880687,269708.51981845,4165.8973723107,927.05513343463,1.9391944903366,94411.896151023,1956.4242635226,936.05109933883,2.3904232231081,72805.210555129,1989.7193512637,867.82346052521,2.3494989749198,214911.48991618,4078.370437806,1026.2920206281,1.9804441904841,65059.541772216,1956.7348687352,935.41461324761,2.3886637176417,57724.375019122,1956.7668353637,935.34910786124,2.3886637176415,61791.597153929,1989.8578213595,867.5397103289,2.3494989749191,205872.66683014,1990.1414199505,866.95856567512,2.3494989749184,211944.56609703,176000,1989.9990621808,867.25028241648,2.3494989749185,213730.05721577,156010.45,4078.3080631583,1026.3627401833,1.9804379359626
-170.01325,219055.61508993,111892.75617846,928.51411986427,1029.0686795364,-16834.278665656,16828.726291969,18097.89017456,-2570.4660174632,937.66863605206,869.65383575567,876.56439671464,200306.08594714,1028.3484150825,929.18343658549,938.30084995913,-2.3919144597098,928.84708333629,3000000000,228428.52014642,4164.6132548621,928.51104890916,1.9400157378521,92989.919215443,4075.9159177175,1029.0749232228,1.9828128561873,269679.67409364,4164.0135497908,929.19098663172,1.94001069806,94407.760260611,1955.3263852199,938.30084995913,2.3919144597098,72741.649753329,1988.8261281512,869.65383575566,2.35079814996,214884.9984647,4076.5513800066,1028.3544444369,1.9812847255512,65030.297617774,1955.6148709655,937.70969064447,2.3903362603283,57683.726469659,1955.6437601677,937.6504914596,2.3903362603282,61720.988787818,1988.9443487111,869.41158051012,2.3507981499594,205803.45438892,1989.1918488712,868.90440805081,2.3507981499579,211879.0424295,176000,1989.066198361,869.16188860448,2.3507981499586,213711.5355014,156010.45,4076.4862411708,1028.4282979923,1.9812808828541
-166.5152375,219007.35526713,111894.68029966,930.80212916384,1031.1410502358,-16835.65277978,16830.771033808,18096.860012977,-2570.5414943183,940.07374039243,871.51400780442,878.60075190267,200231.85615471,1030.4875187533,931.41746549233,940.64696595695,-2.3934609245746,931.10328136321,3000000000,228383.75451397,4162.603494548,930.78968872111,1.9408419210519,92986.855407908,4074.0939102081,1031.140691374,1.9835168597412,269649.80749503,4162.050927533,931.41618193541,1.9408418432253,94403.540616183,1954.181480613,940.64696595694,2.3934609245746,72676.850546048,1987.9183641914,871.51400780442,2.3521239100376,214857.3042634,4074.6580011376,1030.5011324971,1.9821536458724,65000.440600466,1954.4436457262,940.10974236434,2.3920621817624,57642.167949651,1954.4701687535,940.05539189867,2.3920621817623,61648.995666703,1988.0215397853,871.30258240717,2.3521239100374,205732.77970631,1988.2329313732,870.86940292378,2.3521239100368,211812.13127914,176000,1988.1262275117,871.08805837768,2.3521239100371,213692.07544467,156010.45,4074.5952018797,1030.5723334698,1.9821528391172
-162.492523125,218958.50328459,111896.63717824,933.13635715081,1033.2370551451,-16837.01100755,16832.719786992,18095.721438389,-2570.6182903003,942.51935435825,873.40527935224,880.6733871648,200157.79507559,1032.6390598941,933.68503589128,943.00998726627,-2.395017820619,933.4002887277,3000000000,228338.37138492,4160.5528218281,933.11471448056,1.9416763628925,92983.815070999,4072.2513101078,1033.229807134,1.9842270501138,269619.31747703,4160.0593648338,933.67418953085,1.9416813341554,94399.329710006,1953.0283262141,943.00998726627,2.395017820619,72612.062926051,1986.9954236761,873.40527935223,2.3534514780402,214829.30102439,4072.7530418538,1032.6609502791,1.9830340786775,64970.463651774,1953.2538178356,942.54791427139,2.3938007325492,57600.453334373,1953.2768257646,942.50076687582,2.3938007325492,61577.065563552,1987.0865696882,873.21850473735,2.3534514780401,205662.27313539,1987.2716925494,872.83915461184,2.3534514780398,211745.39867857,176000,1987.1786580235,873.02979913227,2.35345147804,213672.40434493,156010.45,4072.6928318534,1032.7292155857,1.9830365228024
-160,218931.41485382,111897.79679347,934.4391402286,1034.4029678062,-16837.731306902,16833.786691657,18095.095207825,-2570.6608606156,943.86635937873,874.45376455078,881.82101397865,200117.036043,1033.837656098,934.94041489115,944.31231483787,-2.3958758765264,934.67702944651,3000000000,228313.2286673,4159.4084040993,934.41224025018,1.9421433816241,92982.140237965,4071.2228043993,1034.3959133794,1.9846266278504,269602.51390418,4158.95154212,934.93022435379,1.9421490054692,94397.025549232,1952.3927903591,944.31231483787,2.3958758765264,72576.347833864,1986.4837628992,874.45376455078,2.3541833165083,214814.01946441,4071.6918505547,1033.8641150174,1.9835224530394,64953.977428558,1952.5986140433,943.89054499318,2.394758292063,57577.504825265,1952.619550078,943.84764328281,2.3947582920629,61537.426615962,1986.5676532015,874.28185819359,2.3541833165081,205623.46448655,1986.7389053579,873.93093164365,2.3541833165078,211708.66640623,176000,1986.6527281217,874.10752434068,2.3541833165079,213661.7379219,156010.45,4071.6347942713,1033.928804681,1.9835252835558
-155,218883.50951201,111899.69852348,936.70783455787,1036.4775773893,-16838.976719963,16835.671351391,18093.935179742,-2570.7360129687,946.24227634681,876.303049015,883.84579538427,200044.9683588,1035.9524399452,937.16757569835,946.61367812139,-2.3973886385247,936.93003909206,3000000000,228268.60914607,4157.398083141,936.69151571316,1.942957944434,92979.311443036,4069.4024561216,1036.4598003156,1.9853174874379,269572.32960729,4157.0004134937,937.14238832915,1.9429700537553,94392.99506223,1951.2697250768,946.61367812136,2.3973886385247,72513.165139535,1985.5813120807,876.30304901496,2.3554762713889,214786.86411053,4069.8196438803,1035.9867983216,1.9843823901097,64924.906866875,1951.4426557378,946.25931201278,2.3964492596073,57537.023294406,1951.4602099912,946.22334018189,2.3964492596072,61467.312567651,1985.651470894,876.15928095502,2.3554762713888,205554.83458731,1985.795225424,875.86470199993,2.3554762713886,211643.6924158,176000,1985.7227678332,876.0131806697,2.3554762713887,213642.72662389,156010.45,4069.7614807968,1036.0527428607,1.9843897265863
-148.75,218834.19545177,111901.78525338,939.04398953671,1038.6248132399,-16840.234984633,16837.580724494,18092.708683802,-2570.8137210415,948.70045823666,878.21275122604,885.9388784923,199970.73169109,1038.1517973594,939.48110194118,948.99542507151,-2.3989502484746,939.27171863241,3000000000,228222.60889232,4155.3074969524,939.0617948385,1.9438037009071,92976.43977662,4067.5154599188,1038.5992517927,1.9860367296896,269541.2592425,4154.9694378344,939.44508182036,1.9438206972944,94388.879634418,1950.1074325651,948.99542507151,2.3989502484746,72448.025478857,1984.6493774017,878.21275122604,2.3568088316053,214759.06642346,4067.872575188,1038.1943591973,1.985271616881,64895.000459175,1950.2465944756,948.71025722219,2.3981951170665,57495.353358222,1950.2607287955,948.68129345184,2.3981951170665,61395.045964475,1984.705654709,878.097428875,2.3568088316052,205484.13405602,1984.8207408919,877.86159653306,2.356808831605,211576.74869945,176000,1984.7627650909,877.98039940383,2.3568088316051,213623.34327273,156010.45,4067.8153560037,1038.2592335559,1.9852825309321
