time,Core_P_in,Core_P_out,Core_T_in,Core_T_out,FliBe_mass_flow,FliBe_mass_flow2,Fuel_mass_flow,Gas_mass_flow,HX2_Tin_p,HX2_Tout_p,HX2_Tout_s,HX_Pin_s,HX_Tin_p,HX_Tout_p,HX_Tout_s,HX_Uout_s,HX_cold_temp,core_power,Core_In_Branch:pressure,Core_In_Branch:rho,Core_In_Branch:temperature,Core_In_Branch:velocity,Core_Out_Branch:pressure,Core_Out_Branch:rho,Core_Out_Branch:temperature,Core_Out_Branch:velocity,IHX1_P3:pressure,IHX1_P3:rho,IHX1_P3:temperature,IHX1_P3:velocity,IHX1_P4:pressure,IHX1_P4:rho,IHX1_P4:temperature,IHX1_P4:velocity,J_IHX2_P6:pressure,J_IHX2_P6:rho,J_IHX2_P6:temperature,J_IHX2_P6:velocity,J_P2_IHX1:pressure,J_P2_IHX1:rho,J_P2_IHX1:temperature,J_P2_IHX1:velocity,J_P4_P5:pressure,J_P4_P5:rho,J_P4_P5:temperature,J_P4_P5:velocity,J_P5_IHX2:pressure,J_P5_IHX2:rho,J_P5_IHX2:temperature,J_P5_IHX2:velocity,J_P6_P7:pressure,J_P6_P7:rho,J_P6_P7:temperature,J_P6_P7:velocity,P8_IHX1:pressure,P8_IHX1:rho,P8_IHX1:temperature,P8_IHX1:velocity,pump2:pressure,pump2:pump_head,pump2:rho,pump2:temperature,pump2:velocity,pump:pressure,pump:pump_head,pump:rho,pump:temperature,pump:velocity
-200,100000,100000,898.15,898.15,-18982.93104,47.39808,145.1730429212,-19.293212239961,898.15,898.15,898.15,100000,898.15,898.15,898.15,-2.67,898.15,3000000000,100000,4191.3917,898.15,0.01,100000,4191.3917,898.15,0.01,100000,4191.3917,898.15,0.01,100000,1974.92,898.15,0.01,100000,1974.92,898.15,0.01,100000,4191.3917,898.15,0.01,100000,1974.92,898.15,0.01,100000,1974.92,898.15,0.01,100000,1974.92,898.15,0.01,100000,1974.92,898.15,0.01,100000,176000,1974.92,898.15,0.01,100000,156010.45,4191.3917,898.15,0.01
-199,229544.66133964,110178.02371607,898.06252819556,946.13443448117,-14793.008575049,14885.666355598,14594.943231363,-2569.5343770584,898.39511677957,875.31558762798,877.61312030111,185849.37749094,909.52238745023,897.30627377863,899.11400332129,-2.0800960801901,897.68693556487,3000000000,235602.05955212,4191.5874424516,897.92806978271,1.55444679285,97646.683416296,4149.1214818959,946.07541735153,1.6000509709446,275210.34659432,4192.124310193,897.3193761984,1.5544425738424,95576.435828547,1974.5829021057,898.84077437359,2.0938339069774,64064.671839825,1986.0631932229,875.31558765793,2.0779043144617,221886.29832405,4181.3238183285,909.5648318271,1.5569229368921,64576.6239002,1974.7901411155,898.4161042716,2.0938339069709,58961.887945215,1974.8019684194,898.39186799298,2.0938339069433,51373.667969259,1981.8103460586,884.03043840449,2.0779043258136,190118.82765322,1977.5544930459,892.75144867634,2.0779043324039,198928.73267187,176000,1979.1805703057,889.41932314411,2.0779043305936,218844.11173352,156010.45,4179.6347314462,911.47989631947,1.556902737023
-197.95,220047.03447825,113564.53927232,897.23557994063,984.91790177337,-17180.239440114,17303.245167543,18550.84683896,-2570.7246739146,899.26372115146,856.82918956564,859.18911043269,205775.39407442,937.69577443023,896.22382884643,901.86304965802,-2.4152956562384,896.8045362748,3000000000,229830.12881606,4192.1332117155,897.30928376924,1.9755164339631,93756.896240862,4114.9119780168,984.86170292877,2.0200274652,271342.79367568,4193.0774055672,896.23876919816,1.9755064341001,93966.08852617,1973.6125700999,900.8291596314,2.4344134550219,76074.983040747,1995.084555492,856.82918956565,2.4057934269725,216948.36309529,4156.4167750453,937.80410992598,1.9866517438813,65479.152606489,1974.333135972,899.35259022137,2.4344134550799,57869.973716271,1974.3798987589,899.25676483836,2.434413455083,65678.441361339,1991.2688176816,864.64832442305,2.4057934146889,211516.7183272,1983.6652219915,880.22946313226,2.4057934173862,216696.7890763,176000,1987.1638513369,873.06014070297,2.4057934143151,215625.48386523,156010.45,4152.3047887144,942.4662259474,1.9866828512504
-196.8475,219105.34450324,112785.05881117,896.52683521819,1005.9727965625,-17048.404624872,17119.856417279,18572.684936729,-2569.5025353512,901.89820558003,847.07362344148,850.59787257776,200847.84196624,975.97370545,896.08381662178,906.97574167909,-2.3987897330371,896.19722404722,3000000000,228910.10341935,4192.838736258,896.50936932201,1.9775092068761,93032.763382261,4096.2905420454,1005.9744421254,2.0218129148512,270364.54555792,4193.2123775696,896.08573971697,1.9775023449243,94208.65274047,1971.072443305,906.03433748972,2.4101800039064,72927.84390256,1999.8452717606,847.07362344149,2.3771972253145,215710.87605992,4122.663092902,976.07359081411,2.0020194851807,64875.668717206,1972.9623933386,902.16148906033,2.4101800042476,57354.415435961,1973.0956455721,901.8884312048,2.4101800042681,61998.878299825,1998.3662776277,850.10434912347,2.3771972214069,206477.75797469,1992.1224578633,862.89906175556,2.3771972112763,212303.02435152,176000,1995.6135556751,855.74517279695,2.3771972149656,214521.80730675,156010.45,4118.4061772403,980.9000258047,2.0020476210551
-195.689875,219460.65569654,112024.71373147,896.63133527983,1010.1963683128,-16858.333276411,16866.618302019,18230.350501126,-2569.4422292208,906.85646207837,844.42225995087,849.13562717491,200997.61698963,1004.4044660316,898.39972112959,912.22938697494,-2.3764407065898,897.26356064217,3000000000,228907.54373163,4192.7478114708,896.61245864992,1.941101563278,92993.804210166,4092.5551716882,1010.209555909,1.9854753240979,270076.65152053,4191.2010948653,898.36610559494,1.9411128911089,94437.925653763,1968.0963943698,912.13279842257,2.377443014858,73321.965641635,2001.1391371328,844.42225997378,2.3426461690878,215302.26405444,4097.6534494778,1004.4291956034,1.9779630856581,65298.278889568,1970.458111507,907.293214125,2.377443014746,58029.265616887,1970.6767823388,906.84511815815,2.3774430148156,62373.839996086,2001.2101553235,844.27673089453,2.3426461689224,206483.91878185,1998.9661377974,848.87512746432,2.3426461639392,212483.70571039,176000,2000.6006085525,845.52580214644,2.3426461673693,214055.56712965,156010.45,4095.7012254471,1006.6426015339,1.9779612151448
-194.47436875,219643.48453494,111840.88124076,898.8394826958,1006.745329006,-16817.906231995,16790.206020424,18106.947022671,-2569.530062793,912.24436906714,846.14710167056,851.73789803931,201201.73447345,1013.4295391297,902.82592800001,915.02412888685,-2.3748574676982,900.72465206821,3000000000,228967.15233787,4190.7645317874,898.86107507092,1.9288744168157,93029.400609139,4095.6182577781,1006.7366691859,1.9732613919313,270005.10536568,4187.2513759656,902.84424493691,1.9288775442958,94466.122141293,1966.6854251032,915.02412888683,2.3748574676981,73540.499345102,2000.2974143848,846.14710167054,2.3338114968537,215128.5653028,4089.7046485331,1013.4414415725,1.9722224831359,65417.478305974,1967.8671115387,912.60264028965,2.3698319661224,58214.875544634,1968.049289361,912.22932507986,2.3698319660981,62605.885731119,2000.9781333541,844.75218574979,2.3338114968968,206654.11183279,2001.7214871564,843.22891976147,2.3338114967408,212688.44457026,176000,2001.5583782994,843.56315922253,2.3338114969611,213873.7503723,156010.45,4089.9859349158,1013.1225227712,1.9722153199048
-193.1980871875,219632.93198857,111843.4965936,903.11872601242,1004.4928226139,-16816.922053941,16785.113629944,18089.905439437,-2569.6686679485,915.35854419937,849.6278119031,855.42340124186,201227.47943054,1010.1025921485,906.92694279225,915.40149893848,-2.3766306067614,905.1270574847,3000000000,228947.41275544,4186.9903542971,903.14018787174,1.9287960943878,93026.343979591,4097.6116722442,1004.4765620814,1.9730743148427,269978.71022247,4183.6141944892,906.96803345897,1.9287682027482,94461.82493853,1966.5012685181,915.4014989384,2.3766306067612,73549.617881008,1998.5988277913,849.627811903,2.3344548372292,215095.40706589,4092.6479764026,1010.1043351444,1.9725718902594,65397.250011355,1966.4788186686,915.4475027283,2.37094194292,58189.819429035,1966.5313095587,915.33993942896,2.3709419429073,62617.805062223,1999.3457519083,848.09722969603,2.3344548371439,206680.9368999,2001.052735378,844.5993127499,2.3344548370052,212716.67857723,176000,2000.1785379028,846.39070101887,2.3344548370277,213841.51271192,156010.45,4093.5081260943,1009.1291087366,1.9725680202836
-191.85799154687,219556.58265244,111868.16090103,907.19415052058,1006.1249343794,-16817.623889085,16798.115678675,18095.683958751,-2569.7792352915,915.94097306997,852.65593783272,858.11668150159,201099.56525378,1005.8698857062,908.9898350895,915.37395319447,-2.3770572166449,908.27586042735,3000000000,228885.07983488,4183.4158323982,907.19293378883,1.9310608035103,93018.297634494,4096.1465457136,1006.1377032726,1.9751385319711,269960.4106753,4181.823896921,908.99784929597,1.9310423629917,94451.718369685,1966.5147108411,915.37395319448,2.3770572166449,73426.308284251,1997.1211023376,852.65593783279,2.3369252277974,215134.4836217,4096.3834115857,1005.869147862,1.9726989402803,65335.80621033,1966.2731031006,915.86905102335,2.373121436759,58109.924146967,1966.2471426015,915.92224876734,2.3731214367606,62484.166815092,1997.6115756386,851.65086959294,2.3369252276809,206558.98713486,1999.0208230885,848.76306744151,2.3369252273193,212597.34573337,176000,1998.2376569634,850.36791605859,2.3369252275289,213878.29136197,156010.45,4096.6980103048,1005.5124599719,1.9727059696179
-190.45089112422,219482.73052134,111884.72197204,909.46364708513,1009.8677627441,-16818.479065111,16810.896790479,18103.478044992,-2569.8376425389,916.0317049644,854.25721816855,859.42979099789,200959.86999724,1006.2714881894,909.76495198927,916.54871552934,-2.3775599818002,909.6841676091,3000000000,228823.78889792,4181.4226533405,909.45277399035,1.9328134253683,93020.475170028,4092.845896844,1009.879935551,1.976685424087,269943.50563323,4181.146492275,909.76588177436,1.9328103011463,94446.736782458,1965.9414268217,916.5487155293,2.3775599817999,73303.384624865,1996.3396775338,854.25721816851,2.33916119625,215162.8014333,4096.0237273877,1006.2769530752,1.9729416783375,65289.246909317,1966.2046423961,916.00933935229,2.3749817610814,58046.534098015,1966.2018586558,916.0150437381,2.3749817610809,62347.670523462,1996.5082356679,853.91181215601,2.3391611962153,206424.79926975,1997.2115424193,852.47060979655,2.3391611960391,212467.10315305,176000,1996.7919745566,853.33038000702,2.3391611961488,213909.64522094,156010.45,4095.7727472063,1006.5615111039,1.9729398434985
-188.97343568043,219427.38944883,111884.36081305,910.46793606342,1013.3031708372,-16820.646681498,16816.703517533,18108.173739365,-2569.8699273211,917.35690376545,854.99238606858,860.26397847158,200866.87233277,1009.9118813083,910.9212690779,918.98987586969,-2.3789443040594,910.62379757056,3000000000,228775.29162846,4180.5382728236,910.45547298911,1.9337237470583,93019.061233997,4089.8344575098,1013.294265862,1.9774664498399,269918.5626661,4180.1281267685,910.92049119217,1.9337239661213,94443.165593351,1964.7501405756,918.98987586968,2.3789443040594,73226.824751039,1995.9809155985,854.99238606858,2.3406479480855,215140.35882299,4092.8028170669,1009.9287788357,1.9738262556523,65262.487784752,1965.4979085315,917.45756448454,2.3765845768829,58007.379059377,1965.5545096427,917.34157860107,2.3765845768873,62261.044022578,1996.0168172248,854.91881716233,2.3406479480854,206336.01103011,1996.2001803128,854.54307312958,2.3406479480628,212381.467808,176000,1996.079112443,854.79116302673,2.3406479480799,213896.78792501,156010.45,4092.4156187783,1010.367779163,1.9738214862887
