time,dT,heat_exchanger_T_ambient,max_v,total_fission_source,total_power,lambda
0,0,873.15,0,0,0,0
1,8.2436558661356,873.15,2.0589844954074,63.033273173711,2999999199.1713,9.987296429092e-13
3,39.52968895736,873.15,2.0712481898965,63.033273173711,2999999199.1713,5.1822790672312e-13
