coef_0,coef_1,time
60814389.403397,-2009767696.9824,1
60792146.74681,-2008975866.343,1
60774100.665102,-2008396832.1794,1
60732296.100999,-2007009824.2966,1
60674870.316333,-2005154002.483,1
50741511.829972,-34554376.7573,1
50761537.293313,-34588342.197034,1
51906311.075992,-36626097.722171,1
62013901.383779,-2049966799.0107,1
61976366.746893,-2048802814.3516,1
61931254.781042,-2047389567.8897,1
61899704.342277,-2046370303.8793,1
61890545.072715,-2046025821.0307,1
61893482.116635,-2046047017.2034,1
61887988.053091,-2045855713.5517,1
61834656.917288,-2044096702.3071,1
61767815.620253,-2041956301.7453,1
51647681.906236,-36942087.414206,1
51700758.867228,-37113905.723773,1
52150644.811196,-37111274.687817,1
62290182.874582,-2059237416.3037,1
62237767.408494,-2057582839.4624,1
62177196.111225,-2055659719.8115,1
62138028.381787,-2054392090.5474,1
62135334.051645,-2054262567.3307,1
62157081.329223,-2054899683.573,1
62164539.849857,-2055118449.9484,1
62106279.83827,-2053199132.7758,1
51899636.289552,-37247392.57858,1
51849182.86694,-37452808.678824,1
51846037.49837,-37530916.186543,1
51984038.895229,-36684386.533241,1
62092511.948847,-2052583371.085,1
62052315.488273,-2051321873.5924,1
61998480.492684,-2049618082.6831,1
61955953.482144,-2048249005.7321,1
61947113.669687,-2047929295.0812,1
61970664.34235,-2048629977.5701,1
61985592.895336,-2049082474.6831,1
61934375.769857,-2047393496.9287,1
51758934.009436,-36852166.213615,1
51667180.371297,-37029351.064364,1
51652834.010763,-37121956.580269,1
51581341.586148,-35752484.078575,1
61621281.370827,-2036744730.7398,1
61603491.910304,-2036206739.1514,1
61562984.513805,-2034946914.4913,1
61519931.749595,-2033590168.665,1
61514227.491411,-2033405235.0947,1
61563507.645613,-2034962487.2389,1
61619316.680414,-2036743110.958,1
61599590.726883,-2036086804.8213,1
51479499.902386,-36101253.312316,1
51405468.488793,-36404465.171844,1
51379778.882053,-36530120.73223,1
50947309.963839,-34330999.087174,1
60888473.264244,-2012116961.2036,1
60918888.824903,-2013141438.2066,1
60913134.470658,-2013044946.7153,1
60881127.986025,-2012122573.1267,1
60894963.002414,-2012653491.2468,1
61007463.700538,-2016314786.9078,1
61158696.357926,-2021209707.9441,1
51213211.149036,-34836743.751786,1
51165289.374767,-35182942.460336,1
51060240.63289,-35671251.656525,1
51011430.225536,-35880210.982138,1
50091872.099455,-32409372.607911,1
59905235.721748,-1979054918.4298,1
60010463.998416,-1982495725.322,1
60064458.927223,-1984398641.5848,1
50245639.449313,-33254984.077448,1
50296257.674256,-33796467.884374,1
50482281.879855,-33857374.121213,1
50740018.585976,-33618673.878366,1
50892224.105679,-33588663.609337,1
50864041.042088,-34152161.957418,1
50715630.204941,-34975218.713805,1
50636121.227021,-35335293.10544,1
48891663.676116,-29674684.689655,1
48969238.608286,-29408482.663773,1
49172105.608534,-29124730.479275,1
49298447.371375,-29584788.153044,1
49320511.784534,-30850432.345165,1
49419954.079388,-32074732.47622,1
49768065.402105,-32407139.56805,1
50273628.024169,-32019880.719066,1
50617593.200788,-31913445.758686,1
50599896.420553,-32849801.084589,1
50339992.991589,-34301960.236336,1
50195962.351489,-34949653.1382,1
47825473.817987,-27423879.486188,1
47990781.826061,-26869781.719541,1
48355380.845618,-26106543.684991,1
48565342.912367,-26623569.678293,1
48559862.698314,-28690193.644604,1
48671253.85266,-30859648.816291,1
49213461.391988,-31557747.236463,1
50052929.737889,-30880526.880241,1
50644524.58936,-30519162.291817,1
50586364.612061,-31871494.181025,1
50111059.279217,-34158562.620846,1
49862205.38326,-35192510.274872,1
48045728.910784,-27977763.809574,1
48411687.258173,-27006900.555753,1
49098885.546059,-25402891.240084,1
49342466.649566,-25681052.643189,1
48993262.714606,-28543195.02558,1
48817907.457087,-31762749.337448,1
49498473.226657,-32897784.622715,1
50830542.37946,-31715184.682123,1
51765186.459013,-30654464.635244,1
51417181.385706,-32257923.839114,1
50330280.002197,-35408344.4733,1
49832202.728438,-36818747.62682,1
50664764.234366,-32276584.349486,1
51483680.68799,-31334885.585992,1
52884857.115728,-29112821.498543,1
53051744.421747,-28529945.198535,1
51587795.312158,-31012051.957259,1
50404120.815603,-33882054.997205,1
50960037.205238,-35179816.919766,1
52938404.126635,-33801983.681733,1
54324845.846893,-31509303.374814,1
53137430.190069,-32533220.085801,1
50724272.38631,-35297460.900927,1
49782403.337188,-36327850.512032,1
