coef_0,coef_1,time
226505352.35421,-9316076674.0984,60
226073785.7412,-9302280365.9295,60
225382444.7807,-9280044205.6747,60
224798715.33114,-9261179024.7241,60
224869989.58964,-9263320988.9422,60
225515244.58615,-9284180681.5678,60
203439846.90614,-4733551005.5788,60
204352624.4232,-4732145657.5528,60
209193889.19513,-4751471872.1341,60
232347262.74944,-9513850320.8157,60
232596096.45241,-9522209693.0694,60
232738263.24428,-9526998941.4676,60
232688796.93107,-9525500197.2312,60
232457543.07053,-9518037593.5645,60
232130992.35116,-9507447141.56,60
231859896.24543,-9498616517.3494,60
231887932.10447,-9499530561.1347,60
232236808.72349,-9510941710.2475,60
208860761.08985,-4749667224.377,60
209620770.14757,-4748658094.2791,60
212874891.68517,-4760641999.8049,60
236501887.94672,-9654145707.5387,60
236590577.57486,-9657289180.1519,60
236633580.62182,-9658840799.8287,60
236595399.057,-9657674578.417,60
236479140.42203,-9653886743.7532,60
236325739.3778,-9648842153.6417,60
236192860.60097,-9644492046.2127,60
236217839.44208,-9645435367.9891,60
236479025.84495,-9654058751.9737,60
212324137.56073,-4759637405.0751,60
212985856.83976,-4758807155.6471,60
215103222.30738,-4765864158.8398,60
239001024.79613,-9738484923.974,60
238975127.13768,-9737851334.6965,60
238933145.58109,-9736592073.2182,60
238895088.13699,-9735389796.9837,60
238868511.984,-9734485516,60
238848355.23357,-9733740136.2716,60
238819032.49304,-9732778658.8054,60
238846888.01289,-9733914016.9634,60
239047816.31011,-9740588380.4741,60
214392619.06724,-4765291445.7523,60
214967509.7761,-4764578481.4115,60
215824500.43025,-4767541210.2317,60
239795213.73362,-9765407677.9034,60
239755126.72586,-9764267070.9294,60
239705235.11116,-9762711873.7668,60
239673423.16253,-9761677985.2663,60
239668507.53904,-9761447013.8186,60
239678865.99775,-9761664249.2964,60
239681791.9315,-9761773316.4472,60
239723805.68551,-9763443924.8586,60
239930977.07071,-9770314519.0223,60
215106888.06724,-4767152373.2662,60
215645127.89987,-4766588282.9902,60
215922009.34113,-4767546595.8079,60
239892707.15287,-9768774518.4568,60
239847062.04534,-9767403742.8182,60
239791399.10929,-9765622327.9374,60
239759970.42736,-9764572264.9356,60
239767242.31069,-9764718131.6149,60
239800245.59216,-9765656753.4667,60
239831269.90738,-9766700663.3634,60
239886861.39934,-9768864878.4101,60
214896391.98641,-4767381971.0417,60
215203184.71246,-4767266781.3435,60
215660917.3496,-4766694978.8985,60
215688990.56976,-4766787574.9725,60
239645889.49211,-9760503556.829,60
239618269.44431,-9759679997.1931,60
239575730.95083,-9758300534.4434,60
239546666.12328,-9757312597.1987,60
239552132.37622,-9757390533.024,60
239589619.34356,-9758466051.4988,60
239638861.6385,-9760118582.8536,60
239712080.2765,-9762889174.7439,60
214751158.52522,-4766741471.0393,60
214985946.35468,-4766557659.0459,60
215383974.36022,-4766053976.8752,60
215238007.45854,-4765518523.7047,60
239181344.41122,-9744862698.4605,60
239178436.97842,-9744809769.5172,60
239152343.49981,-9743956310.9915,60
239125890.9864,-9743064386.2172,60
239136148.21241,-9743316157.3093,60
239198376.75009,-9745207597.7808,60
239292193.90462,-9748325462.1036,60
239398689.09903,-9752198720.9742,60
214480235.72219,-4765731812.7239,60
214711479.23348,-4765674143.6771,60
215048708.8612,-4765259166.6036,60
214573500.98352,-4763736971.1566,60
238510434.25537,-9722215132.5887,60
238553901.09819,-9723645900.5662,60
238561820.15793,-9723918218.3535,60
238546548.22981,-9723449470.9049,60
238574681.07856,-9724350804.8218,60
238694245.36775,-9728151542.8816,60
238878494.16114,-9734232322.8319,60
214020706.44597,-4764324723.0813,60
214181015.16559,-4764514667.3619,60
214349773.35171,-4764625911.3286,60
214613645.57484,-4764347707.9378,60
213730884.50098,-4761524717.3318,60
237674235.17436,-9693930681.1197,60
237786945.33173,-9697588462.4281,60
237850322.40608,-9699713872.5514,60
213018844.34088,-4761823999.7413,60
213076446.3334,-4762093550.025,60
213258866.73708,-4761934651.708,60
213533827.80582,-4761983181.5288,60
213771521.08117,-4762864565.4778,60
213927636.33573,-4763237738.0266,60
214017894.50486,-4763664590.9512,60
214199858.88002,-4763586985.5654,60
212703517.5591,-4758770741.198,60
212028182.92278,-4758655398.9716,60
212228106.00991,-4758324036.3892,60
212355568.69841,-4758578389.7898,60
212385820.97539,-4759536999.5261,60
212486856.60488,-4760462840.0208,60
212817797.72892,-4760611651.025,60
213320164.82425,-4760552622.9019,60
213724825.79969,-4761286639.6712,60
213862304.84008,-4762001559.153,60
213805803.77892,-4763015786.8816,60
213872210.14808,-4763261670.8422,60
212058115.03707,-4757216892.2191,60
211634458.707,-4756900759.4687,60
211985135.60314,-4756162714.6638,60
212191599.12299,-4756512033.7586,60
212196219.54102,-4758237691.4139,60
212307958.23646,-4760081705.0082,60
212820899.46375,-4760658376.5234,60
213634185.7294,-4760374436.1704,60
214258154.13566,-4760769946.232,60
214324903.85827,-4761869842.503,60
214018960.50676,-4763655162.0184,60
213929495.07246,-4764310432.2348,60
213191016.3959,-4760010113.006,60
213157287.82163,-4759345019.4996,60
213819478.13117,-4757911622.8389,60
214067126.81182,-4758103807.4483,60
213751892.67498,-4760580184.4527,60
213597573.28748,-4763443008.8526,60
214253430.75889,-4764560471.273,60
215548228.59898,-4763897409.7507,60
216499917.67972,-4763541411.2636,60
216259858.4955,-4764859130.1847,60
215316891.07669,-4767388127.1676,60
214927007.63826,-4768420057.4245,60
216913857.31197,-4768093244.372,60
217540731.79522,-4767451940.9971,60
218905942.45683,-4765608258.012,60
219110333.72165,-4765076279.0219,60
217743698.8934,-4767132374.4608,60
216642842.57994,-4769664005.6615,60
217217865.98141,-4771093091.5173,60
219186779.02693,-4770398960.5739,60
220616888.44155,-4768816686.0121,60
219545945.52919,-4769509425.5724,60
217248592.68103,-4771507000.7561,60
216353301.15568,-4772179687.9915,60
397700012.1721,-9628801680.7534,120
402501225.09083,-9619767581.4878,120
403956114.94063,-9618056120.1063,120
402395968.56436,-9611078329.0613,120
401893877.52171,-9611047002.9337,120
447395775.28207,-18508614681.621,120
447507166.13291,-18516160997.876,120
439824122.55277,-18262997208.078,120
442180919.70579,-18339582335.837,120
447599161.75564,-18517675144.835,120
402549554.75874,-9615218261.3745,120
403591722.61268,-9609099179.3066,120
405075887.15218,-9639516422.6139,120
405098627.8146,-9630339178.3127,120
406739221.09929,-9631337318.1294,120
452547552.43807,-18682263245.094,120
452313166.13049,-18674849241.531,120
451789527.7462,-18658893617.016,120
450109325.40637,-18604791114.951,120
447724333.12251,-18526525179.727,120
448122506.707,-18538996695.572,120
451090031.25792,-18637012086.883,120
407340056.43539,-9634711623.0477,120
409029018.95203,-9631378429.183,120
413774420.51882,-9659610450.5255,120
459089598.73305,-18905615501.284,120
459925742.95496,-18933574532.383,120
460318952.23006,-18946708735.152,120
460209089.06363,-18943425326,120
459654973.21557,-18925727536.988,120
458699748.29096,-18894806441.89,120
457775985.71364,-18864445310.997,120
457860017.38606,-18866952072.49,120
458918250.6609,-18901739249.682,120
413785400.10746,-9655637261.7826,120
415435311.48117,-9653315806.4602,120
420341674.27461,-9675453500.7465,120
466204049.12601,-19146022485.125,120
466451490.28034,-19154676268.104,120
466564062.65922,-19158664496.072,120
466475886.59746,-19156021981.654,120
466199937.57286,-19147184718.9,120
465814606.98528,-19134694178.553,120
465441864.5912,-19122369238.302,120
465474170.14103,-19123467657.246,120
466065258.92685,-19143029989.881,120
419453621.00732,-9672947188.9955,120
420894636.69747,-9671062777.8466,120
423662287.47129,-9683807307.3788,120
469790014.94116,-19267533416.751,120
469854313.58915,-19270121624.884,120
469862929.78217,-19270651512.527,120
469798335.87814,-19268693188.456,120
469665338.8311,-19264402637.512,120
469499999.17981,-19258971996.767,120
469326216.20619,-19253194067.27,120
469385870.43441,-19255421770.464,120
469890901.93126,-19272183661.499,120
422539194.99931,-9682098915.7626,120
423833230.67477,-9680445852.6659,120
425349666.6482,-9687587997.7498,120
471562873.00144,-19327660877.824,120
471519471.27673,-19326631356.928,120
471453877.58739,-19324656052.77,120
471401851.75014,-19323025795.711,120
471371938.34848,-19322015796.693,120
471355222.54662,-19321355496.232,120
471315016.6775,-19319997662.78,120
471408020.66399,-19323505020.057,120
471871781.06364,-19338898886.634,120
424096608.58572,-9686395228.1799,120
425254685.74522,-9684910537.8175,120
425698561.75267,-9688151967.2083,120
471872840.6272,-19338421012.514,120
471828445.65499,-19337263105.781,120
471768657.02157,-19335401112.197,120
471733817.78465,-19334260588.519,120
471733187.23347,-19334138895.307,120
471752448.15769,-19334591087.953,120
471763550.94355,-19334966291.788,120
471895813.53497,-19339901625.177,120
472382696.43365,-19356010168.776,120
424481222.18288,-9687214318.998,120
425513322.87171,-9685855206.7272,120
425537009.82909,-9687322083.2043,120
471656966.44847,-19331325700.685,120
471617083.94955,-19330220263.308,120
471562120.85595,-19328444815.307,120
471536195.38402,-19327536525.518,120
471553569.60683,-19327954812.991,120
471599101.33456,-19329225261.324,120
471652632.54449,-19331035016.695,120
471816378.08987,-19337101461.873,120
423680825.26255,-9686993565.9122,120
424358655.8074,-9686558963.4334,120
425299606.13775,-9685318009.1675,120
425165520.38213,-9686026604.7792,120
471275930.48709,-19318563272.679,120
471260830.56646,-19318187229.46,120
471226372.79418,-19317027233.042,120
471208738.26004,-19316349976.542,120
471227976.11938,-19316799473.631,120
471279523.74408,-19318241707.352,120
471360620.46596,-19320990873.061,120
471551862.66048,-19328018036.467,120
423458253.76122,-9685877138.7279,120
424024583.4824,-9685312483.8,120
424854632.59268,-9684194755.4272,120
424594414.58394,-9684236113.2586,120
470734693.50285,-19300307514.496,120
470746715.00986,-19300748843.3,120
470731949.75696,-19300198864.903,120
470719631.44254,-19299685339.155,120
470744265.36915,-19300311998.412,120
470818146.51005,-19302481914.931,120
470945937.44401,-19306783162.207,120
471171299.25403,-19314952140.395,120
423120839.84865,-9684381302.2401,120
423669116.37494,-9683959136.7782,120
424386405.67107,-9682987526.3854,120
423829690.19204,-9681909759.7458,120
470046511.74484,-19276964159.517,120
470102845.09752,-19278798767.625,120
470121125.35899,-19279326862.461,120
470119276.0839,-19279195438.72,120
470158615.39054,-19280354117.31,120
470282108.17082,-19284176328.249,120
470493630.15935,-19291232855.227,120
422389839.2573,-9682536797.1479,120
422762811.20799,-9682618181.4314,120
423215374.66386,-9682346473.8792,120
423806234.41425,-9681567007.789,120
422955762.187,-9679307449.7826,120
469310211.91757,-19251865728.704,120
469429979.58245,-19255726159.198,120
469499293.40635,-19257953938.339,120
421330214.60454,-9679091120.3313,120
421391001.51734,-9679055059.7658,120
421565837.35688,-9678632386.2996,120
421852190.52911,-9678909998.5264,120
422168238.88918,-9680707635.2931,120
422511847.11133,-9680923421.3414,120
422848499.92092,-9680947185.5254,120
423303093.76028,-9680420020.9039,120
422176628.01678,-9676760105.7139,120
420713723.5855,-9676851919.5897,120
420911226.05929,-9676459985.7758,120
421037961.40446,-9676484592.6677,120
421073144.74366,-9677111164.8228,120
421171781.97016,-9677705260.5901,120
421482222.56087,-9677622695.5398,120
421977816.48777,-9677828576.729,120
422438777.23199,-9679395199.7941,120
422733826.91152,-9679907721.7698,120
422885003.40735,-9680479750.7218,120
423168880.52222,-9680315357.8219,120
422251019.77859,-9676836246.64,120
421212094.35315,-9676793990.3387,120
421552725.80824,-9676055286.7908,120
421757537.98052,-9676211774.8013,120
421770978.10583,-9677584765.5517,120
421881282.0109,-9679089116.0641,120
422367032.27406,-9679508216.8805,120
423159797.36615,-9679556917.6493,120
423820514.65146,-9680692429.6316,120
424014926.80599,-9681553789.8848,120
423876647.79008,-9682844508.805,120
423947809.95137,-9683119500.2819,120
425098250.07699,-9684297102.1715,120
424652631.84508,-9683942989.8577,120
425308629.31767,-9682633605.207,120
425574126.34639,-9682725338.4212,120
425292726.72987,-9684856999.9916,120
425160697.55683,-9687422496.4417,120
425811943.7198,-9688546915.8251,120
427108982.22156,-9688376997.7404,120
428113426.83956,-9688717730.421,120
427984519.40722,-9689777018.3662,120
427161968.31758,-9691720594.1407,120
426867060.05757,-9692386575.0322,120
431030392.92365,-9699401515.854,120
431476708.38722,-9699021868.3133,120
432865515.72956,-9697473380.774,120
433148208.37085,-9697003467.7694,120
431863911.79972,-9698788900.2562,120
430839896.71007,-9701203041.2097,120
431490158.47814,-9702943124.268,120
433570379.60619,-9703016026.864,120
435158387.97764,-9702189629.4154,120
434198143.44752,-9702615307.4008,120
431924666.47063,-9703912353.132,120
431026762.30925,-9704254970.413,120
600955231.40607,-13154573455.807,180
610649474.97062,-13152445973.445,180
615620065.96676,-13159660063.742,180
614349037.28193,-13154636470.686,180
613828372.97931,-13155351712.853,180
688140610.52261,-27819361223.565,180
685801960.94122,-27745133484.477,180
670238587.58559,-27228373651.656,180
674756947.35582,-27376758663.581,180
687061206.80508,-27785505179.921,180
614284294.69296,-13159140947.82,180
615819949.30688,-13152405286.547,180
620168185.93475,-13196113039.984,180
620799746.14085,-13187686345.785,180
623655020.51618,-13192170930.74,180
699781836.76558,-28213175804.988,180
699520371.42062,-28205080192.225,180
698704188.83515,-28179518100.485,180
695829651.23478,-28085592032.663,180
691648206.79634,-27947168914.559,180
692453282.86489,-27973065430.645,180
697807930.45043,-28151296719.371,180
624955630.69555,-13198641880.599,180
627244587.79255,-13194646782.916,180
633606709.58957,-13230093977.251,180
708939033.29808,-28525519036.467,180
710075159.88814,-28563843469.311,180
710563002.63771,-28580324838.434,180
710418465.79781,-28576039390.011,180
709722735.78879,-28553760228.204,180
708435055.57913,-28511811532.619,180
707130228.6545,-28468675408.412,180
707261133.27265,-28472681293.12,180
708755027.37679,-28522182857.524,180
633684672.95758,-13228342988.35,180
635890837.85902,-13225348074.43,180
641101021.93134,-13249437170.634,180
716831480.41474,-28792858226.365,180
717101703.79774,-28802527434.911,180
717198142.39167,-28806107761.18,180
717076009.61366,-28802437259.007,180
716752859.85947,-28792115211.847,180
716297318.28965,-28777321583.562,180
715835294.07653,-28762012470.248,180
715872273.52242,-28763277129.96,180
716651630.3889,-28789212664.415,180
639844101.17835,-13248232083.449,180
641793879.24086,-13245710349.481,180
644049900.52415,-13257212656.715,180
719852154.57449,-28895673642.223,180
719899557.54912,-28897888406.38,180
719877430.78611,-28897479840.864,180
719788249.15179,-28894763202.556,180
719639141.46085,-28889976489.985,180
719460722.5569,-28884114217.844,180
719259068.29222,-28877427969.913,180
719336821.62063,-28880335731.952,180
720013309.67067,-28902854919.979,180
642508408.3038,-13256596197.929,180
644273536.14354,-13254352686.448,180
645078190.01936,-13259268923.253,180
720773029.93942,-28927241547.545,180
720712825.07514,-28925791997.352,180
720622311.37214,-28923036582.396,180
720555788.33412,-28920947452.068,180
720523203.66657,-28919848671.572,180
720510868.86652,-28919304862.877,180
720466881.45945,-28917855419.25,180
720596027.43838,-28922700808.415,180
721241445.9571,-28944153541.349,180
643416808.3568,-13259071842.453,180
645008014.396,-13257038938.251,180
644946340.3579,-13258413056.553,180
720478203.7844,-28917663882.236,180
720428317.91328,-28916418690.748,180
720355635.4794,-28914143414.437,180
720315468.89866,-28912817609.515,180
720317801.72532,-28912764334.912,180
720344891.8734,-28913422884.346,180
720363285.47906,-28914088035.957,180
720547522.99667,-28920933341.458,180
721229716.60595,-28943521627.431,180
643349562.24226,-13258381066.388,180
644724527.89768,-13256397621.329,180
644435467.22654,-13256521945.247,180
719840319.70574,-28896355532.086,180
719803334.08859,-28895403605.471,180
719744405.86632,-28893483033.502,180
719719988.3358,-28892590273.27,180
719744404.02546,-28893188906.779,180
719799645.41884,-28894710019.891,180
719868142.60344,-28897074323.031,180
720094810.72239,-28905448107.879,180
641953742.04573,-13257203227.509,180
642902168.31511,-13256547928.582,180
644200889.3763,-13254833086.101,180
643865912.37187,-13254565746.587,180
719243644.43982,-28876296983.283,180
719237206.54227,-28876234283.354,180
719205080.33753,-28875114287.441,180
719193409.41511,-28874578884.94,180
719221470.01294,-28875250253.602,180
719282198.55752,-28876914057.554,180
719381922.70675,-28880348248.517,180
719641277.73421,-28889876413.4,180
641571058.24862,-13255314036.203,180
642369193.84102,-13254443754.84,180
643518889.57515,-13252890185.383,180
643115416.40492,-13252134093.137,180
718535027.06059,-28852320169.428,180
718557056.12536,-28853094575.453,180
718546686.42857,-28852634392.024,180
718541564.73523,-28852285464.43,180
718573888.58899,-28853082674.227,180
718652715.66028,-28855328139.491,180
718796890.93004,-28860246510.946,180
719088717.12442,-28870871726.369,180
641081245.17087,-13253026499.403,180
641861428.87759,-13252339709.778,180
642860015.07119,-13250971019.195,180
642195130.4238,-13249121812.43,180
717734257.90842,-28825021439.585,180
717797827.18168,-28827081237.393,180
717818674.28675,-28827625600.032,180
717822029.46352,-28827576843.359,180
717864258.10089,-28828735720.093,180
717983309.28249,-28832323020.262,180
718201589.2625,-28839684691.631,180
640058535.90198,-13250372919.633,180
640580570.55316,-13250402062.599,180
641240857.55476,-13249839444.159,180
642073688.90637,-13248697399.552,180
641258911.75234,-13246061564.22,180
717022163.01689,-28800535260.95,180
717143255.39634,-28804420478.108,180
717210530.05144,-28806506157.805,180
638951935.98711,-13245968827.315,180
639008238.68137,-13245666670.099,180
639167941.08201,-13245029440.267,180
639447893.51417,-13245533545.892,180
639800209.49622,-13247980099.94,180
640273909.16996,-13248091285.479,180
640790804.45588,-13247790279.58,180
641446891.38448,-13246928714.056,180
640800579.92342,-13244020884.296,180
638760309.28301,-13244701057.651,180
638952154.47347,-13244284437.159,180
639073035.9226,-13244124461.874,180
639106377.38721,-13244454696.574,180
639195319.00331,-13244758259.34,180
639479195.65513,-13244503977.788,180
639953701.27242,-13244982590.879,180
640436159.39078,-13247162572.701,180
640840047.98363,-13247517497.433,180
641142878.17428,-13247702830.564,180
641586520.47124,-13247215182.353,180
641852929.36006,-13246866958.137,180
640361445.40757,-13247362469.396,180
640692867.02955,-13246671341.336,180
640894894.88266,-13246683579.372,180
640912636.33728,-13247738414.009,180
641016839.23711,-13248952418.298,180
641475219.56604,-13249300661.194,180
642243921.17947,-13249732930.561,180
642921085.03611,-13251468890.047,180
643206047.73756,-13252126699.472,180
643188476.40442,-13252941193.186,180
643374903.21282,-13252888127.483,180
647078647.49437,-13261993047.175,180
646332232.24493,-13262112211.744,180
646997207.3334,-13261007643.241,180
647290488.76595,-13261058399.242,180
647039814.68277,-13262869582.115,180
646928689.98127,-13265202729.672,180
647591867.56988,-13266492394.99,180
648920348.83668,-13266987979.474,180
649992557.47352,-13268031280.479,180
649950905.33596,-13268839658.732,180
649198218.70313,-13270127122.065,180
648958199.47537,-13270422241.643,180
656124529.43049,-13287966507.733,180
656449571.63312,-13287969413.328,180
657913146.81899,-13286890075.026,180
658307186.31786,-13286561504.056,180
657089752.78129,-13288021167.537,180
656135430.18229,-13290363020.887,180
656908648.82415,-13292699000.132,180
659202110.47294,-13293974553.151,180
661038760.06198,-13294174402.309,180
660171576.3035,-13294253038.187,180
657829698.54991,-13294550836.185,180
656876381.85928,-13294450851.15,180
634559926.81544,-11996295265.012,240
648442108.66725,-11998962837.414,240
656181091.71454,-12011486126.06,240
655221667.4816,-12007825049.227,240
654750552.35871,-12008594201.43,240
741176911.06052,-29103730578.506,240
737003003.76067,-28967954388.582,240
715464402.54788,-28252039519.959,240
721794577.72213,-28460635994.767,240
739368674.27595,-29045151900.816,240
654973910.48782,-12011075721.08,240
656265432.44719,-12004951745.383,240
663297795.39766,-12060021551.453,240
664897770.51643,-12052200007.356,240
668654491.3069,-12057916424.433,240
758082739.11175,-29675898976.637,240
757852732.90309,-29668796645.617,240
756888630.33029,-29638222654.793,240
753213884.16793,-29517602069.889,240
747833047.22619,-29339210464.465,240
749014901.27872,-29377626988.1,240
756044635.83943,-29611727085.309,240
670394059.9031,-12064680292.274,240
672530498.00977,-12060926580.441,240
680275984.21488,-12101698119.823,240
769329162.16443,-30058925921.644,240
770694727.30508,-30104815264.046,240
771268334.09657,-30124050661.094,240
771133808.85194,-30120041387.938,240
770388765.97997,-30096120965.213,240
768917580.54467,-30048081247.889,240
767431773.78225,-29998884368.387,240
767629340.60562,-30005084136.963,240
769286099.15261,-30059994818.121,240
680800674.24379,-12099137398.881,240
