r,theta,x,y,z
2.20331538,0.0009,2.2033153797282,3.4609597055324e-05,-0.199956
2.41415062,0.0009,2.4141506197022,3.7921389260697e-05,-0.199956
2.20331538,8.1818181818182,2.18088880635,0.31356447196974,-0.199956
2.41415062,8.1818181818182,2.3895780476061,0.34356945505265,-0.199956
2.20331538,16.363636363636,2.1140656257668,0.62074567553545,-0.199956
2.41415062,16.363636363636,2.3163605571371,0.68014482677292,-0.199956
2.20331538,24.545454545455,2.0042061655047,0.91529028722996,-0.199956
2.41415062,24.545454545455,2.1959886455569,1.0028744111958,-0.199956
2.20331538,32.727272727273,1.8535468473663,1.1912022281557,-0.199956
2.41415062,32.727272727273,2.0309127378616,1.3051883646577,-0.199956
2.20331538,40.909090909091,1.6651546606032,1.4428647268597,-0.199956
2.41415062,40.909090909091,1.8244933034921,1.5809324468677,-0.199956
2.20331538,49.090909090909,1.4428647268597,1.6651546606032,-0.199956
2.41415062,49.090909090909,1.5809324468677,1.8244933034921,-0.199956
2.20331538,57.272727272727,1.1912022281557,1.8535468473663,-0.199956
2.41415062,57.272727272727,1.3051883646577,2.0309127378616,-0.199956
2.20331538,65.454545454545,0.91529028722996,2.0042061655047,-0.199956
2.41415062,65.454545454545,1.0028744111958,2.1959886455569,-0.199956
2.20331538,73.636363636364,0.62074567553545,2.1140656257668,-0.199956
2.41415062,73.636363636364,0.68014482677292,2.3163605571371,-0.199956
2.20331538,81.818181818182,0.31356447196974,2.18088880635,-0.199956
2.41415062,81.818181818182,0.34356945505265,2.3895780476061,-0.199956
2.20331538,89.9991,3.460959705532e-05,2.2033153797282,-0.199956
2.41415062,89.9991,3.7921389260692e-05,2.4141506197022,-0.199956
2.20331538,0.0009,2.2033153797282,3.4609597055324e-05,0.093333333333333
2.41415062,0.0009,2.4141506197022,3.7921389260697e-05,0.093333333333333
2.20331538,8.1818181818182,2.18088880635,0.31356447196974,0.093333333333333
2.41415062,8.1818181818182,2.3895780476061,0.34356945505265,0.093333333333333
2.20331538,16.363636363636,2.1140656257668,0.62074567553545,0.093333333333333
2.41415062,16.363636363636,2.3163605571371,0.68014482677292,0.093333333333333
2.20331538,24.545454545455,2.0042061655047,0.91529028722996,0.093333333333333
2.41415062,24.545454545455,2.1959886455569,1.0028744111958,0.093333333333333
2.20331538,32.727272727273,1.8535468473663,1.1912022281557,0.093333333333333
2.41415062,32.727272727273,2.0309127378616,1.3051883646577,0.093333333333333
2.20331538,40.909090909091,1.6651546606032,1.4428647268597,0.093333333333333
2.41415062,40.909090909091,1.8244933034921,1.5809324468677,0.093333333333333
2.20331538,49.090909090909,1.4428647268597,1.6651546606032,0.093333333333333
2.41415062,49.090909090909,1.5809324468677,1.8244933034921,0.093333333333333
2.20331538,57.272727272727,1.1912022281557,1.8535468473663,0.093333333333333
2.41415062,57.272727272727,1.3051883646577,2.0309127378616,0.093333333333333
2.20331538,65.454545454545,0.91529028722996,2.0042061655047,0.093333333333333
2.41415062,65.454545454545,1.0028744111958,2.1959886455569,0.093333333333333
2.20331538,73.636363636364,0.62074567553545,2.1140656257668,0.093333333333333
2.41415062,73.636363636364,0.68014482677292,2.3163605571371,0.093333333333333
2.20331538,81.818181818182,0.31356447196974,2.18088880635,0.093333333333333
2.41415062,81.818181818182,0.34356945505265,2.3895780476061,0.093333333333333
2.20331538,89.9991,3.460959705532e-05,2.2033153797282,0.093333333333333
2.41415062,89.9991,3.7921389260692e-05,2.4141506197022,0.093333333333333
2.20331538,0.0009,2.2033153797282,3.4609597055324e-05,0.38666666666667
2.41415062,0.0009,2.4141506197022,3.7921389260697e-05,0.38666666666667
2.20331538,8.1818181818182,2.18088880635,0.31356447196974,0.38666666666667
2.41415062,8.1818181818182,2.3895780476061,0.34356945505265,0.38666666666667
2.20331538,16.363636363636,2.1140656257668,0.62074567553545,0.38666666666667
2.41415062,16.363636363636,2.3163605571371,0.68014482677292,0.38666666666667
2.20331538,24.545454545455,2.0042061655047,0.91529028722996,0.38666666666667
2.41415062,24.545454545455,2.1959886455569,1.0028744111958,0.38666666666667
2.20331538,32.727272727273,1.8535468473663,1.1912022281557,0.38666666666667
2.41415062,32.727272727273,2.0309127378616,1.3051883646577,0.38666666666667
2.20331538,40.909090909091,1.6651546606032,1.4428647268597,0.38666666666667
2.41415062,40.909090909091,1.8244933034921,1.5809324468677,0.38666666666667
2.20331538,49.090909090909,1.4428647268597,1.6651546606032,0.38666666666667
2.41415062,49.090909090909,1.5809324468677,1.8244933034921,0.38666666666667
2.20331538,57.272727272727,1.1912022281557,1.8535468473663,0.38666666666667
2.41415062,57.272727272727,1.3051883646577,2.0309127378616,0.38666666666667
2.20331538,65.454545454545,0.91529028722996,2.0042061655047,0.38666666666667
2.41415062,65.454545454545,1.0028744111958,2.1959886455569,0.38666666666667
2.20331538,73.636363636364,0.62074567553545,2.1140656257668,0.38666666666667
2.41415062,73.636363636364,0.68014482677292,2.3163605571371,0.38666666666667
2.20331538,81.818181818182,0.31356447196974,2.18088880635,0.38666666666667
2.41415062,81.818181818182,0.34356945505265,2.3895780476061,0.38666666666667
2.20331538,89.9991,3.460959705532e-05,2.2033153797282,0.38666666666667
2.41415062,89.9991,3.7921389260692e-05,2.4141506197022,0.38666666666667
2.20331538,0.0009,2.2033153797282,3.4609597055324e-05,0.68
2.41415062,0.0009,2.4141506197022,3.7921389260697e-05,0.68
2.20331538,8.1818181818182,2.18088880635,0.31356447196974,0.68
2.41415062,8.1818181818182,2.3895780476061,0.34356945505265,0.68
2.20331538,16.363636363636,2.1140656257668,0.62074567553545,0.68
2.41415062,16.363636363636,2.3163605571371,0.68014482677292,0.68
2.20331538,24.545454545455,2.0042061655047,0.91529028722996,0.68
2.41415062,24.545454545455,2.1959886455569,1.0028744111958,0.68
2.20331538,32.727272727273,1.8535468473663,1.1912022281557,0.68
2.41415062,32.727272727273,2.0309127378616,1.3051883646577,0.68
2.20331538,40.909090909091,1.6651546606032,1.4428647268597,0.68
2.41415062,40.909090909091,1.8244933034921,1.5809324468677,0.68
2.20331538,49.090909090909,1.4428647268597,1.6651546606032,0.68
2.41415062,49.090909090909,1.5809324468677,1.8244933034921,0.68
2.20331538,57.272727272727,1.1912022281557,1.8535468473663,0.68
2.41415062,57.272727272727,1.3051883646577,2.0309127378616,0.68
2.20331538,65.454545454545,0.91529028722996,2.0042061655047,0.68
2.41415062,65.454545454545,1.0028744111958,2.1959886455569,0.68
2.20331538,73.636363636364,0.62074567553545,2.1140656257668,0.68
2.41415062,73.636363636364,0.68014482677292,2.3163605571371,0.68
2.20331538,81.818181818182,0.31356447196974,2.18088880635,0.68
2.41415062,81.818181818182,0.34356945505265,2.3895780476061,0.68
2.20331538,89.9991,3.460959705532e-05,2.2033153797282,0.68
2.41415062,89.9991,3.7921389260692e-05,2.4141506197022,0.68
2.20331538,0.0009,2.2033153797282,3.4609597055324e-05,0.97333333333333
2.41415062,0.0009,2.4141506197022,3.7921389260697e-05,0.97333333333333
2.20331538,8.1818181818182,2.18088880635,0.31356447196974,0.97333333333333
2.41415062,8.1818181818182,2.3895780476061,0.34356945505265,0.97333333333333
2.20331538,16.363636363636,2.1140656257668,0.62074567553545,0.97333333333333
2.41415062,16.363636363636,2.3163605571371,0.68014482677292,0.97333333333333
2.20331538,24.545454545455,2.0042061655047,0.91529028722996,0.97333333333333
2.41415062,24.545454545455,2.1959886455569,1.0028744111958,0.97333333333333
2.20331538,32.727272727273,1.8535468473663,1.1912022281557,0.97333333333333
2.41415062,32.727272727273,2.0309127378616,1.3051883646577,0.97333333333333
2.20331538,40.909090909091,1.6651546606032,1.4428647268597,0.97333333333333
2.41415062,40.909090909091,1.8244933034921,1.5809324468677,0.97333333333333
2.20331538,49.090909090909,1.4428647268597,1.6651546606032,0.97333333333333
2.41415062,49.090909090909,1.5809324468677,1.8244933034921,0.97333333333333
2.20331538,57.272727272727,1.1912022281557,1.8535468473663,0.97333333333333
2.41415062,57.272727272727,1.3051883646577,2.0309127378616,0.97333333333333
2.20331538,65.454545454545,0.91529028722996,2.0042061655047,0.97333333333333
2.41415062,65.454545454545,1.0028744111958,2.1959886455569,0.97333333333333
2.20331538,73.636363636364,0.62074567553545,2.1140656257668,0.97333333333333
2.41415062,73.636363636364,0.68014482677292,2.3163605571371,0.97333333333333
2.20331538,81.818181818182,0.31356447196974,2.18088880635,0.97333333333333
2.41415062,81.818181818182,0.34356945505265,2.3895780476061,0.97333333333333
2.20331538,89.9991,3.460959705532e-05,2.2033153797282,0.97333333333333
2.41415062,89.9991,3.7921389260692e-05,2.4141506197022,0.97333333333333
2.20331538,0.0009,2.2033153797282,3.4609597055324e-05,1.2666666666667
2.41415062,0.0009,2.4141506197022,3.7921389260697e-05,1.2666666666667
2.20331538,8.1818181818182,2.18088880635,0.31356447196974,1.2666666666667
2.41415062,8.1818181818182,2.3895780476061,0.34356945505265,1.2666666666667
2.20331538,16.363636363636,2.1140656257668,0.62074567553545,1.2666666666667
2.41415062,16.363636363636,2.3163605571371,0.68014482677292,1.2666666666667
2.20331538,24.545454545455,2.0042061655047,0.91529028722996,1.2666666666667
2.41415062,24.545454545455,2.1959886455569,1.0028744111958,1.2666666666667
2.20331538,32.727272727273,1.8535468473663,1.1912022281557,1.2666666666667
2.41415062,32.727272727273,2.0309127378616,1.3051883646577,1.2666666666667
2.20331538,40.909090909091,1.6651546606032,1.4428647268597,1.2666666666667
2.41415062,40.909090909091,1.8244933034921,1.5809324468677,1.2666666666667
2.20331538,49.090909090909,1.4428647268597,1.6651546606032,1.2666666666667
2.41415062,49.090909090909,1.5809324468677,1.8244933034921,1.2666666666667
2.20331538,57.272727272727,1.1912022281557,1.8535468473663,1.2666666666667
2.41415062,57.272727272727,1.3051883646577,2.0309127378616,1.2666666666667
2.20331538,65.454545454545,0.91529028722996,2.0042061655047,1.2666666666667
2.41415062,65.454545454545,1.0028744111958,2.1959886455569,1.2666666666667
2.20331538,73.636363636364,0.62074567553545,2.1140656257668,1.2666666666667
2.41415062,73.636363636364,0.68014482677292,2.3163605571371,1.2666666666667
2.20331538,81.818181818182,0.31356447196974,2.18088880635,1.2666666666667
2.41415062,81.818181818182,0.34356945505265,2.3895780476061,1.2666666666667
2.20331538,89.9991,3.460959705532e-05,2.2033153797282,1.2666666666667
2.41415062,89.9991,3.7921389260692e-05,2.4141506197022,1.2666666666667
2.20331538,0.0009,2.2033153797282,3.4609597055324e-05,1.56
2.41415062,0.0009,2.4141506197022,3.7921389260697e-05,1.56
2.20331538,8.1818181818182,2.18088880635,0.31356447196974,1.56
2.41415062,8.1818181818182,2.3895780476061,0.34356945505265,1.56
2.20331538,16.363636363636,2.1140656257668,0.62074567553545,1.56
2.41415062,16.363636363636,2.3163605571371,0.68014482677292,1.56
2.20331538,24.545454545455,2.0042061655047,0.91529028722996,1.56
2.41415062,24.545454545455,2.1959886455569,1.0028744111958,1.56
2.20331538,32.727272727273,1.8535468473663,1.1912022281557,1.56
2.41415062,32.727272727273,2.0309127378616,1.3051883646577,1.56
2.20331538,40.909090909091,1.6651546606032,1.4428647268597,1.56
2.41415062,40.909090909091,1.8244933034921,1.5809324468677,1.56
2.20331538,49.090909090909,1.4428647268597,1.6651546606032,1.56
2.41415062,49.090909090909,1.5809324468677,1.8244933034921,1.56
2.20331538,57.272727272727,1.1912022281557,1.8535468473663,1.56
2.41415062,57.272727272727,1.3051883646577,2.0309127378616,1.56
2.20331538,65.454545454545,0.91529028722996,2.0042061655047,1.56
2.41415062,65.454545454545,1.0028744111958,2.1959886455569,1.56
2.20331538,73.636363636364,0.62074567553545,2.1140656257668,1.56
2.41415062,73.636363636364,0.68014482677292,2.3163605571371,1.56
2.20331538,81.818181818182,0.31356447196974,2.18088880635,1.56
2.41415062,81.818181818182,0.34356945505265,2.3895780476061,1.56
2.20331538,89.9991,3.460959705532e-05,2.2033153797282,1.56
2.41415062,89.9991,3.7921389260692e-05,2.4141506197022,1.56
2.20331538,0.0009,2.2033153797282,3.4609597055324e-05,1.8533333333333
2.41415062,0.0009,2.4141506197022,3.7921389260697e-05,1.8533333333333
2.20331538,8.1818181818182,2.18088880635,0.31356447196974,1.8533333333333
2.41415062,8.1818181818182,2.3895780476061,0.34356945505265,1.8533333333333
2.20331538,16.363636363636,2.1140656257668,0.62074567553545,1.8533333333333
2.41415062,16.363636363636,2.3163605571371,0.68014482677292,1.8533333333333
2.20331538,24.545454545455,2.0042061655047,0.91529028722996,1.8533333333333
2.41415062,24.545454545455,2.1959886455569,1.0028744111958,1.8533333333333
2.20331538,32.727272727273,1.8535468473663,1.1912022281557,1.8533333333333
2.41415062,32.727272727273,2.0309127378616,1.3051883646577,1.8533333333333
