coef_0,coef_1,coef_2,coef_3,coef_4,time
73142905.90578,-8328407.2379121,17770167.716504,-13928862.734917,2144157.5976561,1
73159202.904,-8185786.0400352,17796136.902708,-13988123.975588,2181650.4924593,1
73177134.039993,-8102641.2890034,17911236.533618,-14150721.689129,2256878.8703496,1
73162842.872275,-8154186.0476129,18016635.456114,-14273409.332539,2303235.7486649,1
73107851.280834,-8375243.1335611,18207380.749644,-14474283.586915,2372856.2647177,1
73009828.19638,-8451288.2464553,18009558.786126,-14316105.180166,2324975.1671997,1
72967563.6576,-8539973.6923658,18022978.716453,-14325981.873622,2327036.6847269,1
72886303.407023,-7279296.8471964,17729597.625218,-14133843.797767,2314833.4503519,1
72883854.102525,-7236947.8454805,17625579.170471,-14045744.561423,2288691.153738,1
72868407.555655,-7357491.5123508,17652070.366891,-14065762.263942,2292445.2321438,1
72832649.336642,-7506016.7579379,17673155.1336,-14080792.292808,2291773.8887721,1
72794151.697188,-7623020.1662852,17711863.569303,-14116421.25349,2301437.5119591,1
72785448.547358,-7630696.0158432,17737353.901088,-14144821.895004,2315043.5700313,1
72821038.498822,-7523887.7673171,17723365.926141,-14138337.314072,2321515.7364882,1
72871252.636577,-7411085.1890897,17690047.224512,-14108046.462861,2317114.1509388,1
72881391.55066,-7434704.600125,17689893.543606,-14099274.704758,2310875.4437611,1
72825057.831912,-7637824.5587551,17749011.063316,-14135666.54033,2311043.8899402,1
72737026.247562,-7891170.399399,17827180.487061,-14193951.485909,2319194.0780459,1
72686789.573386,-8003071.8398889,17855263.160939,-14216891.808359,2324546.312876,1
72242687.915775,-5990873.2930136,17410157.959209,-13918050.446113,2293246.8260057,1
72263742.029295,-5939824.3177151,17322623.650323,-13845396.354145,2273330.5341861,1
72287522.514467,-6023125.4097655,17338830.309314,-13853658.180982,2273613.3144411,1
72281270.104359,-6225792.1979931,17375697.080842,-13873379.533077,2269801.0385385,1
72253569.807995,-6500222.6234058,17452153.558473,-13931807.263332,2279120.9267359,1
72262191.729356,-6672218.1458683,17512108.032396,-13986656.771219,2296758.0231432,1
72349837.276012,-6633501.4699544,17506446.154958,-13991112.201223,2308479.5754895,1
72478554.290078,-6499280.1950479,17460419.514929,-13953761.447272,2305939.0267908,1
72550219.279708,-6523094.3607985,17456283.210689,-13938821.312426,2297694.5066512,1
72504297.228019,-6831457.3494199,17541166.76041,-13989587.5782,2296830.4846693,1
72388980.360029,-7241957.5449223,17655091.000882,-14073560.0611,2306785.9910365,1
72320170.271897,-7425583.7862238,17691002.56372,-14105363.323925,2314309.1607341,1
71388701.959102,-4287093.9216339,16887425.586968,-13561452.990913,2263337.9538755,1
71440517.979472,-4193417.9558961,16800261.916739,-13495314.463914,2250796.9747754,1
71524825.588983,-4199951.4233137,16795226.778549,-13484164.459277,2247706.238645,1
71567370.480277,-4492990.7947593,16857876.92793,-13510586.239814,2236719.6725613,1
71564187.7051,-5052848.4642937,17005978.257998,-13609828.490759,2241055.9440217,1
71611046.065094,-5527099.2510853,17142681.473277,-13720489.681618,2263559.7755892,1
71791535.766268,-5611469.433,17179394.799303,-13766106.761506,2288734.4052662,1
72052897.18127,-5430433.9053974,17144451.816537,-13744970.583191,2297747.2978924,1
72227373.465134,-5445756.9893952,17158254.339512,-13739209.043899,2290429.6382019,1
72199143.564002,-5943479.0360494,17291461.802028,-13814135.967055,2282883.8191158,1
72040060.657804,-6646121.7161233,17453172.394367,-13925363.746953,2285797.8076194,1
71942197.028746,-6967523.1874529,17488847.860388,-13958132.938106,2291549.9536859,1
70164791.211667,-1950610.0809763,16001762.932612,-12947918.780696,2214876.4915462,1
70270685.638761,-1718690.3055412,15904467.835426,-12890045.942596,2218190.8871489,1
70468453.836355,-1499877.9821308,15890447.227463,-12872807.119527,2220206.870241,1
70594945.496651,-1911630.7959555,16002396.744007,-12914198.268711,2197052.9932345,1
70621504.315965,-3022643.0422078,16244418.815535,-13054862.054233,2180622.7696169,1
70722359.606871,-4105576.1277645,16490061.733081,-13238063.979234,2200062.8098321,1
71064392.746524,-4418796.7237752,16630485.958303,-13379198.648722,2252242.9950917,1
71569340.483219,-4081482.1943795,16691680.015279,-13450941.353789,2297899.3134666,1
71931582.744976,-4002418.8565704,16793162.745768,-13507212.132832,2303089.7828949,1
71921164.062935,-4836719.2258279,16984747.821831,-13600295.409847,2274447.9652721,1
71660930.602678,-6123947.1712918,17145684.566477,-13687906.192819,2244487.4558458,1
71502749.210407,-6732074.6508169,17126111.719703,-13677179.747686,2236456.4956532,1
69148379.286013,-287549.38687653,14903392.572642,-12166713.142603,2151142.5052298,1
69338845.534849,196522.49581676,14759367.581434,-12108175.070389,2187767.5572533,1
69701987.047021,863124.60516048,14742037.42186,-12113311.656411,2225467.5229878,1
69911446.749707,424286.05435735,14945017.75714,-12199414.108721,2192820.9408254,1
69900629.126581,-1384752.7126603,15324289.364424,-12384661.707751,2122731.8196403,1
70000745.548089,-3303272.5999349,15708353.304363,-12634957.868012,2106603.1621976,1
70532371.072382,-3917123.5245634,15987288.465003,-12902773.114752,2194429.0497515,1
71375722.721881,-3260685.2340091,16200378.87076,-13141598.041309,2322242.2190725,1
71985840.284692,-2884853.6869371,16458592.892678,-13330691.684952,2370897.5246342,1
71929658.982892,-4070528.6186678,16746345.990666,-13451446.316432,2298530.2495196,1
71440392.548808,-6131984.907697,16876351.246792,-13454196.569624,2181241.0724701,1
71167457.567653,-7142958.5839062,16739695.798875,-13334623.309236,2130592.8985454,1
69366832.092444,-1638758.7417352,13809613.437055,-11374162.227099,2095149.9935392,1
69738045.925488,-736289.6988925,13700001.175339,-11406379.497707,2215895.7311503,1
70416955.688985,830449.44747876,13919313.57442,-11669603.235178,2387082.8385912,1
70671537.779222,698047.11062848,14280382.825719,-11860504.138404,2361103.5057361,1
70336232.239225,-1862142.7789602,14550459.99796,-11857571.742141,2140663.9774068,1
70156883.403612,-4802833.2752759,14793591.793369,-11908522.883339,1983250.3597973,1
70815658.956448,-5731705.8465787,15309694.842648,-12376357.705479,2116410.8672693,1
72133615.77417,-4351547.6244341,16115762.771047,-13176993.059925,2454320.1601631,1
73080822.489931,-3085041.614726,16876324.861137,-13804439.806199,2642727.0452118,1
72757663.952336,-4481312.0661111,17119811.226127,-13819439.158478,2464175.208746,1
71677934.538504,-7539718.9078436,16659866.899599,-13248832.10022,2101871.0327799,1
71154007.573769,-9100451.8604023,16038368.694361,-12703175.391797,1924714.7551241,1
72045848.562907,-6288535.4541883,5568262.5459341,-1157349.2384832,-3065841.1774162,1
72873384.61236,-5373939.3419711,5558844.758852,-1285040.9116363,-2875356.8607028,1
74315094.051874,-3042938.8359365,5958253.4812696,-1724902.1240438,-2601049.7996719,1
74511686.282493,-2195901.4174208,6353761.6621344,-1944771.7028374,-2632416.1180323,1
73008425.321737,-4427862.7991066,6410347.0697723,-1785286.8015275,-2942887.3738601,1
71748469.551031,-7233300.1381347,6171995.8417818,-1409869.6024321,-3249134.0379735,1
72257739.66376,-8191830.3323262,6922490.2195988,-2038900.3480896,-3095358.8281375,1
74260883.249999,-6193307.1869057,8458691.4638373,-3465002.6830788,-2565946.4191454,1
75712513.165863,-3369790.7200635,9594249.327783,-4389760.5926565,-2286873.7404466,1
74535291.704065,-4123178.7732764,9845870.6411985,-4434028.9105686,-2516597.1089478,1
72049192.82029,-7279537.3442187,8472434.6128423,-3162114.3343573,-3064326.7413272,1
71028943.790132,-8913935.4923997,7020352.2417332,-1942445.5091148,-3368790.6972087,1
