coef_0,coef_1,coef_2,coef_3,coef_4,time
71064353.56831,-4418720.7941995,16630408.782969,-13379138.299872,2252232.1729481,1
71569293.951106,-4081412.7372761,16691614.289614,-13450902.511882,2297900.3202596,1
71931553.469175,-4002411.2250077,16793120.348093,-13507164.456113,2303071.9154479,1
71921162.096783,-4836802.8468074,16984795.701926,-13600322.763137,2274446.7279554,1
71660949.308754,-6124096.4056059,17145801.628343,-13687995.542769,2244502.4958614,1
71502776.279108,-6732250.4815659,17126257.925774,-13677288.731721,2236472.5866865,1
69148377.326734,-287360.39110992,14903291.291007,-12166647.52192,2151140.1311313,1
69338850.087005,196693.55680921,14759245.592937,-12108072.501024,2187744.3263382,1
69702005.919627,863222.08361388,14741974.337937,-12113257.589553,2225454.3423892,1
69911479.133349,424287.06865774,14945054.164605,-12199447.746564,2192829.6600756,1
69900650.919608,-1384771.322158,15324317.933621,-12384687.818144,2122739.1100728,1
70000740.885772,-3303269.2008923,15708343.965885,-12634951.009767,2106602.3580223,1
70532342.858013,-3917099.427235,15987256.00899,-12902761.452841,2194436.3006376,1
71375685.130778,-3260665.9772159,16200329.048956,-13141554.066792,2322231.4372478,1
71985810.120447,-2884876.9422998,16458575.486553,-13330668.5464,2370887.5665453,1
71929642.840046,-4070607.4382904,16746382.323876,-13451461.617821,2298525.1939493,1
71440386.723463,-6132104.840962,16876452.136794,-13454280.430154,2181260.0534397,1
71167455.206015,-7143091.6225591,16739814.424595,-13334718.351714,2130612.1912415,1
69366824.929636,-1638505.3885339,13809486.07315,-11374075.044447,2095142.8359293,1
69738042.836052,-736054.43878856,13699863.774868,-11406277.78844,2215881.2555647,1
70416969.063278,830594.44754963,13919242.496679,-11669550.537863,2387075.5573854,1
70671561.840818,698097.01676885,14280394.263173,-11860530.591248,2361119.9317056,1
70336253.909028,-1862151.0153905,14550483.062693,-11857593.16839,2140670.1800957,1
70156891.366055,-4802868.6482709,14793609.782563,-11908536.126486,1983252.0481439,1
70815648.055917,-5731745.0625056,15309698.720775,-12376363.97044,2116413.9873531,1
72133591.363249,-4351587.0237139,16115743.999566,-13176972.047974,2454312.5822313,1
73080794.238302,-3085098.2903585,16876323.005536,-13804433.398192,2642723.6870481,1
72757639.524888,-4481403.0832338,17119855.938598,-13819474.636529,2464183.0988152,1
71677913.592628,-7539838.5284665,16659965.254952,-13248920.563977,2101895.8452357,1
71153986.250694,-9100570.7999157,16038461.766731,-12703251.859464,1924731.8439752,1
72045813.440474,-6288164.4652594,5568057.8247987,-1157181.91974,-3065878.3175332,1
72873357.046937,-5373608.3213325,5558677.9427758,-1284920.0769351,-2875373.8277769,1
74315086.410616,-3042707.3333793,5958118.3220114,-1724777.5130424,-2601085.6858012,1
74511702.897326,-2195811.8873973,6353735.2478048,-1944742.4373602,-2632428.7634859,1
73008452.620291,-4427875.8122445,6410367.13073,-1785296.2252821,-2942890.4300979,1
71748495.041592,-7233380.5045954,6172036.5015195,-1409897.5355388,-3249131.7063367,1
72257755.638357,-8191944.0683042,6922523.4987185,-2038923.0465024,-3095356.4147483,1
74260887.123319,-6193430.5868883,8458716.9061573,-3465021.1875917,-2565942.7030368,1
75712508.39555,-3369917.8811181,9594269.5905814,-4389772.2622229,-2286872.7126825,1
74535280.817138,-4123323.7334726,9845924.4617419,-4434065.7973758,-2516591.7581631,1
72049174.112642,-7279692.9468196,8472530.4448238,-3162196.418693,-3064305.1884103,1
71028920.373372,-8914090.0484684,7020462.1654786,-1942544.2655564,-3368763.055942,1
170403212.88809,-989919215.47064,2737810836.123,-3096372584.3049,1241910170.5902,60
172089385.62875,-985597660.01736,2729597003.3935,-3090627675.9902,1242438892.0542,60
170669054.55174,-980899493.04168,2727459831.277,-3083727441.6666,1238013139.7539,60
168803016.46276,-972613266.57128,2720293055.019,-3077863060.0338,1236587900.356,60
168406099.22719,-970571513.50531,2717638696.9753,-3075595319.1977,1235808611.8447,60
169568979.91858,-975510087.11501,2720315958.4284,-3077928048.3783,1235990572.347,60
171564795.98055,-982674358.7513,2724112010.1446,-3082882399.6442,1238107997.9596,60
170374865.70724,-987929005.51737,2735742409.8122,-3096924950.4248,1243384121.6689,60
171164486.09758,-985264175.72246,2729844404.0118,-3093098104.861,1243490869.9243,60
171209369.98823,-982289630.874,2725560234.2603,-3081445696.8591,1236941360.5016,60
169454759.40198,-974796385.2775,2720515075.8948,-3077092527.9364,1235873356.5418,60
169066602.71425,-972803439.78988,2720385001.7265,-3077281288.2173,1236283587.7711,60
168866598.94592,-983020859.8039,2730721243.9824,-3081999825.5495,1234966122.1978,60
169142846.10272,-981346441.63069,2729176949.4168,-3081332926.7735,1235245058.1827,60
169817542.70276,-980587674.93627,2727862132.4748,-3079725455.6862,1234641197.1302,60
169859083.46025,-978514851.87715,2724434039.5649,-3076788312.2949,1233757230.2244,60
169759501.77182,-977602650.9559,2722852780.368,-3075603162.4277,1233381784.3022,60
169665940.76445,-978676046.97458,2724379785.0931,-3077268670.7973,1233854272.5223,60
169188505.76265,-979832467.58728,2726279365.8917,-3079037822.1108,1234430627.9989,60
168524212.59295,-981416523.68308,2728964978.0435,-3081782846.2454,1235356690.6332,60
168716323.50221,-981026208.7934,2727947420.3957,-3080238914.9298,1234768821.2393,60
169397884.42843,-980496261.77712,2729637136.6688,-3083572207.1056,1236617107.5888,60
169784136.12017,-979494563.73982,2728288806.6839,-3082702312.408,1236460388.0723,60
170064704.17173,-979806883.27508,2729410805.2403,-3084143048.9638,1237137273.8516,60
173974276.76023,-993644971.41179,2739505612.5827,-3090216123.5374,1237284961.1639,60
173935772.8715,-992428879.10282,2738345107.2081,-3090513707.861,1237929406.4331,60
174460024.96318,-992318071.28399,2737081421.0738,-3089479325.8508,1237707326.4605,60
174757164.28944,-991910551.38938,2735265168.6611,-3088069747.2502,1237344130.602,60
174750441.56112,-991549864.83831,2734431199.8783,-3087543931.2088,1237210153.718,60
174466358.10719,-991475445.87847,2735035687.4648,-3088143922.792,1237347425.4196,60
173966798.73718,-991649842.7857,2736493055.4347,-3089226376.1394,1237564758.0403,60
173570746.11562,-992070338.58568,2737603925.1243,-3089880428.5856,1237627538.2848,60
173677726.80283,-992120726.15048,2737401461.078,-3089372532.8152,1237398551.5554,60
174144559.88675,-991937124.60389,2736447110.7887,-3088604832.9547,1237204814.0831,60
174643723.03506,-992255706.71773,2736100269.6216,-3088654124.9976,1237348089.7543,60
174982044.02968,-993203163.10479,2737709572.7984,-3090560851.387,1238144047.8541,60
179914634.05578,-1006019934.0076,2744323372.9454,-3094054415.3718,1237931523.847,60
179668669.08682,-1004695703.8133,2742539668.0806,-3093590576.841,1238199763.9828,60
179902279.32894,-1004908475.8816,2741922553.5967,-3093135029.184,1238121780.9382,60
180048076.66149,-1004905781.0233,2740880810.5702,-3092318080.0809,1237903200.3571,60
180041970.63521,-1004755129.2981,2740402331.6051,-3092020600.0786,1237831677.2188,60
179887548.79679,-1004533501.3507,2740718245.6203,-3092323436.3545,1237903259.3777,60
179649668.53906,-1004392780.5161,2741521681.2755,-3092902192.3237,1238015011.987,60
179474797.36066,-1004404908.9238,2742113880.8421,-3093227821.5252,1238043151.5653,60
179524931.29146,-1004545278.6979,2742065876.7503,-3092941155.4781,1237884009.7953,60
179733437.50257,-1004823814.8875,2741887306.1576,-3092881429.6638,1237893260.3738,60
180010640.2105,-1005520023.868,2742378673.7265,-3093610512.4082,1238221950.4203,60
180249233.25777,-1006590406.6018,2744315029.171,-3095764560.3182,1239070985.4504,60
183646052.17037,-1013825121.2697,2746973952.5039,-3096312733.7918,1238376027.6586,60
183307028.03162,-1012313379.0226,2744615272.915,-3095141214.2736,1238326243.4816,60
183399733.6156,-1012627796.9837,2744340921.4419,-3094991760.0737,1238331481.1249,60
183450942.86351,-1012758945.2412,2743696330.6102,-3094475257.5376,1238190781.2452,60
183439897.59435,-1012706247.7638,2743408336.5148,-3094282859.7648,1238142273.1488,60
183368445.58236,-1012492037.7712,2743609987.632,-3094459653.6303,1238180661.7993,60
183265468.07537,-1012264842.1719,2744105993.2964,-3094809234.6177,1238245064.1755,60
183189465.13634,-1012171205.9871,2744502945.6245,-3095051854.0181,1238279923.9444,60
183215657.52098,-1012344021.2683,2744583925.7248,-3094964651.8708,1238203692.9871,60
183314779.24009,-1012829050.51,2744866841.912,-3095319938.3067,1238349836.384,60
183474953.27243,-1013672445.0057,2745786130.4847,-3096379134.5373,1238775390.1007,60
183650320.00624,-1014748122.6705,2747822169.4329,-3098565011.7831,1239618872.25,60
185859001.32246,-1018350153.2034,2747995228.0255,-3097351066.8769,1238672319.3049,60
185469896.61808,-1016675663.4607,2745195202.3219,-3095587091.1747,1238348041.9556,60
185468327.61434,-1016983008.7787,2745200244.8737,-3095670191.3928,1238407594.7737,60
185447087.91079,-1017137846.6412,2744871143.4056,-3095395548.048,1238324318.5726,60
185426430.81081,-1017133063.6064,2744722320.4262,-3095291534.1718,1238296565.28,60
185412327.79592,-1016968755.4448,2744819666.3126,-3095375717.3507,1238318263.5917,60
185400765.76093,-1016760388.834,2745066137.5127,-3095545043.1177,1238352721.9606,60
185389271.78956,-1016667860.2877,2745320706.8758,-3095727549.9027,1238396729.3861,60
185400894.19359,-1016856978.4974,2745517149.0208,-3095803063.7225,1238388487.2025,60
185433355.78358,-1017415515.0671,2746158080.0226,-3096465996.4738,1238629938.6241,60
185511367.11543,-1018279852.4295,2747388902.7301,-3097753749.4343,1239112563.9125,60
185641206.79935,-1019308294.4658,2749448854.6635,-3099905315.8142,1239926851.4927,60
186580271.61956,-1019816292.8245,2748027227.0381,-3097260121.2327,1238514070.5798,60
186186443.8806,-1018048286.012,2744910372.8947,-3095079632.4692,1238017003.2963,60
186162283.55452,-1018347414.3842,2745110224.9949,-3095438746.5435,1238231220.9494,60
186123377.23394,-1018515299.68,2744997493.743,-3095434805.3004,1238291485.8037,60
186098421.74864,-1018538285.7947,2744939497.0686,-3095407526.286,1238293849.3419,60
186095132.63959,-1018404194.9457,2744963361.6317,-3095350002.7598,1238223541.8254,60
186103234.67683,-1018211448.3538,2745045284.3445,-3095285124.8554,1238120827.7639,60
186107333.16818,-1018132700.9829,2745224911.0137,-3095374327.884,1238104869.9534,60
186115658.63313,-1018338076.2771,2745524716.6849,-3095606042.3461,1238173295.6651,60
186135596.36559,-1018950115.8809,2746504775.5224,-3096749923.1831,1238669146.8005,60
186189606.65947,-1019768175.4216,2747705718.8817,-3097902226.2599,1239083965.9522,60
186335738.1704,-1020792583.6507,2749838246.0058,-3100246391.3884,1240031771.547,60
186674618.15236,-1019984812.1415,2748080734.5486,-3097749902.9174,1238924895.523,60
186291207.47408,-1018168238.1937,2744718014.3811,-3095141980.9141,1238200436.7194,60
186257741.55225,-1018423021.1492,2744945914.7543,-3095413760.1734,1238310439.3008,60
186209114.23215,-1018568665.2018,2744895736.1762,-3095365187.9486,1238290297.2952,60
186177767.82869,-1018606673.7144,2744888753.7036,-3095362446.6832,1238290119.6432,60
186175752.47603,-1018518188.7781,2744933978.4926,-3095401739.2656,1238305179.0927,60
186192992.74583,-1018372332.3675,2745007016.9159,-3095453866.3909,1238321736.1563,60
186207773.90769,-1018327195.9258,2745202891.3602,-3095652174.5973,1238397206.8889,60
186215999.09753,-1018537385.5102,2745561528.1415,-3095952906.766,1238488217.8427,60
186224268.25819,-1019109794.7466,2746495848.6122,-3096890061.5227,1238826983.4333,60
186258432.08914,-1019901949.505,2747867815.9411,-3098266953.5022,1239328370.7079,60
186348314.89932,-1020773024.6887,2749708990.01,-3100153517.04,1240032587.6388,60
186427926.57865,-1019430364.383,2747644538.6069,-3097236115.2933,1238744657.382,60
186069964.41426,-1017639787.9141,2744226452.1283,-3094448914.3984,1237915525.0539,60
186044785.20206,-1017892111.8865,2744585321.3032,-3094854827.9505,1238071956.8863,60
186000260.16106,-1018044160.5027,2744629330.8726,-3094886612.092,1238075251.5984,60
185964658.36389,-1018093145.8772,2744597235.8193,-3094831902.1505,1238049382.2417,60
185956223.40904,-1018023848.0753,2744566005.9039,-3094790161.716,1238036654.8969,60
185973695.21365,-1017904303.6047,2744622589.6844,-3094866785.621,1238076748.697,60
185997345.16384,-1017893496.363,2744917273.7759,-3095228922.5531,1238231532.7252,60
186012761.63267,-1018124781.9997,2745403624.4624,-3095703754.5791,1238398871.4296,60
186024603.35322,-1018796734.4307,2746728305.0486,-3097087606.6332,1238911850.738,60
186009008.77284,-1019369734.0685,2747750642.683,-3098208582.8896,1239352510.0815,60
186079536.39662,-1020156775.3097,2749426858.6269,-3099921728.4701,1239989602.6569,60
185972575.66694,-1018533241.9735,2747704605.4551,-3097687459.0968,1239045989.7875,60
185649636.61315,-1016796013.7526,2744265555.03,-3094753763.5127,1238127185.2954,60
185640316.28874,-1016997153.878,2744535211.8517,-3095054534.2271,1238243679.3303,60
185605977.74558,-1017154881.9948,2744589665.5131,-3095097471.0853,1238252076.7241,60
185570020.59773,-1017278634.3524,2744662882.996,-3095162384.7932,1238271432.0611,60
185562678.74329,-1017300803.2093,2744732640.2532,-3095229493.9665,1238297795.2671,60
185596512.97584,-1017222329.8249,2744777773.6476,-3095276225.7467,1238321838.3931,60
185649862.49416,-1017200331.5175,2744977032.8339,-3095505736.7642,1238420533.7417,60
185687201.79315,-1017415410.358,2745404451.6767,-3095909670.2881,1238561198.4033,60
185691612.22339,-1017989391.8396,2746376157.9039,-3096887348.286,1238915260.7248,60
185689560.15265,-1018733849.6634,2747637279.1897,-3098144758.4036,1239367635.6596,60
185739150.33885,-1019454150.8001,2749125782.4609,-3099666035.4365,1239932385.5134,60
185292964.20501,-1017149131.8117,2747379938.1836,-3097536848.1819,1239075096.0498,60
185019575.47529,-1015516120.0045,2744086682.8437,-3094640812.665,1238138713.9354,60
185046044.69567,-1015681740.4199,2744340521.1871,-3094921393.5494,1238247809.2919,60
185038774.11884,-1015892167.523,2744425567.1396,-3094988210.2398,1238261626.7379,60
185011975.45247,-1016160057.1819,2744546116.7265,-3095090336.9434,1238287822.2458,60
185019041.93363,-1016333477.5887,2744660513.5875,-3095198290.0525,1238325079.9369,60
185098825.90549,-1016322433.6714,2744730305.2186,-3095275590.9334,1238362507.8668,60
185223309.81824,-1016291611.3759,2744941527.0617,-3095523105.3759,1238472084.9637,60
185315084.58305,-1016508403.457,2745380932.407,-3095946464.2922,1238622916.5292,60
185324089.33988,-1017149586.1278,2746323811.0969,-3096889602.5913,1238959991.8238,60
185287417.07347,-1017974320.9121,2747488236.3838,-3098044915.8938,1239369253.4752,60
185305909.06041,-1018668726.0125,2748776161.0198,-3099363535.4812,1239857968.0701,60
184452059.9542,-1015430755.7407,2746806668.9836,-3097190052.4922,1239074144.4904,60
184242382.72142,-1013927589.3655,2743789072.2246,-3094481299.4346,1238182720.4908,60
184323817.31947,-1014021581.9631,2744012068.6553,-3094729607.6413,1238282647.1116,60
184361104.78013,-1014317410.2406,2744132952.9228,-3094818570.3634,1238297059.2362,60
184355996.22059,-1014844523.7972,2744328530.987,-3094971741.7383,1238325213.3579,60
184396827.47852,-1015293814.8581,2744525475.6239,-3095147217.7705,1238374349.295,60
184560429.33611,-1015401556.435,2744653743.6098,-3095285698.1403,1238433869.103,60
184805741.10987,-1015338036.723,2744893279.8593,-3095566725.9461,1238560974.8731,60
184989047.03904,-1015543007.609,2745346400.354,-3096004119.2931,1238717274.1643,60
185007404.63913,-1016316727.8172,2746252459.4424,-3096892268.3013,1239021232.1298,60
184919189.48967,-1017334727.4373,2747308637.0378,-3097924070.9194,1239370835.8118,60
184896011.29446,-1018058983.9258,2748380000.0142,-3099024452.4605,1239776818.1253,60
