time,fuel_temp_avg,fuel_temp_max,fuel_temp_min,heatpipe_surface_temp_avg,mod_temp_avg,mod_temp_max,mod_temp_min,monolith_temp_avg,monolith_temp_max,monolith_temp_min,power_density
0,1010.5689175182,1205.2551975946,633.54513676554,960.4840509942,1022.1791323241,1155.9700589681,875.58116925763,999.87093344347,1204.0065089019,605.02679625623,225058.45570093
1,1010.5689209949,1205.2552023542,633.54513814197,960.48405142472,1022.1791326053,1155.970059618,875.58116964935,999.87093462841,1204.006511451,605.02679686681,225058.69099976
2,1010.5847950655,1205.255207544,633.54513976075,960.76876807791,1022.1791589267,1155.9700700857,875.58117074523,999.97678282304,1204.0137440649,605.02679794337,225058.73690494
2,1010.5842781389,1205.254506523,633.54494093855,960.7687028237,1022.1791172774,1155.9699741856,875.58111408238,999.97660635305,1204.0133563134,605.0267097485,225023.75059495
2,1010.5842962995,1205.2545315764,633.54494868256,960.76870511993,1022.1791187483,1155.9699776905,875.58111629221,999.9766125548,1204.0133697836,605.02671318516,225024.98017537
2,1010.5842940478,1205.2545287041,633.54494812784,960.76870483654,1022.1791185634,1155.9699772741,875.58111613193,999.97661178623,1204.013368228,605.02671293879,225024.8281547
2,1010.5842929059,1205.2545272331,633.54494784068,960.76870469313,1022.1791184718,1155.9699770791,875.58111604978,999.97661139716,1204.0133674392,605.0267128117,225024.75117405
2,1010.5842922933,1205.2545264306,633.54494768227,960.76870461608,1022.1791184221,1155.9699769682,875.58111600443,999.97661118818,1204.0133670109,605.02671274156,225024.70987089
2,1010.5842919214,1205.2545259387,633.54494757759,960.76870456932,1022.179118392,1155.9699769013,875.5811159745,999.97661106138,1204.0133667473,605.02671269519,225024.6848
2,1010.5842917144,1205.254525662,633.54494751715,960.76870454329,1022.1791183753,1155.9699768635,875.58111595723,999.97661099079,1204.0133665994,605.02671266842,225024.67084783
2,1010.584291597,1205.2545255041,633.54494748159,960.76870452852,1022.1791183658,1155.969976842,875.58111594707,999.97661095075,1204.0133665149,605.02671265266,225024.66293317
3,1010.6154699005,1205.2909261037,633.54471412125,960.90648653884,1022.1791780216,1155.9698820212,875.58102652723,1000.0723319648,1204.0432644493,605.02656020132,225016.50192273
3,1010.6144390884,1205.2897243253,633.54431740863,960.90635643214,1022.1790949255,1155.9696906598,875.58091346954,1000.0719800988,1204.0424940159,605.02638422578,224946.73825312
3,1010.614473747,1205.2897643181,633.54433226361,960.90636081441,1022.1790977337,1155.9696973435,875.58091770921,1000.071991934,1204.0425197253,605.02639081801,224949.08510756
3,1010.6144684643,1205.28975859,633.54433085314,960.9063601494,1022.1790973017,1155.9696963704,875.58091730341,1000.0719901312,1204.0425160425,605.02639019203,224948.72843787
3,1010.6144658983,1205.2897558102,633.54433017422,960.90635982693,1022.1790970955,1155.9696959253,875.58091710914,1000.0719892566,1204.0425142566,605.0263898914,224948.55539232
3,1010.6144645245,1205.2897543089,633.54432980263,960.90635965413,1022.179096984,1155.9696956763,875.58091700283,1000.0719887881,1204.0425132914,605.02638972683,224948.46275447
3,1010.6144637113,1205.2897534102,633.5443295682,960.90635955187,1022.1790969183,1155.9696955296,875.58091693582,1000.0719885108,1204.0425127138,605.02638962298,224948.40792198
3,1010.614463265,1205.2897529138,633.54432943587,960.90635949573,1022.1790968822,1155.969695448,875.58091689802,1000.0719883586,1204.0425123948,605.02638956436,224948.37782856
3,1010.6144630148,1205.2897526339,633.54432935941,960.90635946426,1022.1790968619,1155.9696954021,875.58091687618,1000.0719882733,1204.0425122149,605.02638953048,224948.36096233
3,1010.6144628772,1205.2897524793,633.54432931642,960.90635944694,1022.1790968508,1155.9696953768,875.58091686391,1000.0719882263,1204.0425121155,605.02638951144,224948.35168189
