time,fuel_temp_avg,fuel_temp_max,fuel_temp_min,integrated_power,power_scaling,scaled_power_avg
0,873.14999999999,873.15,873.15,225000,3.673038581839e+14,12559575.685913
1,873.14999999999,873.15,873.15,-15700.910284992,3.673038581839e+14,-876430.09360926
