time,T_flow_in,T_flow_out,bypass_fraction,core_balance,coupling_its_primary,e_flow_in_m,e_flow_out,h,inlet_mdot,inlet_temp_fluid,inlet_vel_y_pp,mass_flow_OR,mass_flow_out,mass_flow_plenum,max_Tf,max_vy,num_fixed_point,outlet_pressure,plenum_fraction,power,pressure_drop,pressure_in
-197542.55,892.51169061772,942.22147759543,0.029707642062744,1707997.2376533,1,-4218931329.4856,4453911088.7529,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,58.124575781163,1956.5529858749,1854.7215476495,1039.7970425701,0.66515521092126,0,185625.85147197,0.94795365167182,236687756.50496,-307960.07955922,493585.93103119
-195084.95,892.51169061772,942.40149722312,0.030044034111899,857038.69442707,1,-4218931329.4856,4454762047.2962,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,58.782744649361,1956.5529858749,1853.8288608191,1040.649203761,0.66484927815496,0,185625.85147197,0.94749739680072,236687756.50496,-307957.25488248,493583.10635445
-190169.75,892.51169061772,942.43611829391,0.030122202516913,693383.78441578,1,-4218931329.4856,4454925702.2062,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,58.935685275594,1956.5529858749,1853.6079873067,1040.8902108757,0.66477517746139,0,185625.85147197,0.94738450769727,236687756.50496,-307956.61566815,493582.46714011
-180339.35,892.51169061772,942.44157115337,0.0301349893923,667607.94321972,1,-4218931329.4856,4454951478.0474,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,58.960703474813,1956.5529858749,1853.570838223,1040.9987227179,0.66476283403434,0,185625.85147197,0.94736552069107,236687756.50496,-307956.49034235,493582.34181432
-160678.55,892.51169061772,942.4443285245,0.030137463696875,654573.76158482,1,-4218931329.4856,4454964512.229,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,58.965544582816,1956.5529858749,1853.5603188397,1041.1321088534,0.6647590777415,0,185625.85147197,0.94736014420326,236687756.50496,-307956.42943075,493582.28090272
-140678.55,892.51169061772,942.44648530576,0.030138869290195,644378.58754689,1,-4218931329.4856,4454974707.403,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,58.968294700623,1956.5529858749,1853.5532258345,1041.2401546016,0.6647564669861,0,185625.85147197,0.94735651894736,236687756.50496,-307956.38658437,493582.23805634
-120678.55,892.51169061772,942.4483073916,0.030140051828739,635765.52943856,1,-4218931329.4856,4454983320.4611,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,58.970608399943,1956.5529858749,1853.5471892556,1041.3288916161,0.66475421393804,0,185625.85147197,0.94735343363411,236687756.50496,-307956.35255235,493582.20402432
-100678.55,892.51169061772,942.4498448,0.030141088943506,628498.15073162,1,-4218931329.4856,4454990587.8399,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,58.972637569937,1956.5529858749,1853.5419057235,1041.4030430689,0.66475221848448,0,185625.85147197,0.94735073320528,236687756.50496,-307956.32640822,493582.17788019
-80678.55,892.51169061772,942.45112973038,0.03014201389375,622424.24366814,1,-4218931329.4856,4454996661.7469,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,58.974447284099,1956.5529858749,1853.537214833,1041.4659488755,0.66475042711957,0,185625.85147197,0.94734833567731,236687756.50496,-307956.30760631,493582.15907828
-60678.55,892.51169061772,942.45218858717,0.030142849922004,617418.99372822,1,-4218931329.4856,4455001666.9969,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,58.976083017674,1956.5529858749,1853.5330005611,1041.5200360471,0.66474880094798,0,185625.85147197,0.94734618175051,236687756.50496,-307956.2956393,493582.14711126
-40678.55,892.51169061772,942.45304426891,0.03014361465167,613374.15872532,1,-4218931329.4856,4455005711.8319,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,58.977579251787,1956.5529858749,1853.529175387,1041.5670994839,0.66474731056553,0,185625.85147197,0.94734422669274,236687756.50496,-307956.29000086,493582.14147283
-20678.55,892.51169061772,942.45371735075,0.030144320788382,610192.47932202,1,-4218931329.4856,4455008893.5113,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,58.978960845679,1956.5529858749,1853.5256733699,1041.6084833709,0.66474593374616,0,185625.85147197,0.9473424368015,236687756.50496,-307956.29018176,493582.14165372
-678.55000000002,892.51169061772,942.45422664273,0.030144978078761,607785.03983742,1,-4218931329.4856,4455011300.9507,0.27052069320789,1956.5529836392,892.51168959787,0.59353455671139,58.980246869132,1956.5529858749,1853.5224435004,1041.6452125213,0.6647446532825,0,185625.85147197,0.94734078600568,236687756.50496,-307956.29566984,493582.14714181
-300,892.51169061772,942.45424928569,0.030148542015039,607678.00584847,1,-4218931329.4856,4455011407.9847,0.27052069320789,307.3832108575,873.22573178601,0.59353455671139,58.987219899299,1956.5529858749,1853.5162260805,1041.6458851281,0.66474421065785,0,189487.52436999,0.94733760826402,236687756.50496,-307956.44687901,493582.29835097
-100,5558.2489625978,930.36174672871,0.029155219121616,-33396015.274326,1,-4127765989.4907,4397849761.27,0.27052069320789,272.03034870201,873.20040431351,0.093246929330525,57.043731026233,1956.5529858749,1855.690918137,1028.4723578395,0.6657495371397,0,189735.72267535,0.94844909978617,236687756.50496,-310343.39640946,499830.92077945
-99,986.68088170071,918.00119899354,-0.32655716467693,203416991.19054,1,-648471660.64487,681742425.95929,0.27052069320789,835.93866968166,873.20040477929,0.082522381851668,-100.37818992162,307.38321120874,487.14554049574,1041.5400509679,0.17964984458393,0,106185.66191381,1.5848150540822,236687756.50496,-105180.54192172,294916.26459708
-98,284.15602661464,928.24891365296,-0.20629323904492,200508482.46796,1,-573889418.26258,610068692.29958,0.27052069320789,1701.9330862247,873.20036661101,0.25358806630657,-56.11802181638,272.03034901285,379.68788562446,1049.7354539689,0.21986435707828,0,190784.65532466,1.3957556096306,236687756.50496,-109502.71757726,215688.37949106
-97.75,428.88992497561,940.92807841625,0.065152273507535,99902984.998805,1,-1763539760.0533,1900324531.5594,0.27052069320789,1604.3415367177,873.2003487699,0.51629376169816,54.463304904858,835.93867063686,751.42648943913,1049.4113947046,0.30203251400341,0,272904.39311362,0.89890145752757,236687756.50496,-155284.58210025,346069.23742491
-97.625,926.31682977745,942.60995470092,0.11123312012218,-48715543.504531,1,-3590486615.873,3875889915.8825,0.27052069320789,1392.5730448395,873.20033914176,0.48668865641361,189.31132763627,1701.9330881695,1391.4335158586,1047.9167027193,0.4919518139068,0,457857.9097821,0.81756064649707,236687756.50496,-287983.86120325,560888.25431687
-97.5,1005.9878587721,941.13770333272,0.06900049197964,-26643524.200209,1,-3384602366.5575,3647933647.2626,0.27052069320789,764.26266995463,873.20032984143,0.42244714647067,110.70035546338,1604.3415385509,1424.6016080447,1047.2409431662,0.50196096499008,0,184437.68886332,0.8879665419194,236687756.50496,-245496.98424878,703354.89403088
-97.25,1591.0697869671,937.88293473055,0.028398149863182,19065947.331061,1,-2937844508.2274,3155466317.4013,0.27052069320789,485.39111690031,873.20030107772,0.23184463125494,39.546498067968,1392.5730464307,1332.1812566021,1047.059365478,0.46829924564829,0,130450.91499266,0.95663294648458,236687756.50496,-211307.148587,395744.83745032
-97,1374.8797022309,931.07605208174,-0.096639509035661,129822577.59593,1,-1612328216.5549,1719193395.4639,0.27052069320789,701.47909684177,873.20027469781,0.14724692037995,-73.857969283094,764.26267082792,900.59561579587,1049.7399034521,0.31685558366422,0,61297.659562881,1.1783849325262,236687756.50496,-132145.85770846,262596.77270111
-96.75,604.21423675457,926.68528755578,-0.17392528644646,173965617.72269,1,-1024006275.5476,1086728414.3299,0.27052069320789,1182.194953302,873.20020887904,0.21279877839642,-84.421789141918,485.39111745495,639.69284696338,1052.4171467375,0.22591795157455,0,136065.90247496,1.3178915393374,236687756.50496,-115986.21400673,177283.87356961
-96.5,518.130865705,932.96314929707,-0.020433637088593,135403108.80802,1,-1479876574.1208,1581161221.8178,0.27052069320789,1449.1525491677,873.20010376284,0.3586274245686,-14.333769306477,701.47909764332,739.30794236118,1053.6770652299,0.26108646108999,0,228465.10393592,1.0539272586239,236687756.50496,-138238.68230904,274304.584784
-96.375,712.34236703624,938.15230414344,0.075558475342025,51172385.287105,1,-2494019301.0829,2679534672.3008,0.27052069320789,1380.2555811431,873.20005000197,0.43961095000741,89.324848330602,1182.1949546528,1038.2853379962,1053.0141281556,0.36534213112531,0,339369.13706324,0.87826913311528,236687756.50496,-198599.80962152,427064.91355744
-96.25,916.78678726421,938.45564342648,0.0789931902282,8217968.3503438,1,-3057206592.8927,3285676381.0473,0.27052069320789,1049.3987087378,873.20000457073,0.41871055440494,114.47318311689,1449.1525508236,1261.3639841004,1052.0630466025,0.44312650793399,0,291210.06719289,0.87041490792913,236687756.50496,-230339.07022979,569708.20729302
-96,1148.5045398901,936.42765413528,0.043548818652851,25842672.339263,1,-2911857861.6345,3122702945.8002,0.27052069320789,597.82063477263,873.19993192572,0.3183427193705,60.108500066471,1380.2555827203,1283.1164706278,1051.3385618096,0.4509817413517,0,153890.99355236,0.92962237334261,236687756.50496,-211539.10918198,502749.17637487
-95.75,1532.7923272978,932.63150836583,-0.013189394509448,86008070.640781,1,-2213865075.1048,2364544760.969,0.27052069320789,688.96783644268,873.19985600146,0.18135323112626,-13.840933583064,1049.3987099369,1084.1230212358,1052.5792323259,0.38137012350703,0,108769.8476449,1.0330897217332,236687756.50496,-164958.60592946,318849.59948183
-95.65,757.67962622168,924.56357302821,-0.17605647830459,162501359.9802,1,-1261192812.9919,1335379209.5166,0.27052069320789,817.02181851572,873.1998139113,0.20900339669351,-105.25019573615,597.82063545574,786.90614318788,1053.9981631038,0.27701153814525,0,12000.862757656,1.3162913698822,236687756.50496,-112366.93285243,221136.78049733
-95.55,736.34090745947,928.8385853482,-0.079366157416535,144074445.66535,1,-1453481514.8203,1546094825.6599,0.27052069320789,1158.417574586,873.19976229745,0.24784950212506,-54.680729824522,688.96783722994,794.12260240396,1054.969449412,0.27950126428654,0,208254.92385621,1.1526265225918,236687756.50496,-136680.27544816,148681.13820582
-95.35,615.86018218856,932.24660635428,-0.011625336037486,120133731.63182,1,-1723630592.6205,1840184617.4936,0.27052069320789,1294.0874965846,873.1997028634,0.35141438405605,-9.4981532010564,817.02181944931,846.49228660735,1055.9303046153,0.29805146992402,0,223200.8376611,1.0360705998989,236687756.50496,-147459.74452568,355714.66838189
-95,781.65493890154,936.41205064563,0.039206103960556,59773028.544908,1,-2443856197.5118,2620770925.4719,0.27052069320789,1148.5484706613,873.19975196877,0.39257084017344,45.41703991085,1158.4175759097,1085.488698763,1054.9183064497,0.38226113075528,0,241284.57693982,0.93704439688819,236687756.50496,-185793.33050996,408994.16817106
-94.8,983.84779676228,936.96797784333,0.044224065969307,37315416.575861,1,-2730072467.7208,2929444807.6499,0.27052069320789,957.13973397515,873.19983928134,0.34842051970783,57.229810884408,1294.0874980633,1199.6141714639,1054.1627309115,0.42249274129706,0,223410.54048041,0.92699618322503,236687756.50496,-202513.46826378,443798.0452036
-94.4,1047.8222829273,935.54436856243,0.011522027007938,63688351.863389,1,-2423036216.1803,2596035620.8219,0.27052069320789,772.56895732842,873.20006567553,0.29035528936157,13.233606514006,1148.5484719737,1130.6098732649,1053.9473009201,0.39865854705072,0,157857.50055543,0.98438150487641,236687756.50496,-179920.86741136,403331.40789177
-94.3,1081.812143233,933.11063900528,-0.029811551450499,98147575.177229,1,-2019231142.527,2157771323.8548,0.27052069320789,838.22876637152,873.20013422221,0.23436440385274,-28.533820457322,957.13973506884,1014.9658288352,1054.6591173568,0.35792717303655,0,109908.91796566,1.0604155189129,236687756.50496,-152931.32934772,310788.82990315
-94.2,804.8009625417,930.63188193417,-0.077118592843992,129489871.54161,1,-1629851280.3024,1737049165.2657,0.27052069320789,968.70203230727,873.20021014616,0.25428278376887,-59.579430932197,772.56895821121,885.05893253063,1055.8258416796,0.31212844235977,0,109406.56167685,1.1456050921071,236687756.50496,-135073.26124121,244982.17920687
-94,755.58996613147,933.31754850912,-0.02632164905264,114940485.35142,1,-1768370750.4506,1890118021.6041,0.27052069320789,1248.2635397204,873.20035270918,0.29386279652979,-22.06356343947,838.22876732933,888.45012603428,1057.3002779874,0.31342378927508,0,211644.9547343,1.0599136663669,236687756.50496,-148255.78119831,257662.34287517
