time,T_flow_in,T_flow_out,bypass_fraction,core_balance,coupling_its_primary,e_flow_in_m,e_flow_out,h,inlet_mdot,inlet_temp_fluid,inlet_vel_y_pp,mass_flow_OR,mass_flow_out,mass_flow_plenum,max_Tf,max_vy,num_fixed_point,outlet_pressure,plenum_fraction,power,pressure_drop,pressure_in
-200000,-0,873.15,0,0,0,0,8575233563.1164,0,976,873.15,0.2960766880296,2694.361144661,4064.996438599,842.90405776936,0,0,0,200000,0,236687756.50496,0,200000
-199999.85,873.15000099772,873.3140084983,1.2220686376465e-06,236301021.84139,1,-2058901672.7526,2059288407.4162,0.27052069320789,976,873.15,0.2960766880296,0.0011927389917059,976.00000111524,836.83942364539,875.47197281784,0.30142377626319,0,200000,0.85741744127988,236687756.50496,-193042.57804941,393042.57804941
-199999.55,873.15000099772,873.28259661048,3.1298306739928e-08,236375091.57555,1,-2058901672.7526,2059214337.682,0.27052069320789,976,873.15,0.2960766880296,3.0547147413075e-05,976.00000111524,938.21161307747,878.98063996498,0.33308495940607,0,200000,0.9612823893498,236687756.50496,-214291.68832809,414291.68832809
-199998.95,873.15000099772,873.93711554639,1.9367165891165e-08,234831725.45061,1,-2058901672.7526,2060757703.807,0.27052069320789,976,873.15,0.2960766880296,1.8902353931376e-05,976.00000111524,986.48722170699,883.29174668201,0.35483967246755,0,200000,1.010745103053,236687756.50496,-213850.85351653,413850.85351653
-199997.75,873.15000099772,878.0952640645,1.428609940391e-08,225026744.70332,1,-2058901672.7526,2070562684.5543,0.27052069320789,976,873.15,0.2960766880296,1.3943233034149e-05,976.00000111524,1000.505091195,890.25935753027,0.36159358510245,0,200000,1.0251076742334,236687756.50496,-213461.3039038,413461.3039038
-199995.35,873.15000099772,888.83805998851,9.8242081159281e-09,199695060.00081,1,-2058901672.7526,2095894369.2568,0.27052069320789,976,873.15,0.2960766880296,9.5884271321022e-06,976.00000111524,1005.2516780543,904.64190687363,0.36280109898568,0,200000,1.0299709804361,236687756.50496,-212943.46812959,412943.46812959
-199990.55,873.15000099772,906.58039000827,3.3731441964541e-09,157858361.88915,1,-2058901672.7526,2137731067.3685,0.27052069320789,976,873.15,0.2960766880296,3.2921887395011e-06,976.00000111524,1009.0629569361,931.22158186427,0.36289271760424,0,200000,1.0338759792859,236687756.50496,-212297.23673972,412297.23673972
-199980.95,873.15000099772,929.31564768054,-4.8102080680968e-09,104248260.47255,1,-2058901672.7526,2191341168.785,0.27052069320789,976,873.15,0.2960766880296,-4.694763079827e-06,976.00000111524,1012.1213242433,971.98047502439,0.36123739147708,0,200000,1.037009552343,236687756.50496,-211664.18808023,411664.18808023
-199961.75,873.15000099772,948.4434711909,-1.2197346485614e-08,59144546.538417,1,-2058901672.7526,2236444882.7192,0.27052069320789,976,873.15,0.2960766880296,-1.1904610183562e-05,976.00000111524,1012.3798164064,1030.3395752385,0.35804343647659,0,200000,1.0372744008705,236687756.50496,-211270.24926699,411270.24926699
-199942.55,873.15000099772,955.36511682436,-1.5491925293508e-08,42823195.369719,1,-2058901672.7526,2252766233.8879,0.27052069320789,976,873.15,0.2960766880296,-1.5120119103741e-05,976.00000111524,1008.9234996901,1104.4316875852,0.35490467522085,0,200000,1.0337330927636,236687756.50496,-211155.32482735,411155.32482735
-199923.35,873.15000099772,958.47193866098,-1.6136328827742e-08,35497259.761463,1,-2058901672.7526,2260092169.4961,0.27052069320789,976,873.15,0.2960766880296,-1.5749056953872e-05,976.00000111524,1005.7999567464,1167.3602444841,0.35379891831387,0,200000,1.0305327413905,236687756.50496,-211127.92367874,411127.92367874
-199904.15,873.15000099772,960.19703771403,-1.6139126568045e-08,31429448.588127,1,-2058901672.7526,2264159980.6695,0.27052069320789,976,873.15,0.2960766880296,-1.5751787548411e-05,976.00000111524,1004.0821735237,1187.783104128,0.35366492740673,0,200000,1.0287727175987,236687756.50496,-211127.4709193,411127.4709193
-199884.95,873.15000099772,961.5088317252,-1.6167063655594e-08,28336217.317555,1,-2058901672.7526,2267253211.94,0.27052069320789,976,873.15,0.2960766880296,-1.577905414589e-05,976.00000111524,1004.2169651766,1193.9797875157,0.3537954173018,0,200000,1.0289108238004,236687756.50496,-211136.30051899,411136.30051899
-199846.55,873.15000099772,963.06278277085,-1.6424301081398e-08,24671975.884504,1,-2058901672.7526,2270917453.3731,0.27052069320789,976,873.15,0.2960766880296,-1.6030117873761e-05,976.00000111524,1005.0169666761,1194.5933371782,0.3541692896908,0,200000,1.0297304974669,236687756.50496,-211155.15828226,411155.15828226
-199769.75,873.15000099772,965.11845140221,-1.720269700256e-08,19824676.355524,1,-2058901672.7526,2275764752.9021,0.27052069320789,976,873.15,0.2960766880296,-1.6789832293683e-05,976.00000111524,1005.2590834323,1199.3864895394,0.35469472016767,0,200000,1.0299785679136,236687756.50496,-211183.19040043,411183.19040043
-199616.15,873.15000099772,967.96735526298,-1.8353792895652e-08,13106915.461688,1,-2058901672.7526,2282482513.7959,0.27052069320789,976,873.15,0.2960766880296,-1.7913301886625e-05,976.00000111524,1005.3759524511,1207.7143299515,0.35549770318875,0,200000,1.0300983107605,236687756.50496,-211219.75527487,411219.75527487
-199308.95,873.15000099772,970.90278223956,-1.9564875556154e-08,6185131.6761799,1,-2058901672.7526,2289404297.5814,0.27052069320789,976,873.15,0.2960766880296,-1.9095318564626e-05,976.00000111524,1005.5032149794,1216.3577611966,0.35654974531224,0,200000,1.0302287026951,236687756.50496,-211260.77417963,411260.77417963
