time,pp00_inlet_mfr,pp01_outlet_mfr,pp02_inlet_pressure,pp03_total_power,pp04_T_oulet,pp05_rpv_temp,pp06_rpv_temp_max
5244.81,-63.405456681921,63.405456681932,5941756.2896042,200000000,1139.2322162884,404.44497641691,508.53974267889
