time,clad_temp_max,clad_temp_min,duct_temp_avg,duct_temp_max,duct_temp_min,flux_integral_duct,flux_integral_rod,fuel_temp_max,fuel_temp_min,gap_temp_max,gap_temp_min,heat_flux_l2_difference,heat_source_duct,heat_source_rod,heat_source_rod_duct,nek_bulk_temp_pp,reflB_temp_max,reflB_temp_min,reflT_temp_max,reflT_temp_min
0.0009106239460371,740.68991150548,694.07648475321,0.50519810025995,695.50693064119,693.21989693238,4146.3327757082,207407.76863196,1523.3775635417,730.20729273657,1525.3306329332,938.74210695203,2236.4851038259,4365.6850594783,203937.00787402,208302.69293349,289200.5880958,750.54018633783,679.01970711485,750.54018653426,679.0197168015
