time,Tfluid_core,Tfuel_avg,Tfuel_max,Tmod_avg,Tmod_max,Tsolid_core,UnscaledTotalPower,decay_power,dt,dt_max_pp,init_prompt_power,max_T_solid,power_peak,power_scaling,prompt_power,total_power
0,0,0,0,0,0,0,1.1984882199606e-10,16065000,0,0,233935000,0,0,1.9519173914591e+18,233935000,250000000
0.1,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16065000,0.1,1,233935000,1113.5779297401,1.9892536375542,1.9519173914591e+18,233803922.68133,249868922.68133
0.2,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16064891.293846,0.1,1,233935000,1113.5779297401,1.9885133880179,1.9519173914591e+18,233708916.62273,249773807.91658
0.3,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16064751.80721,0.1,1,233935000,1113.5779297401,1.9879566412908,1.9519173914591e+18,233638243.71023,249702995.51744
0.4,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16064590.540315,0.1,1,233935000,1113.5779297401,1.9875308275746,1.9519173914591e+18,233584440.09821,249649030.63852
0.5,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16064413.793458,0.1,1,233935000,1113.5779297401,1.9871975573618,1.9519173914591e+18,233542451.44529,249606865.23875
0.6,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16064226.011777,0.1,1,233935000,1113.5779297401,1.9869299138274,1.9519173914591e+18,233508811.91026,249573037.92204
0.7,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16064030.355726,0.1,1,233935000,1113.5779297401,1.9867091438205,1.9519173914591e+18,233481126.37057,249545156.7263
0.8,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16063840.340301,0.1,1,233935000,1113.5779297401,1.9867076497084,1.9519173914591e+18,233481126.37057,249544966.71087
0.9,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16063655.76979,0.1,1,233935000,1113.5779297401,1.986706198412,1.9519173914591e+18,233481126.37057,249544782.14036
1,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16063462.210587,0.1,1,233935000,1113.5779297401,1.9864691138998,1.9519173914591e+18,233451500.33806,249514962.54865
1.1,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16063274.14502,0.1,1,233935000,1113.5779297401,1.9864676339074,1.9519173914591e+18,233451500.33806,249514774.48308
1.2,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16063091.383,0.1,1,233935000,1113.5779297401,1.9864661956545,1.9519173914591e+18,233451500.33806,249514591.72106
1.3,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16062899.435645,0.1,1,233935000,1113.5779297401,1.9862281313133,1.9519173914591e+18,233421748.07385,249484647.50949
1.4,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16062712.852988,0.1,1,233935000,1113.5779297401,1.9862266618721,1.9519173914591e+18,233421748.07385,249484460.92684
1.5,652.94468914809,898.81317887,1124.6497017131,885.82447768094,1121.446610018,669.98273577458,1.1984882199606e-10,16062531.449911,0.1,1,233935000,1113.5779297401,1.9862252332275,1.9519173914591e+18,233421748.07385,249484279.52376
