time,clad_temp_max,clad_temp_min,eigenvalue,fluid_density,gap_temp_max,gap_temp_min,innerfuel_temp_max,innerfuel_temp_min,integrated_power,nek_bulk_temp_max,nek_bulk_temp_min,nek_bulk_temp_pp,outerfuel1_temp_max,outerfuel1_temp_min,outerfuel2_temp_max,outerfuel2_temp_min,outerfuel3_temp_max,outerfuel3_temp_min,outerfuel4_temp_max,outerfuel4_temp_min,outerfuel5_temp_max,outerfuel5_temp_min,outerfuel6_temp_max,outerfuel6_temp_min,power_density_clad,power_density_cool,power_density_duct,power_density_gap,power_density_ifl,power_density_ofl1,power_density_ofl2,power_density_ofl3,power_density_ofl4,power_density_ofl5,power_density_ofl6,power_density_pp,power_scaling
1,693.15,693.15,0.98928013040621,10556.07463,693.15,693.15,693.15,693.15,29133.858267717,693.15,693.15,0,693.15,693.15,693.15,693.15,693.15,693.15,693.15,693.15,693.15,693.15,693.15,693.15,0,0,0,0,4166.2109761792,4162.3040503527,4161.5002530226,4160.1401106356,4160.2303584784,4161.3526133002,4162.1199057478,29133.858267717,22779914529578
