time,clad_temp_max,clad_temp_min,eigenvalue,fluid_density,gap_temp_max,gap_temp_min,innerfuel_temp_max,innerfuel_temp_min,integrated_power,nek_bulk_temp_max,nek_bulk_temp_min,nek_bulk_temp_pp,outerfuel1_temp_max,outerfuel1_temp_min,outerfuel2_temp_max,outerfuel2_temp_min,outerfuel3_temp_max,outerfuel3_temp_min,outerfuel4_temp_max,outerfuel4_temp_min,outerfuel5_temp_max,outerfuel5_temp_min,outerfuel6_temp_max,outerfuel6_temp_min,power_density_clad,power_density_cool,power_density_duct,power_density_gap,power_density_ifl,power_density_ofl1,power_density_ofl2,power_density_ofl3,power_density_ofl4,power_density_ofl5,power_density_ofl6,power_density_pp,power_scaling
1,693.15,693.15,0.98108702950677,10556.07463,693.15,693.15,693.15,693.15,29133.858267717,693.15,693.15,0,693.15,693.15,693.15,693.15,693.15,693.15,693.15,693.15,693.15,693.15,693.15,693.15,137.01216131699,29.218298088817,320.39904120446,0,4088.217720393,4082.956096283,4085.9836367417,4087.2995157681,4086.5559302064,4083.7497818206,4081.4466474115,29104.639969628,21787015874650
2,699.43239022868,693.65964725077,1.0020383939639,10555.97606459,818.10939157758,711.50836036459,815.25806472045,697.26249095979,29133.858267717,693.81528646687,693.14865891703,289200.5880958,815.09209016962,697.25818568359,815.2272594806,697.2605796033,815.22792036639,697.26228171919,815.19802760277,697.26177157254,815.09874802453,697.25937830612,815.02771639178,697.25763098736,137.98469352931,29.251049099656,322.92290217741,0,4092.2757583755,4083.2834026309,4082.7278371676,4084.0857149153,4084.8418342539,4082.3922136214,4082.3586751429,29104.607218617,21409671850189
