id,vel_x,vel_y,x,y,z
0,-0.00088811548465308,2.9151104337623e-08,0.995,0,0
0.01,-0.00088811548465308,2.9151104337623e-08,0.995,0.01,0
0.02,-0.0026225891451776,1.1000404736401e-06,0.995,0.02,0
0.03,-0.0043172168257066,3.1265093658139e-06,0.995,0.03,0
0.04,-0.0059738348968265,5.9988840483141e-06,0.995,0.04,0
0.05,-0.0075942086724028,9.6238361812781e-06,0.995,0.05,0
0.06,-0.0091800375699287,1.3921835828048e-05,0.995,0.06,0
0.07,-0.010732957383052,1.8822297237715e-05,0.995,0.07,0
0.08,-0.012254542374566,2.4263424763835e-05,0.995,0.08,0
0.09,-0.013746307451732,3.0192259276572e-05,0.995,0.09,0
0.1,-0.015209710237959,3.6564403751273e-05,0.995,0.1,0
0.11,-0.016646153043297,4.3343748142216e-05,0.995,0.11,0
0.12,-0.018056984746029,5.0502234586337e-05,0.995,0.12,0
0.13,-0.019443502589441,5.8019638301418e-05,0.995,0.13,0
0.14,-0.020806953895297,6.5883360315071e-05,0.995,0.14,0
0.15,-0.022148537696191,7.4088232973053e-05,0.995,0.15,0
0.16,-0.023469406288933,8.2636337679937e-05,0.995,0.16,0
0.17,-0.024770666710937,9.1536834147882e-05,0.995,0.17,0
0.18,-0.026053382141442,0.00010080580040547,0.995,0.18,0
0.19,-0.02731857322933,0.00011046608299728,0.995,0.19,0
0.2,-0.028567219349243,0.00012054715662186,0.995,0.2,0
0.21,-0.029800259787676,0.00013108499262056,0.995,0.21,0
0.22,-0.031018594860673,0.00014212193561853,0.995,0.22,0
0.23,-0.03222308696473,0.00015370658764012,0.995,0.23,0
0.24,-0.033414561562491,0.00016589369905595,0.995,0.24,0
0.25,-0.034593808104822,0.00017874406568387,0.995,0.25,0
0.26,-0.035761580890803,0.00019232443131578,0.995,0.26,0
0.27,-0.0369185998672,0.00020670739508192,0.995,0.27,0
0.28,-0.038065551368962,0.00022197132285548,0.995,0.28,0
0.29,-0.039203088802268,0.00023820026210858,0.995,0.29,0
