id,vel_x,vel_y,x,y,z
0,-6.7538427543288e-07,0.0021282327497395,0,0.995,0
0.01,-6.7538427543288e-07,0.0021282327497395,0.01,0.995,0
0.02,-8.3818046014887e-05,0.006277407757177,0.02,0.995,0
0.03,-0.00024722289449907,0.010318055793048,0.03,0.995,0
0.04,-0.00048787825432065,0.014249130315278,0.04,0.995,0
0.05,-0.00080291188191564,0.01806976833053,0.05,0.995,0
0.06,-0.0011895488003815,0.021779282806848,0.06,0.995,0
0.07,-0.0016450106248723,0.025377156732952,0.07,0.995,0
0.08,-0.0021665233972171,0.028863037091493,0.08,0.995,0
0.09,-0.002751329481107,0.032236728555212,0.09,0.995,0
0.1,-0.0033966915453094,0.035498187044861,0.1,0.995,0
0.11,-0.0040998961157216,0.038647513178954,0.11,0.995,0
0.12,-0.0048582575308111,0.04168494562398,0.12,0.995,0
0.13,-0.0056691217452842,0.04461085436312,0.13,0.995,0
0.14,-0.0065298699067103,0.047425733904307,0.14,0.995,0
0.15,-0.0074379217311536,0.050130196448585,0.15,0.995,0
0.16,-0.0083907386715033,0.052724965040088,0.16,0.995,0
0.17,-0.0093858268670485,0.055210866719152,0.17,0.995,0
0.18,-0.010420739867234,0.057588825699966,0.18,0.995,0
0.19,-0.011493081124906,0.059859856593818,0.19,0.995,0
0.2,-0.012600506255964,0.062025057698457,0.2,0.995,0
0.21,-0.013740725063986,0.064085604373319,0.21,0.995,0
0.22,-0.014911503330042,0.066042742519485,0.22,0.995,0
0.23,-0.016110664369362,0.067897782182208,0.23,0.995,0
0.24,-0.017336090357937,0.069652091292658,0.24,0.995,0
0.25,-0.018585723433356,0.071307089564335,0.25,0.995,0
0.26,-0.019857566575337,0.072864242558302,0.26,0.995,0
0.27,-0.021149684272406,0.074325055929965,0.27,0.995,0
0.28,-0.022460202982043,0.075691069868848,0.28,0.995,0
0.29,-0.023787311392412,0.076963853741328,0.29,0.995,0
0.3,-0.025129260494382,0.078145000944961,0.3,0.995,0
0.31,-0.026484363473112,0.079236123981634,0.31,0.995,0
0.32,-0.027850995428851,0.080238849755427,0.32,0.995,0
0.33,-0.029227592936943,0.0811548150998,0.33,0.995,0
0.34,-0.030612653457197,0.081985662537434,0.34,0.995,0
0.35,-0.032004734602957,0.082733036274854,0.35,0.995,0
0.36,-0.033402453280162,0.083398578432877,0.36,0.995,0
0.37,-0.034804484706735,0.083983925512802,0.37,0.995,0
0.38,-0.036209561322447,0.08449070509731,0.38,0.995,0
0.39,-0.037616471599264,0.084920532784106,0.39,0.995,0
0.4,-0.039024058761964,0.085275009349484,0.4,0.995,0
0.41,-0.040431219428505,0.085555718138248,0.41,0.995,0
0.42,-0.041836902179327,0.085764222675738,0.42,0.995,0
0.43,-0.043240106064408,0.085902064497059,0.43,0.995,0
0.44,-0.044639879056524,0.085970761188108,0.44,0.995,0
0.45,-0.046035316458738,0.085971804632526,0.45,0.995,0
0.46,-0.047425559273739,0.085906659458275,0.46,0.995,0
0.47,-0.048809792542237,0.085776761677251,0.47,0.995,0
0.48,-0.050187243657121,0.085583517511025,0.48,0.995,0
0.49,-0.051557180659714,0.085328302395656,0.49,0.995,0
0.5,-0.052918910523978,0.085012460158324,0.5,0.995,0
0.51,-0.054271777434087,0.084637302358448,0.51,0.995,0
0.52,-0.055615161060371,0.08420410778592,0.52,0.995,0
0.53,-0.056948474838201,0.083714122109049,0.53,0.995,0
0.54,-0.058271164253981,0.083168557664891,0.54,0.995,0
0.55,-0.05958270514203,0.082568593384669,0.55,0.995,0
0.56,-0.060882601995739,0.08191537484714,0.56,0.995,0
0.57,-0.062170386296047,0.08121001445287,0.57,0.995,0
0.58,-0.063445614859938,0.080453591712577,0.58,0.995,0
0.59,-0.064707868211308,0.079647153642855,0.59,0.995,0
0.6,-0.06595674897631,0.078791715262852,0.6,0.995,0
0.61,-0.067191880304929,0.077888260185643,0.61,0.995,0
0.62,-0.068412904320338,0.076937741298342,0.62,0.995,0
0.63,-0.069619480597313,0.075941081525205,0.63,0.995,0
0.64,-0.070811284670762,0.074899174668275,0.64,0.995,0
0.65,-0.071988006575248,0.073812886320348,0.65,0.995,0
0.66,-0.073149349416188,0.072683054845368,0.66,0.995,0
0.67,-0.074295027973232,0.071510492421602,0.67,0.995,0
0.68,-0.07542476733622,0.070295986143223,0.68,0.995,0
0.69,-0.076538301573976,0.069040299176231,0.69,0.995,0
0.7,-0.077635372436083,0.067744171964893,0.7,0.995,0
0.71,-0.078715728087697,0.066408323485186,0.71,0.995,0
0.72,-0.07977912187742,0.065033452541943,0.72,0.995,0
0.73,-0.080825311138146,0.063620239106731,0.73,0.995,0
0.74,-0.081854056020791,0.062169345693661,0.74,0.995,0
0.75,-0.082865118360797,0.060681418770664,0.75,0.995,0
0.76,-0.083858260577255,0.059157090203908,0.76,0.995,0
0.77,-0.08483324460455,0.057596978733337,0.77,0.995,0
0.78,-0.085789830856397,0.056001691477453,0.78,0.995,0
0.79,-0.086727777222207,0.054371825465728,0.79,0.995,0
0.8,-0.087646838095749,0.052707969197161,0.8,0.995,0
0.81,-0.088546763436122,0.05101070422371,0.81,0.995,0
