time,HeaterAve_R10,HeaterAve_R14,HeaterAve_R18,HeaterAve_R22,HeaterAve_R26,HeaterAve_R30,HeaterAve_R34,HeaterAve_R38,HeaterAve_R42,HeaterAve_R6,Heater_R10,Heater_R14,Heater_R18,Heater_R22,Heater_R26,Heater_R30,Heater_R34,Heater_R38,Heater_R42,Heater_R6,PipeHeatRemovalRate_R12,PipeHeatRemovalRate_R16,PipeHeatRemovalRate_R2,PipeHeatRemovalRate_R20,PipeHeatRemovalRate_R24,PipeHeatRemovalRate_R28,PipeHeatRemovalRate_R32,PipeHeatRemovalRate_R36,PipeHeatRemovalRate_R4,PipeHeatRemovalRate_R40,PipeHeatRemovalRate_R44,PipeHeatRemovalRate_R46,PipeHeatRemovalRate_R8,R12C_F,R12C_T_in,R12C_T_out,R12C_V_in,R16C_T_in,R16C_T_out,R16C_V_in,R16_F,R20C_F,R20C_T_in,R20C_T_out,R20C_V_in,R24C_F,R24C_T_in,R24C_T_out,R24C_V_in,R28C_F,R28C_T_in,R28C_T_out,R28C_V_in,R2C_F,R2C_T_in,R2C_T_out,R2C_V_in,R32C_F,R32C_T_in,R32C_T_out,R32C_V_in,R36C_F,R36C_T_in,R36C_T_out,R36C_V_in,R40C_F,R40C_T_in,R40C_T_out,R40C_V_in,R44C_F,R44C_T_in,R44C_T_out,R44C_V_in,R46C_F,R46C_T_in,R46C_T_out,R46C_V_in,R4C_F,R4C_T_in,R4C_T_out,R4C_V_in,R52C_F,R52C_T_in,R52C_T_out,R52C_V_in,R54C_F,R54C_T_in,R54C_T_out,R54C_V_in,R54_E,R56C_F,R56C_T_in,R56C_T_out,R56C_V_in,R56_E,R8C_F,R8C_T_in,R8C_T_out,R8C_V_in,ave_R1,ave_R11,ave_R13,ave_R15,ave_R17,ave_R19,ave_R21,ave_R23,ave_R25,ave_R27,ave_R29,ave_R3,ave_R31,ave_R33,ave_R35,ave_R37,ave_R39,ave_R41,ave_R43,ave_R45,ave_R47,ave_R49,ave_R5,ave_R7,ave_R9,inpipe_F,inpipe_Tin,inpipe_V,max_R1,max_R11,max_R13,max_R15,max_R17,max_R19,max_R21,max_R23,max_R25,max_R27,max_R29,max_R3,max_R31,max_R33,max_R35,max_R37,max_R39,max_R41,max_R43,max_R45,max_R47,max_R49,max_R5,max_R7,max_R9,outpipe_E,outpipe_F,outpipe_Tout
0,1098.3906647628,1249.6654570152,1140.7005313846,1213.9523586148,1165.6981156859,1219.2251471608,1116.9367214041,1141.0958539086,1070.3450726512,1136.8587141091,1245.342004095,1368.9472403533,1278.5820763727,1339.9218989933,1298.7785772388,1341.8609844373,1254.037744521,1268.5516881939,1196.3883594698,1270.7963559996,186820.80395454,218850.84913141,22148.398210787,218875.41751918,250053.45734432,280195.23639268,265161.99689744,277663.56514302,54701.245300643,158390.15358193,85920.700913855,66648.15191961,102499.27605267,-0.078050223865762,499.78466085166,960.74732127646,-16.273721115565,499.78270273184,963.96739448083,-16.22698142583,-0.090797438531236,-0.090785421029881,499.78264278015,964.08095309661,-16.224831681523,-0.10374925416958,499.78249770417,963.93857542744,-16.223965949434,-0.11690434027867,499.78302519308,961.36098692155,-16.249897147835,-0.025869884090692,499.833549691,664.71701470105,-22.477086342275,-0.1109219289932,499.78333611228,960.15464525245,-16.060773814472,-0.11877756394548,499.78672978245,949.98439663177,-16.0122463342,-0.065820381853208,499.78824260059,963.21767178596,-14.099857702456,-0.038859749650174,499.80224524541,925.61056630216,-13.504464653119,-0.095800382165217,499.83365491821,633.82158363329,-19.976719435199,-0.022963619712935,499.79753531915,958.54303586717,-13.811873525937,1.0005116248374,499.99669053781,499.97597699482,5.2384987634462,0.024996681118324,300.86702071746,390.29426461063,0.008021568565792,2293.9631136965,0.99824991,313.15,316.70170038077,0.0118,14834.307505511,-0.041211438015137,499.78273039329,978.77211963973,-14.482046967217,629.15533127459,923.39299672202,947.93601094944,949.99099832584,934.67906126352,934.42326670363,947.41426658798,947.08041810493,938.87478434701,937.22783361297,943.90897795541,742.02192248599,941.52234698763,922.70801717636,914.99100094456,912.51195139523,906.86740075655,886.59447664232,868.47081183242,704.70247038415,589.01223774584,546.594432909,899.45015280858,918.96746142819,920.24551546565,1.000511624151,500,21.905,717.66505855661,1165.617118545,1217.5573945544,1217.5604849619,1181.4070596746,1181.403274464,1209.5763508387,1209.5720789598,1190.0344578874,1190.0264492575,1204.4000169925,1043.3848665087,1204.3888011008,1160.7342540398,1160.7082941916,1155.1079903155,1155.1538436339,1101.0144742214,1100.9055585539,1012.8733681433,662.42187421167,599.17707633489,1164.6830390916,1164.7400496772,1165.6169528036,2186843.3283238,1.0005116271972,920.92968092746
