time,eigenvalue,fuel_temp_avg,fuel_temp_max,fuel_temp_min,integrated_power,mod_temp_avg,mod_temp_max,mod_temp_min,power_scaling,scaled_power_avg
0,0,0,0,0,345599.99999999,0,0,0,2.3790636163116e+32,2182696.3624031
1,1.0758902904545,845.02718497939,871.40264959932,818.15663710783,345600,842.92427493542,866.27735514495,820.12857909987,1.2249650591471e+15,2182696.3624032
