time,fuel_cP,fuel_k,fuel_temp_avg,fuel_temp_max,fuel_temp_min,heatpipe_surface_temp_avg,hp_heat_integral,mod_temp_avg,mod_temp_max,mod_temp_min,monolith_cP,monolith_k,monolith_temp_avg,monolith_temp_max,monolith_temp_min,power_density,total_evap_heat_exam
-20000,0,0,0,0,0,0,4.6307765968693e-08,0,0,0,0,0,0,0,0,533118.71902011,0
-19950,1077.5047127449,23.815344175017,823.60302859521,828.6321009582,806.39449304373,819.78359919914,-6656.7745822515,821.11290799691,825.23814637152,807.87091162557,1633.305420189,35.818500806851,821.4999200482,827.25362240767,805.1816700768,533118.71902011,0
-19900,1084.2374443593,23.744797551601,837.01795900926,845.13575901848,810.69336381292,830.9933289283,-174937.74807531,834.62010154184,841.51144154638,813.03484220164,1647.3599399809,35.708900432124,834.11856377534,843.60418713891,809.0756164245,533118.71902011,-187628.36425998
