time,eigenvalue,fuel_temp_avg,fuel_temp_max,fuel_temp_min,integrated_power,mod_temp_avg,mod_temp_max,mod_temp_min,power_scaling,scaled_power_avg
0,0,873.15000000006,873.15,873.15,345599.99999999,873.15,873.15,873.15,2.4056231886896e+32,2182696.3624031
1,0.72932053693291,873.15000000006,873.15,873.15,345600,873.15,873.15,873.15,1.5675596999072e+15,2182696.3624032
