time,Decay_heat_tot,FRR_avg,Fiss_power_tot,NI_avg,NXe_avg,T_fuel_avg,T_fuel_max,T_fuel_max_kernel,T_mod_avg,Transient_decay_heat_tot,Tt_pow,decay_heat_scaling_factor,flux0_avg,flux1_avg,power_scaling,reactor_total_power_check,time_step_pp
0,25704000,1.5249795148687e+17,374296000,0.33222766449169,0.065317669189194,900,900,0,700,25704000,400000000,1,9.4990289862969e+17,9.0261916500724e+17,3.4390326704631e+18,400000000,0
180000,25704000,462070338298.08,1133.9338129251,0.052944726609046,0.071913937725278,900,900,0,700,1658411.7984,1211.8043611742,0.0645196,3494614241211.4,2649798412141.8,3.4390326704631e+18,1659545.7322129,180000
