burnup_limit_weight,data:Tfuel_max:value,data:Trpv_max:value,data:converged,data:eigenvalue:value,data:peaking_factor:value,data:pebble_power_max:value,enrichment,filling_factor,kernel_radius,pebble_unloading_rate,total_power
159.18192863296,900,518.1037186592,True,0.86605089139208,1.7624679734012,2864.6289494385,0.10166941144727,0.08599202678559,0.0002621889581832,0.043092349839104,212971280.21393
150.38719619952,900,505.00583941262,True,1.0183019953832,2.1198638412766,2558.8439266689,0.1645883120444,0.084076838642626,0.00029868977833218,0.023280717493643,194598460.98119
156.73124472166,900,520.15562479807,True,0.72140413827764,1.9305222109815,3551.7138187721,0.063713298678104,0.068676038574539,0.00027908251157616,0.041098126595769,216277410.24307
153.62872384757,900,507.25616665813,True,0.90656481402825,2.0960022037676,2465.8987782219,0.11614559648127,0.11286785174963,0.00025648433065547,0.029269545075539,197572871.64408
150.15474870816,900,518.4994084061,True,0.78185279690728,2.055836706853,4350.7979963073,0.095412890823962,0.067939583703476,0.00022657574670796,0.037090659856996,214104257.9926
161.4619692481,900,516.27323809491,True,0.98342637271817,1.9124616550904,2703.9295060958,0.15386710488392,0.13905094298796,0.00017342681669711,0.032671005261412,210293228.43605
152.87092356603,900,508.55751219741,True,0.94931059172562,2.0595377712208,2555.7234432982,0.13285718999792,0.097686820532832,0.00027102140473989,0.031970235733423,199418746.01952
144.76319917356,900,495.63658456537,True,0.83313285895275,1.9798300188483,2087.7906329146,0.075737771948481,0.10669838701321,0.00028669732417421,0.040431111654353,181807368.76419
153.93717693734,900,507.05135606757,True,0.87297091845276,2.1380286054799,3969.3457062341,0.11791729921624,0.05585158189495,0.00029292616267662,0.020911921807495,198334635.79387
162.67827607501,900,518.18734193511,True,1.0063300254568,2.3058362648203,2793.8637415582,0.18152722071177,0.10529906743066,0.00027576200475985,0.042960077551705,212061622.85849
152.08999916219,900,508.2144338988,True,0.94913671269324,2.5478376966702,4418.2118027146,0.17317454366525,0.062389024661527,0.00016004363190741,0.019141322193653,200166992.02315
137.32213084462,900,523.67401307436,True,0.79805549427927,2.201334006315,2343.7670748739,0.059969729633839,0.13882408549005,0.00027248338960422,0.029858360891082,219695336.56368
143.86436966294,900,494.8261453129,True,1.0615463166386,2.0083563751455,2220.6963004237,0.1679398091768,0.07836690797776,0.00028246680678234,0.049298893930134,180735710.03389
142.48460868264,900,520.62790585821,True,0.99561277227222,2.1521070778586,2596.3669640748,0.15328012053331,0.12956496607968,0.00021559622671624,0.036123350357601,215736867.28245
141.92062678021,900,496.73900449236,True,0.95688287306014,2.0479473456323,2923.9695292588,0.13597058661059,0.11399973378686,0.00015358618089889,0.023435964745143,184128744.84072
135.1078039297,900,505.42113253403,True,0.73874515194342,2.1067522648906,4075.5866872009,0.088494546771589,0.10049254793946,0.00015119123994555,0.04182569778329,196212001.50198
138.79001681468,900,508.42186285078,True,1.0489703784397,2.167822433787,2405.0798143557,0.17518470251599,0.10340727377761,0.00024958046328862,0.044264674765166,198997787.59853
147.40069195885,900,513.75595368454,True,0.77177310609012,2.1428645401007,2150.5953436908,0.051139806585064,0.13621709661101,0.00027317940208738,0.036527377575645,206151496.43537
