time,enthalpy_balance,heat_source_integral,inlet_mfr,mass_flux_weighted_Tf_out,outlet_mfr,pressure_drop
0,0,0,0,0,0,0
0.003,1173690596.0316,200000044.52336,59.593175109358,533.25,-483.27243900959,-337157.52017193
0.006,926022743.63895,200000044.52336,59.634358599175,533.25,-393.91038986872,-333304.89628566
0.0108,593981992.20742,200000044.52336,59.782851756496,533.25,-274.19869020602,-319413.11379575
0.01848,349851750.56604,200000044.52336,60.511616950912,533.25,-186.80123080246,-251222.79570092
0.030768,169311935.17123,200000044.52336,62.020250213155,533.25,-123.13853496845,-109991.1800662
0.043056,15767060.344265,200000044.52336,63.189637301888,533.25,-68.881236555657,-453.95651886892
0.055344,-162328140.0335,200000044.52336,63.8132421883,533.25,-5.215970375588,57982.494982225
0.067632,-67781294.419568,200000044.52336,64.055431179488,533.25004739351,39.587711021782,80681.731873854
0.07992,-24711172.044954,200000044.52336,64.141742681476,533.25033491401,55.221460007289,88771.887022125
0.092208,-12052006.127267,200000044.52336,64.189151024239,533.25108368769,59.838491805151,93215.699238794
0.104496,-7661255.6695349,200000044.52336,64.226858729661,533.25254227909,61.461002818189,96750.29005639
0.116784,-5562849.3737664,200000044.52336,64.256271120534,533.25499610174,62.24760849602,99507.347198094
0.129072,-4191889.7401132,200000044.52336,64.277394016477,533.25875167105,62.763174047315,101487.38606813
0.14136,-3135238.2697993,200000044.52336,64.292024338311,533.26411434542,63.158593156906,102858.82838167
0.153648,-2298630.9658048,200000044.52336,64.302135867765,533.27136622847,63.469832109244,103806.68549838
0.1733088,-1449053.807769,200000044.52336,64.312611694136,533.28866084009,63.784907285076,104788.69633076
0.20476608,-692062.36584792,200000044.52336,64.320142693387,533.33232304649,64.060432126637,105494.65992894
0.255097728,-134542.08616468,200000044.52336,64.321644075451,533.44024420479,64.25015490522,105635.40130334
0.3356283648,176974.27861989,200000044.52336,64.318025470043,533.68448003206,64.329495493268,105296.18900407
0.46447738368,377263.1652981,200000044.52336,64.312410634928,534.17968483099,64.3364290763,104769.84886631
0.670635813888,662048.76116976,200000044.52336,64.307023640331,535.10086449779,64.322751554606,104264.86794128
1.0004893022208,1186434.8741138,200000044.52336,64.304019532948,536.75377978734,64.309744737396,103983.26117458
1.5282548835533,2181296.6256838,200000044.52336,64.302475111265,539.76474753403,64.304271196766,103838.48633577
2.3726798136853,4107830.6913889,200000044.52336,64.301618251986,545.54204777035,64.302221674836,103758.16397303
3.7237597018964,8087320.6301784,200000044.52336,64.301109468152,557.45841915412,64.301329454197,103710.47036867
5.8854875230342,16807504.865654,200000044.52336,64.300797591254,583.56468880656,64.300881114462,103681.23490615
9.3442520368548,35591617.711396,200000044.52336,64.300604299984,639.79812610395,64.300636492283,103663.11570886
14.878275258968,70148391.495317,200000044.52336,64.300484045235,743.24919242501,64.300496525706,103651.84298366
23.732712414348,116992574.01989,200000044.52336,64.300409094711,883.48450114973,64.300413947478,103644.81709374
37.899811862957,159295525.53257,200000044.52336,64.30036233143,1010.1250248432,64.300364221627,103640.43348656
60.567170980732,183798134.14326,200000044.52336,64.300333135793,1083.4775269128,64.300333872837,103637.6966769
96.83494556917,193137190.77132,200000044.52336,64.300314900764,1111.435578164,64.300315188352,103635.98731857
154.86338491067,195804656.92051,200000044.52336,64.300303508639,1119.4211510367,64.3003036209,103634.91941662
247.70888785708,196659726.77669,200000044.52336,64.300296392771,1121.98099962,64.300296436589,103634.25237258
396.26169257132,197159342.71252,200000044.52336,64.300291943186,1123.4767177235,64.300291960309,103633.83526691
633.94618011412,197581498.30837,200000044.52336,64.30028916281,1124.740530977,64.300289169497,103633.57463345
1014.2413601826,197963781.40367,200000044.52336,64.300287425318,1125.8849701635,64.30028742793,103633.41176032
1622.7136482921,198317056.71446,200000044.52336,64.300286339478,1126.9425640932,64.300286340498,103633.30997325
2596.2693092674,198657836.6787,200000044.52336,64.300285660867,1127.9627475359,64.300285661266,103633.24636005
4153.9583668279,198998879.14395,200000044.52336,64.300285236748,1128.9837144727,64.300285236904,103633.20660294
6646.2608589246,199328382.04382,200000044.52336,64.30028497168,1129.9701344825,64.300284971741,103633.18175538
10633.944846279,199608627.57048,200000044.52336,64.300284806017,1130.8090940609,64.300284806041,103633.16622607
17014.239226047,199805609.78067,200000044.52336,64.300284702474,1131.3987915345,64.300284702484,103633.15651992
27222.710233675,199917593.13923,200000044.52336,64.300284637768,1131.7340315261,64.300284637772,103633.15045436
43556.26384588,199969962.19425,200000044.52336,64.300284597319,1131.8908067152,64.30028459732,103633.14666262
69689.949625408,199990717.68965,200000044.52336,64.300284572041,1131.9529417151,64.300284572041,103633.14429304
111503.84687265,199997678.62769,200000044.52336,64.300284556243,1131.9737804998,64.300284556243,103633.14281215
178406.08246825,199999574.4045,200000044.52336,64.30028454637,1131.9794558909,64.30028454637,103633.14188668
285449.65942119,199999974.16267,200000044.52336,64.300284540197,1131.9806526859,64.300284540197,103633.14130802
456719.38254591,200000036.90559,200000044.52336,64.30028453634,1131.9808405524,64.30028453634,103633.1409464
500000,200000041.96206,200000044.52336,64.30028455535,1131.9808555127,64.300284555349,103633.14272841
