time,average_density,average_mu,inlet_mfr,outlet_mfr,pressure_drop,volume
0,0,0,0,0,0,0
1,8.6280460053577,1.9912419370908e-05,-59.994948025331,59.994948025327,34661.75674939,45.238934211693
