time,average_density,average_mu,inlet_mfr,outlet_mfr,pressure_drop,volume
0,0,0,0,0,0,0
0.001,8.4611004816722,1.9912419370908e-05,-58.709801646832,-185.43744480001,-87357.466292621,47.500880922278
0.003,8.4852177113608,1.9912419370908e-05,-58.797224660686,-175.01579814768,-79090.733160096,47.500880922278
0.007,8.5251268947698,1.9912419370908e-05,-58.962590052499,-134.31144078238,-63452.031070838,47.500880922278
0.015,8.5820471288182,1.9912419370908e-05,-59.444727685577,-84.341382715436,-17843.097054506,47.500880922278
0.031,8.624128652505,1.9912419370908e-05,-59.913755285332,5.3706627204458,26544.099527178,47.500880922278
0.047,8.6320616277566,1.9912419370908e-05,-60.023443931396,49.473054015348,36927.289119837,47.500880922278
0.079,8.6310772136761,1.9912419370908e-05,-60.015797400868,60.632660499799,36203.431924302,47.500880922278
0.143,8.6296167938852,1.9912419370908e-05,-59.999359797389,60.473207442335,34647.386039569,47.500880922278
0.271,8.6292976940705,1.9912419370908e-05,-59.995787899072,60.047536014404,34309.259554407,47.500880922278
0.527,8.6292728291634,1.9912419370908e-05,-59.995512154721,59.997527054007,34283.156820449,47.500880922278
1.039,8.6292720940529,1.9912419370908e-05,-59.995504201636,59.995533941186,34282.403959216,47.500880922278
2.063,8.6292720879728,1.9912419370908e-05,-59.995504154908,59.995504276733,34282.399535777,47.500880922278
4.111,8.6292720885094,1.9912419370908e-05,-59.995504162177,59.995504156689,34282.400223974,47.500880922278
8.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
13.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
18.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
23.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
28.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
33.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
38.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
43.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
48.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
53.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
58.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
63.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
68.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
73.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
78.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
83.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
88.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
93.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
98.207,8.6292720887735,1.9912419370908e-05,-59.99550416528,59.995504163936,34282.400517698,47.500880922278
100,8.6292720884398,1.9912419370908e-05,-59.995504161388,59.995504165265,34282.400149229,47.500880922278
