time,T_secondary,Text_avg,adiabatic_boundary_integral,condenser_boundary_integral,evaporator_boundary_integral,heat_pipe:T_avg_wick_ann,heat_pipe:condenser_pool_length,heat_pipe:initial_T_wick_ann_int,heat_pipe:mass_flow_rate,heat_pipe:mass_vapor,heat_pipe:power_evap,heat_pipe:refill,heat_pipe:rho_liquid_solid_avg,htc_equiv_cond,total_condenser_power,heat_pipe:mass_evap
0,900,950,0,-2827.4333882308,0,950,0,0.26065789141747,0,1.3691482626498e-05,0,1,789.62379397516,0,0,0.1102616439062
0.001,900,950,0,-2822.8090309876,2.3402367659689e-05,950.0000371878,0.061537762223141,0.26065789141747,9.1160038461164e-14,1.3691482626633e-05,-1.8433234049668e-06,1,789.62378498378,4.0906799984489e-06,2822.8090309876,0.1102616439062
0.0025,900,950,0,-2816.9078646239,4.0173709110521e-05,950.00002795487,0.061537780065571,0.26065789141747,1.4764555810774e-12,1.3691482628695e-05,-2.9886753491593e-06,1,789.62378721615,7.0222718791392e-06,2816.9078646239,0.11026164265066
0.00475,900,950,0,-2810.0947352578,4.6323215262136e-05,949.99994432436,0.061537775635666,0.26065789141747,3.3587227053993e-11,1.3691482676371e-05,-3.0942440050941e-06,1,789.6238074366,8.097191399273e-06,2810.0947352578,0.11026164296238
0.008125,900,950,0,-2802.6785452567,4.6745482851276e-05,949.99988606458,0.061537735509968,0.26065789141747,9.1814803294362e-11,1.3691482777753e-05,-2.6463118983049e-06,1,789.62382152283,8.171002801863e-06,2802.6785452567,0.11026164578593
0.0131875,900,950,0,-2794.6568222182,4.6673265557421e-05,950.00004799826,0.06153770755653,0.26065789141747,6.6942684943433e-10,1.369148216533e-05,-2.1843666000341e-06,1,789.62378236999,8.1583793851298e-06,2794.6568222182,0.1102616477529
0.02078125,900,950,0,-2785.6293484417,4.7222074131787e-05,950.00020457642,0.061537785256131,0.26065789141747,2.1460491396351e-10,1.3691482870747e-05,-1.8711537796198e-06,1,789.62374451203,8.2543098606603e-06,2785.6293484417,0.11026164228567
0.032171875,900,950,0,-2774.9996032449,5.1428999367109e-05,949.99862587929,0.061537860375406,0.26065789141747,4.3247317377955e-08,1.3691460400534e-05,9.3436345863979e-06,1,789.62412621441,8.9896707081332e-06,2774.9996032449,0.11026163699925
0.0492578125,900,950,0,-2762.1836543872,0.0012639220045676,949.99086072918,0.061537103112491,0.26065789141747,7.9821327691685e-07,1.3691090831663e-05,0.0022398136514758,1,789.62600369666,0.00022093065705441,2762.1836543872,0.11026169029949
0.07488671875,900,950,0,-2746.5480250122,0.059606622140782,949.96870698146,0.061533380490534,0.26065789141747,4.8764790394965e-06,1.3689107543584e-05,0.08576417344335,1,789.63136009678,0.010419100345406,2746.5480250122,0.11026195246773
0.113330078125,900,950,0,-2727.1946484859,1.0275170778892,949.91936432237,0.0615227676693,0.26065789141747,1.7138974424716e-05,1.3682807925411e-05,1.2798351448588,1,789.64329030219,0.17960762003693,2727.1946484859,0.11026270042579
0.1709951171875,900,950,0,-2702.7851413653,8.6807392748487,949.82537365808,0.06149914587591,0.26065789141747,4.2214067869998e-05,1.3668380892748e-05,9.8969341628142,1,789.66601558106,1.5173732435859,2702.7851413653,0.11026436633817
0.25749267578125,900,950,0,-2671.4172900138,42.978917945589,949.666207793,0.061454171705611,0.26065789141747,8.1295199067956e-05,1.3642018787096e-05,46.42518077901,1,789.70449893373,7.512615926372,2671.4172900138,0.11026753965517
