time,fuel_cP,fuel_k,fuel_temp_avg,fuel_temp_max,fuel_temp_min,heatpipe_surface_temp_avg,hp_heat_integral,mod_temp_avg,mod_temp_max,mod_temp_min,monolith_cP,monolith_k,monolith_temp_avg,monolith_temp_max,monolith_temp_min,power_density,total_evap_heat_exam
-20000,0,0,0,0,0,0,4.6307765968693e-08,0,0,0,0,0,0,0,0,533118.7190201,0
-19950,1077.497220978,24.061298704721,823.59487622149,828.6135625348,806.39831199491,819.78727225048,-6659.8356829411,821.11553725981,825.24099119112,807.87334669292,1633.3043749027,35.818366898695,821.50310907498,827.25234509834,805.18459024241,533118.7190201,0
-19900,1087.5981244011,23.961448802273,844.35855463249,853.62407566396,812.55523810462,839.15031319217,-8527.2937619447,841.93997657815,849.99725547448,815.74558565484,1654.5047152558,35.666888594278,841.89183124547,852.15096228611,810.45883292384,533118.7190201,0
