time,pp00_inlet_mfr,pp01_outlet_mfr,pp02_inlet_pressure,pp03_total_power,pp04_T_oulet,pp05_rpv_temp,pp06_rpv_temp_max
5242.8775,-63.407753527978,63.407753527987,5941974.5655783,199993449.57528,1139.3044333102,404.45227858551,508.4900014523
