time,dT,max_v,total_fission_source,total_power,lambda
0,39.506256772176,2.099590713011,31.529551001453,2999963960.5987,4.6202724988893e-13
1,53.991617913297,2.0870681992786,31.641152852344,2999967160.7129,3.9961468980373e-13
3,71.067895176925,2.0677590838069,31.641152852344,2999967160.7129,3.4910786086516e-13
