time,Tfluid_avg,Tfluid_max,Tfluid_out,Tfuel_avg,Tfuel_max,Tfuel_min,Tmod_avg,Tmod_max,Tmod_min,Trpv_avg,Trpv_max,Trpv_min,Tsleeve_avg,Tsleeve_max,Tsleeve_min,Tsolid_avg,Tsolid_fuel_avg,Tsolid_fuel_max,Tsolid_fuel_min,Tsolid_max,Tsolid_min,Tsolid_pr_avg,Tsolid_pr_max,Tsolid_pr_min,bison_total_bdy_heat_flux,bison_total_power,decay_heat_pp,delta_H,gap_cond_max,gap_cond_min,net_heat_src_avg,net_heat_src_max,net_heat_src_min,net_heat_src_tot,pdens_avg,ptot,ptot_decay,rpv_convective_in,rpv_convective_out,rpv_radiative_out
0,523.15000000001,591.20555555556,0,0,0,0,446.13563835489,481.4424859231,409.98507809949,400.00406213427,400.0471828044,399.98763970828,0,0,0,523.15020143227,523.15050811256,561.21727697615,485.08312507897,592.32686530865,453.97355819951,523.14986751834,592.35014969796,453.9568536536,0,0,574720,0,100,100,2780.5876132492,32745.727349868,-21271.278963481,74937.733156787,862838.34999999,8425279.6639164,574719.99999999,-147202.63902182,24325.194762716,85796.709731719
10,523.15000000001,591.20555555556,0,0,0,0,446.13563835489,481.4424859231,409.98507809949,400.04417289038,400.49155319645,399.88159778106,0,0,0,523.16782164028,523.19480855263,561.23478987359,485.10127315238,592.20689373747,454.12818839888,523.13674140642,592.4169036094,453.79480705683,0,0,574720,0,100,100,2445.3310328127,32400.265534084,-22240.49827316,65902.460164813,862838.34999999,8425279.6639164,574719.99999999,-146069.8421486,24298.372600768,85658.380028134
