time,TotalPower,avg_Tfluid,avg_Tfuel,avg_Tmod,avg_Tsleeve,avg_Twall,avg_gap_conductance,avg_homo_gap_conductance,avg_htc_inner,avg_htc_outer,avg_pdensity,avg_scaled_pdensity,bdy_heat_flux,bdy_heat_flux_tot,convection_mod_fluid,convection_sleeve_fluid,fuel_block_total_power,fuel_k_average,graphite_k_average,max_Tfuel,max_Tsleeve
0,0,523.2004084279,523.23045977011,524.99999999999,523.19022988506,523.19022988506,112.43465750852,3999.9999999999,499.99999999999,500,0,0,0,0,0,0,0,0,0,561.62940366151,561.99921487201
1,0,523.2004084279,523.46844321584,524.99999999999,523.42991685778,523.43111919499,80.112303109666,2850.0928409408,499.99999999999,500,0,0,-617.51883396093,-19143.083852789,37.116083158658,580.70856100164,0,30.372596841538,44.838197779229,555.57181950571,555.67202589304
3,0,523.2004084279,523.46844155309,524.99999999999,523.42991516332,523.43111751824,80.112303014903,2850.0928375695,499.99999999999,500,0,0,-617.51836717702,-19143.069382488,37.11582480569,580.70889069452,0,30.372596889348,44.838197784978,555.57181279594,555.67201923226
7,0,523.2004084279,523.46844155309,524.99999999999,523.42991516332,523.43111751824,80.112303014903,2850.0928375695,499.99999999999,500,0,0,-617.51836717702,-19143.069382488,37.11582480569,580.70889069452,0,30.372596889348,44.838197784978,555.57181279594,555.67201923226
10,0,523.2004084279,523.46844155309,524.99999999999,523.42991516332,523.43111751824,80.112303014903,2850.0928375695,499.99999999999,500,0,0,-617.51836717702,-19143.069382488,37.11582480569,580.70889069452,0,30.372596889348,44.838197784978,555.57181279594,555.67201923226
