time,NI_avg,NXe_avg,Tf_avg,Tf_max,Tm_avg,Tm_max,integrated_power,power_scaling
0,6.4431538555685e-11,5.6380531048765e-11,619.99999999999,620,523.14999999999,593.15,8425280,7.0187432620594e+17
10,6.4431538555685e-11,5.6380531048765e-11,619.99999999999,620,523.14999999999,593.15,8425280,7.0187432620594e+17
20,6.4431538555685e-11,5.6380531048765e-11,619.99999999999,620,523.14999999999,593.15,8425280,7.0187432620594e+17
