time,cr_mfr_fraction,enthalpy_balance,heat_source_integral,inlet_mfr,mass_flux_weighted_Tf_out,outlet_mfr,pressure_drop
0,0,0,0,0,0,0,0
0.01,0.34334532292883,-135483200.52073,200000044.52336,63.800528718218,533.25000000018,14.89375306409,101321.67301939
0.02,0.61383336112186,-74913937.753773,200000044.52336,63.675489366849,533.25000070182,36.633028459954,89513.609677044
0.032,0.88220401437726,-22150616.868176,200000044.52336,63.645080107277,533.25007486104,55.649134454569,86642.016734911
0.0464,1.1345821730752,9604032.9636129,200000044.52336,63.734821276926,533.25125734152,67.201530182145,95116.523990343
0.06368,1.3628145988851,27997312.154106,200000044.52336,63.85732880786,533.25934807413,73.962512276401,106685.79257212
0.08096,1.5376756962898,39552992.316045,200000044.52336,63.948854385139,533.28282683041,78.221892794089,115329.62126266
0.101696,1.6967459566194,49159973.759465,200000044.52336,64.023117417363,533.35179042672,81.753297230645,122343.40348046
0.1265792,1.8360390504385,56660459.537131,200000044.52336,64.080564263092,533.52042596953,84.491030066787,127769.13672165
0.15643904,1.9520049225056,61806218.264914,200000044.52336,64.120702744195,533.86948182145,86.331242329459,131560.21330598
0.192270848,2.0417446797503,64749549.58442,200000044.52336,64.144502539141,534.49804336519,87.313466269937,133808.13397527
0.2352690176,2.1045281086956,65935955.129947,200000044.52336,64.155230877352,535.51429358211,87.584911985815,134821.44679753
0.28686682112,2.142919782094,65933412.396938,200000044.52336,64.157314725618,537.0381312677,87.337548851802,135018.27095709
0.348784185344,2.1624935490586,65281077.834467,200000044.52336,64.154892589871,539.22326125965,86.748358402234,134789.49480063
0.4230850224128,2.1701319669986,64403507.900204,200000044.52336,64.151075016064,542.29910271551,85.941081027689,134428.9168857
0.51224602689536,2.1720698012,63620663.723904,200000044.52336,64.147861126399,546.63242785944,84.980991065544,134125.35868606
0.61923923227443,2.1728285122104,63216676.421197,200000044.52336,64.146475954632,552.81433227542,83.888675596986,133994.52662148
0.74763107872932,2.1752339170225,63520086.870127,200000044.52336,64.147752426418,561.78134109234,82.654840574034,134115.09176662
0.90170129447518,2.180943070897,64968096.833569,200000044.52336,64.152337973058,574.96678220848,81.248387453441,134548.20577575
1.0865855533702,2.190856221483,68136676.537361,200000044.52336,64.161133077045,594.43141083382,79.621873509673,135378.92331536
1.3084466640443,2.2053559614808,73731796.46788,200000044.52336,64.174230228441,622.82719292946,77.732230396401,136615.98499006
1.5746799968531,2.2241454299019,82454010.250469,200000044.52336,64.191153469158,662.92937557183,75.576277374735,138214.44185105
1.8941599962237,2.2461062221831,94737458.629584,200000044.52336,64.210826961147,716.49507571882,73.240838885312,140072.68421305
2.2775359954685,2.2693239129508,110382887.31844,200000044.52336,64.23151571453,782.62134066832,70.914709174159,142026.83964154
2.7375871945622,2.2914083702439,128273400.20198,200000044.52336,64.251072758461,856.55353489399,68.826507330614,143874.1159397
3.2896486334746,2.3101362335632,146464914.63524,200000044.52336,64.267510990457,930.25260479422,67.147448689817,145426.81471261
3.9521223601695,2.3241628845434,162782235.34572,200000044.52336,64.279656838795,995.06750909376,65.936764765735,146574.07696368
4.7470908322034,2.3333784037945,175641952.31713,200000044.52336,64.287478995956,1045.0858486586,65.153600745086,147312.93892036
5.7010529986441,2.3386887089033,184562700.28451,200000044.52336,64.291866293619,1078.9678089378,64.701304956014,147727.35351504
6.845807598373,2.3414260823644,190061335.9532,200000044.52336,64.294047290212,1099.2728788291,64.470103192362,147933.36600882
8.2195131180476,2.3427766675397,193134327.33173,200000044.52336,64.295069501909,1110.2476885025,64.36609634693,148029.92211107
9.8679597416571,2.343503420518,194750433.7896,200000044.52336,64.295589647821,1115.8041827524,64.324616264813,148079.05408548
11.846095689988,2.3439850821688,195602533.1965,200000044.52336,64.295927024205,1118.6209979006,64.309430010841,148110.92201073
14.219858827986,2.3443732504547,196094235.98695,200000044.52336,64.296204814575,1120.1913937399,64.303900695206,148137.16155911
17.068374593583,2.34471879229,196426951.95837,200000044.52336,64.2964611788,1121.2289342114,64.301639096036,148161.37723754
20.4865935123,2.345037094542,196689449.05762,200000044.52336,64.296705568828,1122.0365570874,64.300505125013,148184.46185855
24.58845621476,2.3453329960889,196917028.01679,200000044.52336,64.296939569523,1122.7316430397,64.29982616481,148206.56512516
29.510691457712,2.3456083493975,197122705.4868,200000044.52336,64.297162872389,1123.3570082128,64.299380743307,148227.65789708
35.417373749255,2.3458641139307,197311249.06318,200000044.52336,64.297374800327,1123.9284219858,64.299082446977,148247.67621637
42.505392499105,2.3461011097578,197484757.48716,200000044.52336,64.297574849914,1124.4529049787,64.298888593054,148266.57253054
51.011014998927,2.3463204145645,197644679.90604,200000044.52336,64.297762995702,1124.9352481614,64.298773128103,148284.34443525
61.217761998712,2.3465235192231,197792465.33837,200000044.52336,64.297939795958,1125.3801162926,64.298717531454,148301.04466333
73.465858398454,2.3467122386762,197929664.14163,200000044.52336,64.29810627375,1125.7924120021,64.298707288163,148316.76985153
88.163574078145,2.3468884333131,198057786.02894,200000044.52336,64.298263619836,1126.1768729913,64.29873046272,148331.63247657
105.80083289377,2.3470536625945,198178077.23818,200000044.52336,64.298412833653,1126.537410963,64.298777175654,148345.72694327
126.96554347253,2.3472089223775,198291345.52027,200000044.52336,64.298554449389,1126.8765881758,64.298839439117,148359.1037098
152.36319616703,2.3473545929967,198397928.39337,200000044.52336,64.298688471101,1127.1955230626,64.298911083921,148371.76315927
182.84037940044,2.3474906416241,198497836.68806,200000044.52336,64.298814559416,1127.4943232666,64.298987655826,148383.67323508
219.41299928053,2.3476170016661,198591020.24487,200000044.52336,64.298932393944,1127.7728872595,64.299066230658,148394.80367367
263.30014313664,2.3477339476765,198677630.58689,200000044.52336,64.299042033049,1128.0316986627,64.299145128387,148405.1599877
315.96471576396,2.347842259148,198758138.49642,200000044.52336,64.299144067677,1128.2721863282,64.29922352268,148414.79799692
379.16220291676,2.3479430523265,198833224.08688,200000044.52336,64.299239450104,1128.4964020886,64.299300968691,148423.80765142
454.99918750011,2.3480373270401,198903473.43341,200000044.52336,64.299329043208,1128.7061173307,64.29937691775,148432.27045719
546.00356900013,2.3481254410868,198969030.56689,200000044.52336,64.299413098909,1128.9017835373,64.299450336454,148440.21020996
655.20882680015,2.3482067916252,199029399.05278,200000044.52336,64.299490940459,1129.081938202,64.299519561595,148447.56298522
786.25513616018,2.3482799024776,199083527.88328,200000044.52336,64.299561044344,1129.243459697,64.299582468765,148454.18487456
943.51070739222,2.3483429226422,199130176.30797,200000044.52336,64.299621527607,1129.382655681,64.299636918043,148459.89801714
1132.2173928707,2.3483943360651,199168406.09238,200000044.52336,64.299670844368,1129.4967326754,64.299681315144,148464.55639169
1358.6654154448,2.3484335778598,199197981.21575,200000044.52336,64.299708391734,1129.5849897199,64.299715062103,148468.10304995
1630.4030425338,2.3484613042078,199219504.74397,200000044.52336,64.299734775971,1129.649227555,64.29973871433,148470.59525864
1956.4881950405,2.3484792376292,199234258.87933,200000044.52336,64.299751660867,1129.6932718011,64.299753793558,148472.19017628
2347.7903780486,2.3484897031208,199243853.65792,200000044.52336,64.299761311087,1129.7219250657,64.299762356497,148473.10171912
2817.3529976583,2.3484950804797,199249855.08423,200000044.52336,64.299766051962,1129.7398578134,64.299766506041,148473.54953388
3380.82814119,2.3484973828813,199253534.88506,200000044.52336,64.299767852564,1129.7508622875,64.299768019781,148473.71961555
4056.998313428,2.3484980593816,199255778.41937,200000044.52336,64.299768129405,1129.7575782895,64.299768174165,148473.74576554
4868.4025201136,2.3484980123002,199257141.78094,200000044.52336,64.299767761527,1129.7616639321,64.299767762765,148473.71101639
5842.0875681363,2.3484977268604,199257955.11985,200000044.52336,64.299767217376,1129.7641040457,64.299767207751,148473.65961689
7010.5096257636,2.348497425077,199258418.68056,200000044.52336,64.299766706278,1129.7654965329,64.299766696974,148473.61133945
8412.6160949163,2.3484971870861,199258663.58863,200000044.52336,64.299766298327,1129.766233442,64.299766291949,148473.57280505
10095.1438579,2.3484970265304,199258780.13901,200000044.52336,64.299765999056,1129.7665850854,64.299765995365,148473.54453649
