time,enthalpy_balance,heat_source_integral,inlet_mfr,mass_flux_weighted_Tf_out,outlet_mfr,pressure_drop
0,0,0,0,0,0,0
0.005,-1327723729.4943,200000044.52336,-59.242811115945,533.25,-420.0393900681,-365217.68921048
0.01,-916915208.75965,200000044.52336,-60.211839929696,533.25,-270.77655004269,-274483.55859974
0.018,-626617480.0285,200000044.52336,-61.797274602466,533.25,-164.39933426799,-125949.55269901
0.0308,-343921757.80157,200000044.52336,-63.292300214703,533.25,-60.856702663331,14209.11334086
0.05128,-55454791.146886,200000044.52336,-63.75148405718,533.25004798316,43.733389176768,57276.084876901
0.084048,-925733.71375138,200000044.52336,-63.794012004869,533.25161688511,63.459647889599,61265.231754351
0.1364768,1543874.9413999,200000044.52336,-63.784547842313,533.25978623985,64.340675603224,60377.481209114
0.22036288,1130871.7769322,200000044.52336,-63.78195200896,533.28376028939,64.18611086917,60133.989367652
0.354580608,1117383.3149644,200000044.52336,-63.782248376426,533.33557374442,64.175303231233,60161.78892709
0.5693289728,1166014.246356,200000044.52336,-63.783038309028,533.42981192452,64.182304285436,60235.885398822
0.91292635648,1220725.8728158,200000044.52336,-63.784218361278,533.5879023658,64.184205091676,60346.575533385
1.462682170368,1300257.8598228,200000044.52336,-63.786073386298,533.84672446428,64.183617347768,60520.578935406
2.3422914725888,1429276.7648969,200000044.52336,-63.789030899755,534.27113258685,64.182068047179,60797.997267482
3.7496663561421,1644606.4457287,200000044.52336,-63.793749354527,534.97569666294,64.179722418642,61240.594766794
6.0014661698273,2012752.9108927,200000044.52336,-63.801265281052,536.16946482237,64.176472878499,61945.600830585
9.6043458717237,2663837.4912949,200000044.52336,-63.813202886258,538.25546074418,64.172428236139,63065.372291707
15.368953394758,3871283.2791632,200000044.52336,-63.832066989676,542.06827257292,64.168381675625,64834.875238558
24.592325431613,6253866.5902894,200000044.52336,-63.861583467024,549.47742603237,64.166445951389,67603.628549489
39.34972069058,11282218.283284,200000044.52336,-63.906804841752,564.90468181314,64.17020504165,71845.628209726
62.961553104929,22293679.790813,200000044.52336,-63.972888895506,598.36419396397,64.183177777356,78044.807036837
100.74048496789,45080712.220942,200000044.52336,-64.060173045015,667.19077172456,64.206222238161,86232.9894107
161.18677594862,83721391.584467,200000044.52336,-64.155659582197,783.45062623934,64.237320547765,95191.002774098
257.90084151779,130643914.66448,200000044.52336,-64.233597685471,924.25624931121,64.268514854579,102502.99873009
412.64334642846,168257110.51466,200000044.52336,-64.277099651303,1036.9563733951,64.288184453113,106584.37449101
660.23135428554,187909564.31634,200000044.52336,-64.293285610412,1095.8038728091,64.295838890159,108102.96902507
1056.3721668569,195175541.90997,200000044.52336,-64.298049490273,1117.5499536803,64.298528760264,108549.92648801
1690.197466971,197695251.36397,200000044.52336,-64.300059373014,1125.0810547988,64.300181023031,108738.49829373
2704.3179471536,198891228.13267,200000044.52336,-64.301414982294,1128.6501255537,64.301463863329,108865.68475774
4326.9107154457,199558402.51693,200000044.52336,-64.302268963294,1130.6399701067,64.302287928248,108945.80731078
6923.0591447131,199867770.79783,200000044.52336,-64.302674213752,1131.5625469701,64.302679826692,108983.82889474
11076.896631541,199971082.14011,200000044.52336,-64.302810663926,1131.8706042409,64.302812829213,108996.63098359
17723.036610466,199990032.44026,200000044.52336,-64.30283626998,1131.9271217836,64.302836870904,108999.03340621
28356.860576745,199997977.62685,200000044.52336,-64.302847445196,1131.9508117357,64.302847488968,109000.08189229
45370.978922792,199998871.06387,200000044.52336,-64.30284902904,1131.9534722288,64.302849032744,109000.23049248
72593.568276467,199998871.06387,200000044.52336,-64.30284902904,1131.9534722288,64.302849032744,109000.23049248
100000,199998871.06387,200000044.52336,-64.30284902904,1131.9534722288,64.302849032744,109000.23049248
