time,desired_mfr,inlet_mfr,outlet_mfr
0,60,0,0
0.001,60,-59.216645405777,-207.88631300733
0.003,60,-59.239298130543,-225.48028570744
0.007,60,-59.474707071012,-202.95350786869
0.015,60,-60.233200472146,-102.66513359265
0.031,60,-60.370456876757,53.897857611244
0.063,60,-60.031678770182,77.344642731621
0.127,60,-59.990252090796,61.005810693487
0.255,60,-59.999626199483,59.881407452139
0.511,60,-59.999987461036,59.997723431214
1.023,60,-59.999970294202,60.000024301306
2.047,60,-59.999970118051,59.999970395512
4.095,60,-59.999970120056,59.999970118482
8.191,60,-59.999970120056,59.999970118482
13.191,60,-59.999970120056,59.999970118482
18.191,60,-59.999970120056,59.999970118482
23.191,60,-59.999970120056,59.999970118482
28.191,60,-59.999970120056,59.999970118482
33.191,60,-59.999970120056,59.999970118482
38.191,60,-59.999970120056,59.999970118482
43.191,60,-59.999970120056,59.999970118482
48.191,60,-59.999970120056,59.999970118482
53.191,60,-59.999970120056,59.999970118482
58.191,60,-59.999970120056,59.999970118482
63.191,60,-59.999970120056,59.999970118482
68.191,60,-59.999970120056,59.999970118482
73.191,60,-59.999970120056,59.999970118482
78.191,60,-59.999970120056,59.999970118482
83.191,60,-59.999970120056,59.999970118482
88.191,60,-59.999970120056,59.999970118482
93.191,60,-59.999970120056,59.999970118482
98.191,60,-59.999970120056,59.999970118482
100,60,-59.999970120056,59.999970118482
