time,SiC_stress,ave_gas_temp,buffer_void_volume,fis_gas_released,gap_volume,gas_pressure,initial_moles,kernel_th_density,kernel_void_volume,max_burnup,max_fluence,particle_power,strength_IPyC,strength_SiC
0,0,973.15,4.6310213152635e-11,0,5.0890994717618e-26,0,0,11212.655575986,7.7136588291793e-13,0,0,0.10138278985428,0,0
86400,3968978.1191326,1249.0360830785,4.6658529607523e-11,3.7445158506419e-12,-7.3555647942038e-13,0,0,11212.655575986,1.1556034814332e-12,0.00027031087135804,5.0112e+22,0.10138278985428,1.7976931348623e+308,1.7976931348623e+308
