time,SiC_stress,ave_gas_temp,buffer_void_volume,fis_gas_released,gap_volume,gas_pressure,initial_moles,kernel_th_density,kernel_void_volume,max_burnup,max_fluence,particle_power,strength_IPyC,strength_SiC
0,0,973.15,5.7741426155389e-12,0,-7.2259658918245e-27,0,0,11212.655575986,9.6176983726014e-14,0,0,0.012640811767598,0,0
86400,-6433021.1873669,1248.0473361204,5.8173966555898e-12,7.0213708802659e-13,-9.0875616062494e-14,0,0,11212.655575986,1.4392231643395e-13,0.00027031087135804,5.0112e+22,0.012640811767598,1.7976931348623e+308,1.7976931348623e+308
