time,Core_P_in,Core_P_out,Core_T_in,Core_T_out,FliBe_mass_flow,FliBe_mass_flow2,Fuel_mass_flow,Gas_mass_flow,HX2_Tin_p,HX2_Tout_p,HX2_Tout_s,HX_Pin_s,HX_Tin_p,HX_Tout_p,HX_Tout_s,HX_Uout_s,HX_cold_temp,core_power,core_power_balance,Core_In_Branch:pressure,Core_In_Branch:rho,Core_In_Branch:temperature,Core_In_Branch:velocity,Core_Out_Branch:pressure,Core_Out_Branch:rho,Core_Out_Branch:temperature,Core_Out_Branch:velocity,IHX1_P3:pressure,IHX1_P3:rho,IHX1_P3:temperature,IHX1_P3:velocity,IHX1_P4:pressure,IHX1_P4:rho,IHX1_P4:temperature,IHX1_P4:velocity,J_IHX2_P6:pressure,J_IHX2_P6:rho,J_IHX2_P6:temperature,J_IHX2_P6:velocity,J_P2_IHX1:pressure,J_P2_IHX1:rho,J_P2_IHX1:temperature,J_P2_IHX1:velocity,J_P4_P5:pressure,J_P4_P5:rho,J_P4_P5:temperature,J_P4_P5:velocity,J_P5_IHX2:pressure,J_P5_IHX2:rho,J_P5_IHX2:temperature,J_P5_IHX2:velocity,J_P6_P7:pressure,J_P6_P7:rho,J_P6_P7:temperature,J_P6_P7:velocity,P8_IHX1:pressure,P8_IHX1:rho,P8_IHX1:temperature,P8_IHX1:velocity,pump2:pressure,pump2:pump_head,pump2:rho,pump2:temperature,pump2:velocity,pump:pressure,pump:pump_head,pump:rho,pump:temperature,pump:velocity
0,100000,100000,950,950,-18739.7205264,46.7908128,143.58907976,-18.240359936296,950,950,950,100000,950,950,950,-2.67,950,3000000000,0,100000,4145.66,950,0.01,100000,4145.66,950,0.01,100000,4145.66,950,0.01,100000,1949.6172,950,0.01,100000,1949.6172,950,0.01,100000,4145.66,950,0.01,100000,1949.6172,950,0.01,100000,1949.6172,950,0.01,100000,1949.6172,950,0.01,100000,1949.6172,950,0.01,100000,176000,1949.6172,950,0.01,100000,156010.45,4145.66,950,0.01
0.25,238307.38919672,105448.48004491,951.12404316714,962.48494891987,-10830.431227446,11044.230669013,8257.1967830671,-2566.4350373726,949.78636705838,933.09790727317,902.97614168392,147593.03665068,950.00389451587,949.99957749237,950.00010171152,-1.5430970417689,949.99995311396,2994514214.367,568746601.33386,240269.5249392,4145.6600006448,949.99999926895,0.88918255801521,101203.1296283,4134.6939107756,962.43320773744,0.93286583508144,278057.28711492,4145.6603728731,949.99957724142,0.88918255840831,97124.923144762,1949.7570038105,949.71351678171,1.5735606044094,38823.061266814,1957.8654212548,933.0979072647,1.5430954280244,225717.34580405,4145.6563596075,950.00412742915,0.88918290127556,60039.434498937,1949.6182897924,949.99776681883,1.5735606040072,56592.011814911,1949.6178566409,949.99865442429,1.5735606036692,22183.9730087,1950.2654068094,948.6717073577,1.5430956666461,149914.20382246,1949.6211401226,949.99192597838,1.5430962749732,164435.76905705,176000,1949.6681151181,949.89566574161,1.5430956714263,221011.21062596,156010.45,4145.6488752967,950.01261304226,0.88918291383174
0.125,241737.17408648,103972.27304092,952.59111208031,956.31383955905,-8304.8915954665,8522.7664250763,4879.3074614018,-2561.29720802,949.47775424027,941.71641503757,904.17383391033,104047.9441084,950.00004118094,950.0000000005,950.00000027879,-1.1832652750125,950.00000000007,2999968505.0812,469850082.04521,242423.27133169,4145.660000007,949.99999999204,0.52543196006531,102387.08101226,4140.1229545711,956.27782928441,0.56953056423822,279626.37849962,4145.6599999983,950.00000000187,0.52543196005849,98077.572082927,1949.6079668396,950.0189204106,1.2143076711041,9249.0064253528,1953.6595894617,941.71641503746,1.1832651850583,227038.95754109,4145.6599500692,950.0000566109,0.52543196064628,52948.1924435,1949.617188856,950.00002283605,1.2143076711669,50136.338556303,1949.6171969147,950.00000632224,1.214307671189,-11796.056052762,1949.6106840999,950.01335225431,1.1832652745829,105412.78991929,1949.6171999759,950.00000004929,1.1832652749106,125221.13303524,176000,1949.6172086549,949.99998226463,1.1832652745909,221786.42191972,156010.45,4145.658029173,950.00223449779,0.52543196907462
0.25,236623.12520322,105902.75166978,951.83832172589,962.58640802277,-11931.984349628,12126.043530526,9066.7116970635,-2580.3546459727,949.9914965424,933.21015338436,899.62019524064,230148.05239532,950.00052139883,949.99999999181,950.00000358181,-1.7000466043416,949.99999999977,2999968505.0812,572519467.18787,238990.95830141,4145.6600000002,949.99999999981,0.97635579147212,100827.76752521,4134.5711464713,962.57239629109,1.0201035728901,277165.37321038,4145.6600000072,949.99999999183,0.97635579147218,96728.08995008,1949.6845173154,949.86205468155,1.7276957797032,96926.490835353,1957.8106451484,933.21015338436,1.7000466038835,225060.99067549,4145.6594409157,950.00063388246,0.97635580492194,76182.823299669,1949.6172560409,949.99988516212,1.7276957797732,73657.732377944,1949.6172095693,949.99998039077,1.7276957797733,88321.582256242,1949.6817425482,949.86774067985,1.7000466159666,232965.40370825,1949.6172006359,949.99999869688,1.7000466019883,239019.84748065,176000,1949.6169507454,950.00051076767,1.7000466160331,220552.76455894,156010.45,4145.654862692,950.00582461219,0.976355815467
0.125,241758.70356143,103990.03200511,952.60225556366,956.34050207256,-8304.8915954539,8522.7664251068,4879.1553783629,-2561.2972080197,949.47775422759,941.7164150376,904.17383391078,104047.94410824,950.00004135102,950.00000000087,950.0000002797,-1.1832652750116,950.00000000008,3012764154.0922,471848971.15346,242444.76554575,4145.6600000008,949.99999999912,0.52541558288088,102403.89804782,4140.0997062797,956.30418789146,0.56970068431267,279646.59857034,4145.6599999975,950.00000000289,0.5254155828831,98077.572082887,1949.607966838,950.01892041401,1.2143076711072,9249.0064250699,1953.6595894623,941.71641503622,1.1832651850552,227057.65284454,4145.6599498645,950.00005684295,0.52541558347106,52948.192443289,1949.6171888551,950.00002283786,1.2143076711651,50136.338556033,1949.6171969215,950.00000630842,1.214307671191,-11796.05605299,1949.610684102,950.01335225008,1.1832652745876,105412.78991915,1949.6171999749,950.00000005152,1.1832652749109,125221.13303507,176000,1949.6172086548,949.99998226475,1.1832652745954,221804.9421281,156010.45,4145.6580209987,950.00224376569,0.52541559194586
0.25,236637.53269213,105920.24422011,951.84636298992,962.63938888489,-11931.984349634,12126.043530526,9066.5983351087,-2580.3546459727,949.99149654113,933.21015338435,899.62019524019,230148.0523957,950.00052355204,949.99999999138,950.00000359684,-1.7000466043506,949.99999999973,3012764154.0922,574963783.54763,239005.3276338,4145.6599999994,950.00000000063,0.97634358400347,100843.61581395,4134.5235455847,962.62636555025,1.0202749511277,277180.44048207,4145.6600000076,949.99999999138,0.97634358400352,96728.089950337,1949.6845173082,949.86205469633,1.7276957797035,96926.490835896,1957.8106451484,933.21015338435,1.7000466038844,225076.93097662,4145.6594386055,950.00063650167,0.97634359750932,76182.823300203,1949.6172560408,949.99988516231,1.7276957797734,73657.732378502,1949.6172095689,949.99998039155,1.7276957797736,88321.582256767,1949.6817425482,949.8677406799,1.7000466159673,232965.40370864,1949.6172006361,949.99999869649,1.7000466019889,239019.84748111,176000,1949.6169507454,950.00051076752,1.7000466160338,220568.77018982,156010.45,4145.654841062,950.00584913604,0.97634360810042
0.5,228528.85058815,110234.68822777,949.52768182885,975.04273466165,-15734.683032022,15921.269170221,14587.30430557,-2571.3832966836,950.14010661307,917.34517116913,899.84053430402,195706.97923355,950.00729124452,949.99957484049,950.00016315182,-2.2418425009182,949.99994994585,3001758444.2528,943572499.05449,234645.47227188,4145.6600002686,949.99999969548,1.5708450335307,97562.77542591,4123.5514522871,975.06638062681,1.6140053707993,274489.98948609,4145.6603749907,949.99957484049,1.5708450335309,94634.368949649,1949.9009318682,949.41858223735,2.2684314939597,69676.886034923,1965.5527564695,917.34517116915,2.2418395730743,221393.04900473,4145.6533172565,950.00757680666,1.5708458181172,64866.844316239,1949.6185161479,949.99730297564,2.2684314938774,58312.839163161,1949.6179547153,949.99845345232,2.2684314938766,58133.161838875,1951.614889771,945.90637342004,2.2418385560191,200606.24003864,1949.6232265453,949.98765052199,2.2418410014628,207688.16278781,176000,1949.7301727572,949.7684984483,2.2418385819491,218486.46965064,156010.45,4145.6462408718,950.01559991859,1.5708458127582
0.5,228530.09665206,110235.73715634,949.52783667906,975.04456474288,-15734.683032022,15921.269170229,14587.295913942,-2571.383296683,950.14010660641,917.34517116915,899.84053430385,195706.97923379,950.00729165281,949.99957484044,950.00016316042,-2.2418425009261,949.99994994574,3002512800.9539,943717426.2676,234646.7117575,4145.6600002681,949.999999696,1.5708441298728,97563.674518248,4123.5498529508,975.06819393335,1.6140152106406,274491.14805325,4145.6603749916,949.99957483951,1.5708441298738,94634.368949813,1949.9009318633,949.41858224726,2.2684314939597,69676.886035189,1965.5527564694,917.34517116918,2.2418395730762,221394.11706212,4145.6533168782,950.00757723563,1.5708449144849,64866.84431633,1949.6185161475,949.99730297643,2.2684314938755,58312.83916309,1949.6179547186,949.99845344545,2.2684314938758,58133.16183914,1951.6148897698,945.90637342251,2.2418385560177,200606.24003889,1949.6232265452,949.98765052221,2.2418410014625,207688.16278806,176000,1949.7301727566,949.76849844951,2.241838581948,218487.5249831,156010.45,4145.6462397721,950.01560116541,1.5708449091274
0.5,228588.16204639,110284.6575116,949.53502236083,975.12945917073,-15734.683031964,15921.269170188,14586.906607549,-2571.3832966844,950.14010659739,917.34517116908,899.84053430359,195706.97924773,950.00731069248,949.9995748409,950.00016356144,-2.2418425012706,949.99994994715,3037510722.5501,950440909.32781,234704.47197567,4145.6600002681,949.99999969605,1.5708022071155,97605.643159333,4123.4756681474,975.15230368775,1.6144716727894,274545.15430456,4145.6603749911,949.99957483998,1.5708022071173,94634.368959688,1949.9009316623,949.41858265919,2.2684314939495,69676.886048522,1965.5527564694,917.34517116923,2.2418395730663,221443.92438175,4145.6532992192,950.00759725712,1.5708029929191,64866.844328739,1949.6185161462,949.997302979,2.2684314938653,58312.83917547,1949.6179547232,949.99845343602,2.2684314938671,58133.161852736,1951.6148897697,945.90637342277,2.2418385560126,200606.24005287,1949.6232265435,949.98765052557,2.2418410014556,207688.16280182,176000,1949.7301727551,949.76849845265,2.2418385819406,218536.74196549,156010.45,4145.6461887313,950.01565903484,1.5708029876503
0.75,223329.47786299,112921.81970921,949.53362045687,987.4364169241,-16890.259064292,17104.106632165,17151.461884166,-2571.7653685565,950.00023778809,904.5707394855,899.7027623948,197551.3831789,950.14823353642,949.9887413973,950.00428005347,-2.4063798070577,949.99820439045,3044481437.031,1328496035.4444,231785.234903,4145.6600230518,949.99997386416,1.8469682956019,95587.481627001,4112.6273204997,987.45201757404,1.8902278076371,272883.59739714,4145.6699302101,949.98874125843,1.8469682956593,93740.804388598,1950.2614184714,948.67988018158,2.4369475019449,69953.707731175,1971.7866791295,904.57073948882,2.4063282782479,218969.02589072,4145.5253190227,950.15269952076,1.846990040579,63557.9024014,1949.6337692488,949.96604662129,2.4369475018005,55822.692026452,1949.6278551731,949.9781656288,2.4369475017421,58739.485326353,1957.4173620859,934.01606129933,2.4063277533343,203196.39669481,1949.7382230848,949.7520018755,2.406342848011,209245.27066477,176000,1950.7448964003,947.68914672063,2.406327852218,217087.72284305,156010.45,4145.3724967483,950.32596740559,1.8469904041642
0.75,223294.77603355,112892.19624599,949.53048727539,987.37993304998,-16890.259067302,17104.106632904,17151.68922019,-2571.7653686525,950.00023778482,904.5707395151,899.70276238344,197551.38311515,950.14819099942,949.98874142552,950.00427894582,-2.4063798061598,949.99820438486,3023115410.3208,1324039739.4234,231750.74496965,4145.6600230206,949.99997389951,1.8469927764396,95562.716507133,4112.677340693,987.3953053367,1.8899516760165,272851.31170203,4145.6699301049,949.9887413777,1.8469927764195,93740.804342894,1950.2614190506,948.6798789946,2.4369475021036,69953.707673213,1971.7866791206,904.57073950695,2.4063282786673,218939.15167536,4145.5253579889,950.15265534143,1.8470145180988,63557.902339403,1949.6337692692,949.96604657946,2.4369475019222,55822.691959126,1949.6278551595,949.9781656567,2.4369475019124,58739.485269646,1957.4173619714,934.01606153405,2.4063277535632,203196.39663176,1949.7382233081,949.75200141777,2.4063428482633,209245.27059327,176000,1950.7448963273,947.6891468702,2.4063278517028,217058.2072186,156010.45,4145.3725873077,950.32586473053,1.8470148814836
0.75,223377.65518265,112962.99113282,949.53794504737,987.5143351584,-16890.259065023,17104.106633057,17151.148237607,-2571.765368356,950.00023770153,904.57073950433,899.7027623948,197551.38323355,950.14829249477,949.98874146996,950.00428165013,-2.4063798086681,949.99820442763,3073961193.8382,1334644131.9485,231833.11986808,4145.660023034,949.9999738843,1.8469345203587,95621.949774586,4112.5583269617,987.53024154007,1.8906087364853,272928.441255,4145.6699301527,949.98874132348,1.8469345203409,93740.804432184,1950.2614176545,948.67988185559,2.4369475020728,69953.707783193,1971.786679128,904.5707394918,2.4063282783693,219010.54271766,4145.5252653205,950.15276040761,1.8469562698097,63557.902454093,1949.633769246,949.966046627,2.4369475019009,55822.692077122,1949.6278551702,949.97816563482,2.4369475019576,58739.485374767,1957.4173620588,934.01606135498,2.4063277534446,203196.39675153,1949.7382230687,949.75200190841,2.4063428481575,209245.27071785,176000,1950.7448963985,947.68914672428,2.4063278521619,217128.74495124,156010.45,4145.3723717666,950.32610910812,1.8469566335782
1,221222.03826772,113978.5547351,949.97813319563,999.77703125203,-17026.196201626,17261.259583653,18069.500674394,-2571.5099333613,949.89139608295,895.45774460297,898.57968938161,197638.55305652,951.07834158555,949.91825534136,950.03716355425,-2.425223019155,949.98443294445,3099486843.5029,1681698283.7037,230608.3597408,4145.6603664443,949.99958453027,1.9458278439956,94827.06327333,4101.8235616886,999.70117722384,1.9894584114597,272256.26222249,4145.7321040014,949.91824943153,1.9458278464588,93512.18219931,1950.6999241633,947.78130294405,2.4592819052366,69916.155719445,1976.2338206374,895.45774459555,2.4249406668488,218017.89340588,4144.6872889354,951.10284701201,1.9460010887731,63280.101236706,1949.696398785,949.8377074077,2.4592819047048,55383.102022847,1949.6725119717,949.88665579562,2.4592819047342,58726.197242279,1965.5089593306,917.43491940461,2.4249404466121,203373.23740943,1950.3312058643,948.53687322884,2.4249721946864,209286.07741669,176000,1953.8352492303,941.35645649528,2.4249404400662,216553.18927949,156010.45,4143.8468776992,952.05569421863,1.9460040602593
1,221175.53450699,113938.95550473,949.97422266141,999.70248486877,-17026.19620025,17261.259583035,18069.805880381,-2571.5099330463,949.89139601275,895.45774460064,898.57968938509,197638.55301849,951.07829357904,949.91825541549,950.03716266948,-2.425223018503,949.98443271677,3070782245.8378,1675631489.5531,230562.15664643,4145.6603665382,949.99958442378,1.945860710203,94794.244605722,4101.8882321996,999.62785464899,1.9890910472894,272213.08921397,4145.7321039839,949.91824945139,1.9458607127121,93512.182168338,1950.6999245642,947.78130212254,2.4592819049148,69916.15567126,1976.2338206338,895.45774460288,2.4249406667518,217978.01548907,4144.6873332274,951.10279679433,1.9460339533919,63280.101201303,1949.6963987926,949.83770739224,2.4592819046139,55383.101989924,1949.6725120075,949.88665572228,2.4592819045595,58726.197205416,1965.5089593908,917.43491928118,2.4249404467399,203373.23737094,1950.3312058079,948.53687334441,2.4249721946764,209286.0773804,176000,1953.8352491745,941.35645660955,2.4249404401105,216513.80753922,156010.45,4143.8469949211,952.05556131395,1.9460369247326
1,221284.0910552,114031.46901973,949.9833123825,999.87569120582,-17026.196201454,17261.259584086,18069.096674408,-2571.5099332891,949.89139614875,895.45774460522,898.57968944736,197638.55309768,951.07840500928,949.91825520223,950.03716479835,-2.4252230199475,949.98443320128,3137485933.8348,1689728700.2354,230670.01452132,4145.6603664359,949.99958453977,1.9457843390854,94871.00157144,4101.7379848724,999.7982030925,1.9899446236912,272313.90607522,4145.7321041575,949.91824925458,1.9457843414952,93512.182229587,1950.699923549,947.7813042029,2.4592819053444,69916.155753276,1976.2338206288,895.4577446132,2.4249406670775,218071.17559821,4144.6872304425,951.10291333045,1.9459575860572,63280.101269722,1949.6963987863,949.83770740505,2.4592819047599,55383.102058325,1949.6725119174,949.88665590699,2.4592819047434,58726.197275965,1965.5089593378,917.43491938985,2.424940446801,203373.23744741,1950.3312058831,948.53687319043,2.4249721948509,209286.07745526,176000,1953.8352492256,941.35645650487,2.4249404403095,216605.81466493,156010.45,4143.8467228735,952.0558697579,1.9459605579624
1.25,220637.12468086,114223.53967396,950.08234051553,1012.1339608609,-16927.610488315,17166.152505648,18285.16695021,-2571.3469604477,949.65778434836,889.79452272789,896.88330382414,197370.953346,954.18828625653,949.65432775641,950.17463481076,-2.4097456868619,949.92362989143,3172352528.5266,2029707324.8049,230248.94660762,4145.6629150499,949.99669495477,1.9690508193833,94661.427204086,4090.7931631804,1012.2072979814,2.0134230372814,272066.46361643,4145.9649733512,949.65422522544,1.9690508650636,93505.546611926,1951.0588937579,947.0457095124,2.445582276717,69866.46252971,1978.9974729104,889.79452272455,2.4087331821122,217791.60693806,4141.903443299,954.25913458167,1.9697976967449,63316.122845002,1949.8492927804,949.52440004008,2.4455822762304,55519.946167767,1949.7915659464,949.64269273277,2.4455822762356,58638.849286942,1972.8265102209,902.43993807184,2.4087330444152,203034.75201257,1952.0841068099,944.94486309445,2.4087661019077,209031.1621606,176000,1959.4810474637,929.78719782028,2.4087328493279,216441.58840349,156010.45,4139.4581003988,957.03163220087,1.9698191389808
1.25,220574.23163635,114170.01341414,950.07711258352,1012.0344166239,-16927.610486462,17166.152503678,18285.578447286,-2571.3469601783,949.65778439292,889.79452272173,896.88330388329,197370.95357983,954.18827037949,949.65432847451,950.17463673949,-2.4097456905106,949.92362878273,3133349685.6944,2021357289.8157,230186.46392764,4145.6629152362,949.99669474357,1.9690951317042,94617.124813426,4090.88062426,1012.1081357596,2.0129273404084,272008.0888238,4145.96497272,949.65422594106,1.9690951773035,93505.546770056,1951.058892632,947.04571181957,2.4455822765747,69866.462755178,1978.9974729146,889.79452271592,2.408733181855,217737.69212913,4141.9034604283,954.2591151606,1.9698420221946,63316.123035363,1949.8492927681,949.52440006529,2.4455822759389,55519.946359943,1949.7915659195,949.64269278794,2.4455822759376,58638.849512018,1972.8265102137,902.43993808671,2.4087330442181,203034.75224852,1952.0841067947,944.94486312562,2.4087661016091,209031.16239258,176000,1959.4810474496,929.78719784926,2.4087328490343,216388.34713,156010.45,4139.4582175039,957.03149942868,1.9698634638145
1.25,220672.19299234,114253.4233059,950.08523590529,1012.1890576208,-16927.610489787,17166.152507584,18284.939156725,-2571.3469606464,949.6577843995,889.79452271551,896.88330390542,197370.95320011,954.18829505713,949.65432740042,950.17463374317,-2.4097456848661,949.92363051875,3193944916.7527,2034329606.4324,230283.787755,4145.6629149624,949.99669505402,1.9690262894054,94686.20446881,4090.7447605976,1012.2621761932,2.0136974092033,272099.03079228,4145.96497366,949.65422487531,1.9690263349929,93505.546531828,1951.0588943596,947.04570827946,2.4455822770601,69866.462416603,1978.9974729114,889.79452272264,2.408733182334,217821.70520835,4141.9034338363,954.2591453103,1.9697731595183,63316.122748292,1949.8492927939,949.52440001251,2.4455822764933,55519.946069025,1949.7915659376,949.64269275077,2.4455822765212,58638.849163087,1972.8265102245,902.43993806464,2.4087330447291,203034.75187321,1952.0841068051,944.94486310422,2.4087661020756,209031.16202754,176000,1959.4810474622,929.78719782336,2.408732849571,216471.31381164,156010.45,4139.4580356808,957.03170557729,1.969794602067
1.5,220474.6164086,114110.61565272,950.02057346414,1024.2838225887,-16850.985412267,17071.665648294,18277.460518415,-2571.2280602233,949.20181233221,886.83687148377,895.05671277402,197267.35059364,961.23983107334,948.9592970369,950.55984664542,-2.3961704333174,949.73520700621,3235549971.2841,2364128937.2783,230078.20333101,4145.6752930165,949.98266097906,1.9682150703703,94603.435920893,4080.1621295057,1024.2606241432,2.0132031342564,271917.08566502,4146.5786732764,948.95842032152,1.9682154841703,93570.3860344,1951.1575647759,946.84351480339,2.4318412359379,69949.853726247,1980.4408067135,886.83687148866,2.3934318600587,217682.25390259,4135.6369962104,961.36394987477,1.9704389678217,63442.620999206,1950.1145006506,948.98094128971,2.4318412354027,55748.204412441,1950.0160115485,949.18276322035,2.4318412354289,58701.348845589,1977.6402182567,892.57578226083,2.393431807482,202870.28405328,1955.6887228709,937.55835477284,2.3934428963083,208946.43757717,176000,1966.7081120187,914.97763930604,2.3934315809021,216354.21700284,156010.45,4130.8916015068,966.74421597871,1.9704391433679
1.5,220420.00643855,114064.27894838,950.01592765363,1024.1970896634,-16850.98540648,17071.665640845,18277.823125804,-2571.2280602253,949.20181238193,886.83687150182,895.05671272485,197267.35131977,961.23987861137,948.95929911034,950.55985364965,-2.3961704448116,949.73520412559,3200983184.5857,2356655836.5835,230023.95465732,4145.6752936433,949.98266026834,1.9682541176009,94565.205552331,4080.2393143523,1024.1731129792,2.0127661015911,271866.45618586,4146.5786714387,948.95842240507,1.9682545314523,93570.386513802,1951.1575607183,946.84352311834,2.4318412350866,69949.854404532,1980.4408067084,886.83687149925,2.3934318590147,217635.55210608,4135.6369585174,961.3639926107,1.9704780553704,63442.621566794,1950.1145006239,948.98094134439,2.4318412345181,55748.204991372,1950.016011528,949.18276326229,2.4318412344724,58701.349533042,1977.6402182555,892.57578226339,2.3934318065632,202870.28477158,1955.688722885,937.55835474392,2.3934428955032,208946.43828477,176000,1966.7081119975,914.97763934932,2.3934315800235,216308.10830387,156010.45,4130.8916588342,966.74415098165,1.9704782308434
1.5,220481.56927196,114116.52018693,950.02116243754,1024.2948126594,-16850.985413771,17071.665648119,18277.414570722,-2571.2280601809,949.20181233428,886.83687148621,895.05671279668,197267.35052268,961.23982513085,948.9592968953,950.55984577592,-2.3961704319662,949.73520738857,3239930565.717,2365075942.5005,230085.11041616,4145.6752929355,949.98266107084,1.9682101225202,94608.313146058,4080.1523500727,1024.2717119357,2.013258512535,271923.53411374,4146.5786733983,948.95842018329,1.9682105363673,93570.385979397,1951.1575652802,946.84351377011,2.4318412361,69949.853669383,1980.4408067169,886.83687148169,2.3934318600398,217688.20457091,4135.6370009951,961.36394445004,1.9704340147568,63442.620934306,1950.114500662,948.98094126644,2.4318412354381,55748.204350583,1950.0160115495,949.18276321814,2.4318412354913,58701.348784756,1977.6402182555,892.57578226339,2.3934318075308,202870.28397571,1955.6887228938,937.55835472591,2.3934428964894,208946.43751469,176000,1966.7081120161,914.97763931125,2.3934315810172,216360.09250602,156010.45,4130.8915942503,966.74422420606,1.9704341904095
