time,Core_P_in,Core_P_out,Core_T_in,Core_T_out,FliBe_mass_flow,FliBe_mass_flow2,Fuel_mass_flow,Gas_mass_flow,HX2_Tin_p,HX2_Tout_p,HX2_Tout_s,HX_Pin_s,HX_Tin_p,HX_Tout_p,HX_Tout_s,HX_Uout_s,HX_cold_temp,core_power,core_power_balance,Core_In_Branch:pressure,Core_In_Branch:rho,Core_In_Branch:temperature,Core_In_Branch:velocity,Core_Out_Branch:pressure,Core_Out_Branch:rho,Core_Out_Branch:temperature,Core_Out_Branch:velocity,IHX1_P3:pressure,IHX1_P3:rho,IHX1_P3:temperature,IHX1_P3:velocity,IHX1_P4:pressure,IHX1_P4:rho,IHX1_P4:temperature,IHX1_P4:velocity,J_IHX2_P6:pressure,J_IHX2_P6:rho,J_IHX2_P6:temperature,J_IHX2_P6:velocity,J_P2_IHX1:pressure,J_P2_IHX1:rho,J_P2_IHX1:temperature,J_P2_IHX1:velocity,J_P4_P5:pressure,J_P4_P5:rho,J_P4_P5:temperature,J_P4_P5:velocity,J_P5_IHX2:pressure,J_P5_IHX2:rho,J_P5_IHX2:temperature,J_P5_IHX2:velocity,J_P6_P7:pressure,J_P6_P7:rho,J_P6_P7:temperature,J_P6_P7:velocity,P8_IHX1:pressure,P8_IHX1:rho,P8_IHX1:temperature,P8_IHX1:velocity,pump2:pressure,pump2:pump_head,pump2:rho,pump2:temperature,pump2:velocity,pump:pressure,pump:pump_head,pump:rho,pump:temperature,pump:velocity
1,221685.15570803,113549.14798594,950.0687062582,999.07593438243,-16743.738399295,16984.789893933,17807.832076034,-2571.5119812533,949.97598985086,894.71748985916,898.56935223354,197103.15002614,950.15648880873,949.99430160828,950.00219081836,-2.3854763459954,949.99948049655,3000000000,1629279578.3527,230801.60909131,4145.6600007992,949.99999909393,1.9176500321644,94959.340958759,4102.4220223721,999.02265037182,1.9599085412321,272314.14537683,4145.6650260059,949.99430158059,1.9176500321839,93684.5556357,1950.7824821855,947.61212666906,2.4199371202807,69780.765707771,1976.5950649487,894.71748985927,2.3853927580545,218200.91980289,4145.512047527,950.16774656798,1.917664883826,63540.67127055,1949.6544644293,949.9236384646,2.4199371198334,55928.744853428,1949.6362752985,949.96091127353,2.4199371198183,58501.041295527,1967.562131157,913.22760008801,2.3853925705298,202650.64485312,1949.7559289861,949.71571929084,2.3854464936321,208810.47945976,176000,1952.8406920395,943.39448352565,2.3853922031774,216616.28858697,156010.45,4145.1439125939,950.58513311347,1.9176661985895
1.1,221321.68107617,113686.58644663,950.00272149506,1003.7928742096,-16756.569921443,17003.313834648,17945.794541292,-2571.4412322674,949.92280795752,892.21776138996,897.84342153256,197066.52600568,950.48272087373,949.98206601397,950.00736242474,-2.3870796486693,949.99819285774,3000000000,1761426179.5152,230579.80774075,4145.6600028627,949.99999675436,1.9325066249263,94835.64422025,4098.1834536786,1003.8282838112,1.9746672380703,272192.18341267,4145.6758180083,949.98206575018,1.9325066250412,93633.082073986,1950.9478893207,947.27317762144,2.4225438337489,69759.11384231,1977.8149324417,892.21776139,2.3869313717888,218047.56365204,4145.2108233741,950.5092705509,1.9325548523535,63481.716018985,1949.697370336,949.83571652465,2.4225438332931,55850.976542022,1949.6624444485,949.90728596625,2.4225438333252,58479.836350225,1970.7065062292,906.78420854666,2.3869312289686,202621.99487086,1949.9852247737,949.24585087361,2.3869938586332,208763.69299322,176000,1955.2572358699,938.44254944694,2.3869308094826,216529.15048812,156010.45,4144.3567033315,951.47766062186,1.9325579490181
1.2,221069.04009315,113757.28391397,949.97340626411,1008.4784399554,-16762.057927253,17011.675522936,18032.364338575,-2571.3792172912,949.82745308035,890.37026081014,897.09713796006,197027.71726449,951.21638848409,949.95152820105,950.02177616157,-2.3874065332388,949.99462658759,3000000000,1890333520.6802,230416.66336678,4145.6600090888,949.99998969524,1.9418289569041,94749.577569804,4094.0561653673,1008.5077490166,1.9838690942993,272097.71908161,4145.7027537539,949.95152635609,1.9418289578023,93594.916896884,1951.0962664465,946.96912613412,2.4236764573281,69747.165303674,1978.7165127252,890.37026080895,2.3871364984295,217940.1777519,4144.5402166119,951.26959567812,1.9419599729417,63442.076828101,1949.7677121597,949.69157344326,2.4236764568769,55803.272439478,1949.7096692146,949.81051390445,2.423676456887,58467.799314406,1973.1548998769,901.76700844895,2.3871364106913,202585.68189867,1950.4611051792,948.27068610823,2.3871930538041,208719.09926023,176000,1958.4307754728,931.93939452291,2.3871360486037,216465.93443305,156010.45,4142.8436254401,953.19316843529,1.9419674851926
1.3,220881.35074482,113782.10240347,949.9765423408,1013.1331418612,-16766.648229323,17015.0085149,18086.752872194,-2571.3251824693,949.67528049918,889.11423352032,896.35356789594,197004.28062225,952.63872823284,949.88443197104,950.05594209976,-2.3872542772138,949.98593537291,3000000000,2015932697.5022,230285.45674434,4145.6600270702,949.99996930816,1.9476858193355,94683.058757872,4089.982083092,1013.1268899184,1.9896220701893,272013.52199417,4145.7619398234,949.88442196888,1.9476858244152,93570.132769775,1951.2160637071,946.72363994446,2.4240580280218,69752.932883154,1979.3294540437,889.11423351705,2.3867499579948,217853.01361563,4143.2505171288,952.73183999006,1.9479947403854,63421.205181608,1949.870066268,949.48183141809,2.4240580275445,55779.96231926,1949.7847000391,949.65676221497,2.4240580275704,58474.472941001,1975.0166125297,897.95202350479,2.3867499086113,202563.13692407,1951.329541771,946.49110292838,2.386784080406,208693.59832335,176000,1962.1235221897,924.37229059478,2.3867496234579,216409.97507966,156010.45,4140.2987253698,956.07854266462,1.9480134375427
1.4,220726.40729367,113770.91558693,949.99229881488,1017.7561984588,-16774.02116468,17015.651092375,18120.985116872,-2571.2781393355,949.45762241243,888.31623492639,895.62733871326,197009.95503445,955.07213576249,949.75238272633,950.12708406642,-2.3870380953189,949.96693112932,3000000000,2139207474.7605,230166.16768185,4145.6600780877,949.99991146517,1.9513721207956,94621.401048778,4085.9350354054,1017.715379359,1.9932327665386,271924.93731197,4145.8784368811,949.75233913703,1.951372144073,93561.15438898,1951.2916874575,946.56867324288,2.4240167782799,69784.72245206,1979.7188773553,888.31623492757,2.3861047625771,217765.21408083,4141.0582951703,955.21735241457,1.9520211405733,63422.017015394,1950.0044674589,949.20641914153,2.4240167777693,55781.699280999,1949.8915152541,949.43787857759,2.4240167778057,58508.947493703,1976.4585519149,894.99722968263,2.3861047337714,202570.10047759,1952.7426155602,943.59545991757,2.3861057194158,208700.55375118,176000,1965.9603382935,916.5099625133,2.3861045037721,216346.56141644,156010.45,4136.473960852,960.41501037189,1.9520591763974
1.5,220589.59519174,113733.74359845,950.00511871735,1022.3442020712,-16786.044269503,17014.512292753,18142.575213064,-2571.2369934426,949.17526212854,887.79549351631,894.92658729711,197055.53521054,958.84364137293,949.51664168487,950.26026950917,-2.3869749300588,949.92911071785,3000000000,2262865109.4807,230051.87849406,4145.6602207095,949.99974976249,1.9536969995554,94559.680206325,4081.8518222343,1022.3448727503,1.99550956849,271830.73574346,4146.0864602084,949.51648502451,1.9536970882788,93571.073522109,1951.3037008056,946.5440557262,2.4236828757769,69850.106069423,1979.9729991654,887.79549351348,2.3853197589182,217674.34893051,4137.6737230082,959.05473581842,1.9549366925056,63448.513811096,1950.1659051815,948.8756041363,2.423682875262,55811.654161275,1950.0296275662,949.15486154474,2.423682875298,58579.332411623,1977.6101549055,892.63738748875,2.3853197408577,202618.24678259,1954.8122357552,939.35443492789,2.3852879522473,208750.23333758,176000,1969.5419832659,909.17052609455,2.3853195567751,216277.89219564,156010.45,4131.3374491988,966.23871972925,1.9549364084576
1.6,220440.13227739,113659.19791798,950.00957141588,1026.8887862558,-16803.058835985,17011.81907402,18155.764645289,-2571.2006670442,948.83912917669,887.37585594594,894.25470371667,197148.05234711,964.22178724649,949.1311646916,950.48853754145,-2.3871728037521,949.85985048388,3000000000,2386902779.9583,229916.1819026,4145.6606076686,949.99931103336,1.9551171310963,94477.870627729,4077.8097509807,1026.9277199765,1.9968759993679,271700.16189574,4146.4267309052,949.13069058368,1.9551174178727,93602.097954012,1951.2299631707,946.69515743704,2.4230953792122,69954.226160145,1980.1777822984,887.3758559459,2.3844095568451,217539.96857251,4132.9315326401,964.43136888882,1.9572388358083,63503.69858065,1950.3453841761,948.50781931134,2.4230953787346,55872.635062767,1950.1936819228,948.81868458452,2.4230953787608,58691.167851621,1978.5330716401,890.74616467185,2.384409545245,202714.7046617,1957.558175452,933.72750931977,2.3843563894343,208848.7806799,176000,1972.5657121156,902.97436041894,2.3844094125033,216162.33644953,156010.45,4125.4831531938,972.87624354446,1.9572135093393
1.7,220268.60498473,113543.81711311,950.00726883559,1031.3727933262,-16823.990348509,17007.533513401,18163.032769513,-2571.1681944047,948.46809339478,886.93549433608,893.61192018113,197289.21087143,970.59266490062,948.5493223622,950.84533871338,-2.3876666081564,949.7420979197,3000000000,2508982118.6328,229752.23753737,4145.6616094516,949.9981752249,1.9558993318826,94366.885432433,4073.883972012,1031.3787165396,1.9975993162899,271528.75947609,4146.9405811476,948.54809393701,1.9559001319162,93654.112239281,1951.0508459506,947.06220092085,2.4222603566085,70097.919991618,1980.392678765,886.93549433406,2.3833494781419,217358.74952007,4127.3380380716,970.77319946528,1.9592917226445,63587.722175798,1950.5319722089,948.12546678505,2.4222603563124,55964.788872012,1950.3745138428,948.44812737141,2.4222603563086,58845.44222873,1979.2428160036,889.29177048451,2.3833494714527,202860.68686399,1960.8721174334,926.93664460375,2.3832919091539,208996.64976449,176000,1974.8983441683,898.19437670423,2.3833493900384,216002.25757545,156010.45,4119.1799307199,980.02275428586,1.9593188974582
1.8,220091.30393556,113405.75775729,950.00145746273,1035.7639571642,-16846.613337451,17001.589280441,18166.29173634,-2571.1387780363,948.08489526245,886.42815356894,892.99672767402,197474.53704205,977.55025658399,947.73331052833,951.355101471,-2.3884346495862,949.55485319217,3000000000,2628243591.9185,229578.32997021,4145.6640552355,949.99540222734,1.956249121966,94240.706860975,4070.0379504339,1035.7392852223,1.9979153534694,271343.87364955,4147.6616575632,947.73054698054,1.9562510773053,93724.002619834,1950.7549588769,947.66852689165,2.4211821145003,70276.750642461,1980.6402610586,886.42815356841,2.3821143604632,217166.81921179,4121.1912210007,977.74237981784,1.9613420059355,63696.976601893,1950.7148177381,947.7507833236,2.4211821144332,56084.453558855,1950.5611167849,948.0657442933,2.4211821144105,59037.497996878,1979.7484640568,888.255606441,2.3821143573637,203050.83968602,1964.5182461249,919.46506941622,2.3820673720952,209187.91563305,176000,1976.5756260015,894.75732376733,2.3821143150321,215832.3287905,156010.45,4112.8152381432,987.23895902136,1.9613432960836
1.9,219893.69674879,113241.03863911,949.993205053,1040.0071611984,-16868.095725455,16994.015888126,18166.330644159,-2571.1118005036,947.71212914529,885.86922182964,892.40704381037,197694.1519798,984.89699513259,946.66390210435,952.02752283016,-2.3894164000434,949.27458921252,3000000000,2743182624.7924,229380.74937662,4145.6696542104,949.98905418319,1.9562506697439,94093.542209434,4066.3198102711,1039.9548636382,1.9979062242969,271122.87591043,4148.6072577257,946.65843795269,1.9562549115509,93806.169838189,1950.3419813603,948.51479229457,2.419878497556,70481.655817637,1980.9130197475,885.86922182895,2.3806989490786,216928.62968148,4114.7604579861,985.0334943468,1.9634001879418,63824.604427956,1950.8842283346,947.40363046199,2.4198784974392,56224.55806131,1950.7425575195,947.69393950927,2.4198784974048,59257.667146007,1980.0807122876,887.57476990242,2.3806989477153,203274.27686359,1968.1779629835,911.96564962393,2.3806699567269,209411.31306924,176000,1977.7412181917,892.36881518104,2.3806989279751,215612.84371551,156010.45,4107.2316942542,993.5695076483,1.9633786224916
2,219693.95552173,113064.23344387,949.97977682259,1044.0058865676,-16885.736563565,16984.982340678,18163.957029397,-2571.0868041011,947.37007637563,885.30096299775,891.84105975064,197934.63222208,991.6987819844,945.34764626084,952.8487547664,-2.3905280970015,948.87751505212,3000000000,2854719292.3369,229178.50572365,4145.6816563669,949.97544629603,1.9559894030086,93938.75818651,4062.7036135237,1044.0548599505,1.9976554127615,270893.62957343,4149.771842202,945.33804739007,1.9559976670354,93893.691083069,1949.8262744334,949.57156878407,2.41838583358,70700.646085176,1981.1903300584,885.30096299508,2.3791239735978,216681.08229432,4108.8353564333,991.75129656094,1.9655199203019,63961.79031983,1951.0314521865,947.10194224074,2.4183858328253,56375.895505557,1950.9089849243,947.3528997452,2.4183858327833,59493.088541476,1980.2959514571,887.13370603055,2.3791239723067,203516.7257614,1971.5267775188,905.10332475655,2.3791116774356,209652.39437022,176000,1978.5648082934,890.68113054633,2.3791239631494,215386.87426901,156010.45,4102.3190082815,999.13944639283,1.9655386578377
2.1,219502.92995619,112885.3831881,949.95430777715,1047.6350584552,-16897.6655883,16974.779856451,18159.97127011,-2571.0634562547,947.07712539464,884.75948101114,891.29775675165,198181.58642539,997.59489384643,943.819309575,953.77574186333,-2.3916793469082,948.34237317751,3000000000,2955958815.9801,228983.27270454,4145.7057752811,949.94810058835,1.9555488186366,93783.679330868,4059.5256556942,1047.6579867413,1.9971898149275,270671.0747655,4151.1247113461,943.80418214728,1.9555634329811,93979.793292365,1949.2383526247,950.77632658869,2.4167567406049,70921.176601612,1981.4545732676,884.75948100911,2.3774318986505,216440.5951792,4103.6380275201,997.64395972773,1.9677074202169,64099.494379496,1951.1474753806,946.86418979388,2.4167567383853,56528.902202469,1951.0514037271,947.06105793632,2.4167567383306,59730.281913559,1980.4609894271,886.79551346913,2.3774318970859,203763.33161868,1974.3156416044,899.38843933518,2.3774293724049,209896.33218889,176000,1979.1796640936,889.42118013607,2.3774318925791,215167.38454686,156010.45,4097.9332089735,1004.1120079666,1.9677165401076
2.2,219325.03505411,112714.27220983,949.90558039891,1050.741132375,-16903.255678876,16963.764194169,18154.805825651,-2571.0415174058,946.85216158892,884.25872359233,890.77715988145,198422.32414921,1002.8569664919,942.13895211574,954.74004192771,-2.3927924402271,947.65334535864,3000000000,3042942873.7395,228799.89692606,4145.7513157319,949.89646742417,1.9549711046441,93636.484806608,4056.8029936106,1050.7449052034,1.9966057917437,270456.7797054,4152.612469449,942.11738157709,1.9549947927527,94059.197648022,1948.6212839318,952.0408116151,2.4150533329259,71132.561546681,1981.6989428868,884.25872359265,2.3756769150907,216202.21677951,4098.9941203208,1002.909160634,1.9698672215841,64230.152368717,1951.221605882,946.71228302873,2.415053328584,56675.440505643,1951.1605250788,946.83744860898,2.4150533285346,59957.768257146,1980.6317624167,886.44556881831,2.3756769137524,204001.41848606,1976.4259818884,895.06397154018,2.3756765205021,210130.64989774,176000,1979.6602382473,888.43639703425,2.3756769116325,214946.99632469,156010.45,4094.1128955037,1008.4434291341,1.9698455735457
2.3,219166.11489566,112556.8928323,949.81731107052,1053.1590269959,-16903.11427874,16952.28346375,18148.857150171,-2571.020820891,946.71735774643,883.79269274129,890.28044472096,198647.54183318,1007.4741935388,940.38478403857,955.65432050997,-2.3938135544797,946.8026327513,3000000000,3111521992.6456,228634.60614947,4145.8323286517,949.80461604112,1.9542923418815,93501.897989595,4054.6801052417,1053.151808116,1.9959347596666,270259.44928867,4154.1653415774,940.35675558117,1.9543278452553,94128.702427687,1948.0261383384,953.26037225742,2.4133385744017,71327.389689767,1981.926365942,883.79269274187,2.3739137518574,215975.80678631,4094.9519636972,1007.4921046517,1.9719543177082,64348.550233474,1951.2407047978,946.67314590607,2.4133385677982,56809.761083405,1951.2254483142,946.70440919227,2.4133385677693,60167.618801124,1980.8386633627,886.02159146988,2.3739137511096,204222.10804731,1977.8793599536,892.08573779991,2.3739109760315,210346.78235934,176000,1980.0354538206,887.66751266276,2.3739137504001,214739.3942226,156010.45,4090.4973063023,1012.5427366187,1.9719392827317
2.4,219032.39779875,112418.89201394,949.66719971737,1054.7411195824,-16898.699365305,16940.618353708,18142.631082737,-2571.0012651232,946.69960274539,883.34693876377,889.81000761134,198851.74344112,1011.5695147876,938.62031359563,956.42061561799,-2.3947139571112,945.79747501201,3000000000,3158202624.705,228494.11370763,4145.9684796782,949.65024979791,1.9535577551841,93384.224798689,4053.2867791942,1054.7315428637,1.9952167532587,270089.01850316,4155.6815936857,938.63764888245,1.9535861643367,94187.040290826,1947.5072637513,954.3236398539,2.4116685735872,71501.718787744,1982.1438938831,883.34693876424,2.3721888928025,215769.84745961,4091.3214555499,1011.6083270409,1.9739386633898,64451.834137214,1951.1896818652,946.77770109582,2.4116685651588,56928.576702823,1951.2330128751,946.68890804292,2.4116685651713,60355.673511036,1981.0844486857,885.51793302101,2.3721888925482,204420.55721603,1978.8027696053,890.19350490721,2.372183437949,210540.24277457,176000,1980.317519544,887.08950913124,2.3721888923923,214551.03777461,156010.45,4086.8201087394,1016.7118948533,1.9739541090021
