time,dT,flow_hx_bot,flow_hx_top,heat_exchanger_T_ambient,max_flow_T,max_v,mdot,min_flow_T,pump,total_fission_source,total_power,total_power_density,lambda
101.5,135.63072724402,-3.1536063054461,3.1536063054461,943.91287219091,3469.6416959469,1.5236041387555,13510.049412531,-3041.9157792979,0.5,61.790630654227,2931307245.5984,316214373.85096,2.1034419551058e-13
101.75,135.63089597912,-3.1536055914876,3.1536055914876,943.91292255193,3469.6416445411,1.5236040096767,13510.046353933,-3041.9152926029,0.5,61.790804280829,2931315482.73,316215262.43042,1.1014013704966e-13
102,135.63105736662,-3.1536049036932,3.1536049036932,943.91297019032,3469.6416010623,1.5236038906773,13510.043407422,-3041.9148334578,0.5,61.790802360988,2931315391.5946,316215252.5992,1.8260012748925e-13
102.25,135.63121261968,-3.1536042388486,3.1536042388486,943.91301429833,3469.6415613837,1.5236037800804,13510.040559227,-3041.9143943461,0.5,61.790804441647,2931315490.1023,316215263.2257,2.4460250185809e-13
102.5,135.63136287772,-3.1536035947694,3.1536035947694,943.91305453537,3469.6415232016,1.5236036760658,13510.037799992,-3041.913969667,0.5,61.790808778646,2931315695.8495,316215285.42066,1.6072288516892e-13
102.75,135.63150933763,-3.1536029747351,3.1536029747351,943.91309097022,3469.6414924041,1.5236035788612,13510.035143765,-3041.9135610891,0.5,61.790868729167,2931318539.9641,316215592.22914,1.7238247360552e-13
103,135.63165271126,-3.1536023783073,3.1536023783073,943.9131240017,3469.6414678943,1.523603486733,13510.032588668,-3041.9131653303,0.5,61.790884995402,2931319311.6709,316215675.4769,2.3514759245522e-13
103.25,135.63179369466,-3.1536018101898,3.1536018101898,943.91315427317,3469.6414577329,1.5236034002207,13510.030154853,-3041.9127876181,0.5,61.790958968658,2931322821.0618,316216054.05197,2.9991156285206e-13
103.5,135.63193232972,-3.1536012681436,3.1536012681436,943.91318260818,3469.641458273,1.5236033168883,13510.027832727,-3041.9124244772,0.5,61.790959153603,2931322829.7901,316216054.99353,3.721033915585e-13
103.75,135.63206847041,-3.1536007504628,3.1536007504628,943.91320996901,3469.6414685088,1.5236032346643,13510.025614983,-3041.9120755937,0.5,61.790964137858,2931323066.1743,316216080.49345,4.9503028533424e-13
104,135.63220177656,-3.1536002567476,3.1536002567476,943.9132374257,3469.6414892864,1.5236031524004,13510.023499907,-3041.9117429406,0.5,61.790985175086,2931324064.2274,316216188.1583,4.9965708257036e-13
104.25,135.63233178385,-3.1535997894081,3.1535997894081,943.91326610691,3469.6415248367,1.5236030707908,13510.021497824,-3041.9114318863,0.5,61.791041868069,2931326753.8912,316216478.30541,4.743644704045e-13
104.5,135.63245759234,-3.1535993458224,3.1535993458224,943.9132971103,3469.6415704194,1.5236029888291,13510.019597503,-3041.9111408839,0.5,61.791045452468,2931326923.8419,316216496.63882,4.7401304529508e-13
104.75,135.63257842166,-3.1535989238611,3.1535989238611,943.91333137157,3469.6416244391,1.52360290614,13510.017789821,-3041.9108710881,0.5,61.791056593156,2931327452.3984,316216553.65678,5.4504896625693e-13
105,135.63269359281,-3.1535985218923,3.1535985218923,943.91336953094,3469.6416860151,1.5236028229452,13510.016067787,-3041.9106239805,0.5,61.791075708273,2931328359.0461,316216651.46129,4.4428544274608e-13
105.25,135.63280255882,-3.1535981379194,3.1535981379194,943.9134118452,3469.6417535529,1.5236027395784,13510.014422847,-3041.9103999626,0.5,61.791091729216,2931329119.3075,316216733.47438,3.7335013095033e-13
105.5,135.63290508113,-3.1535977714957,3.1535977714957,943.9134581784,3469.6418281599,1.5236026572687,13510.012853088,-3041.9102009545,0.5,61.791126581369,2931330772.8236,316216911.84721,3.2475529923957e-13
105.75,135.63300098435,-3.1535974195631,3.1535974195631,943.91350806552,3469.6419058341,1.5236025761132,13510.011345408,-3041.9100239222,0.5,61.791130125866,2931330940.8302,316216929.97089,2.1306833505012e-13
106,135.63309052781,-3.1535970811522,3.1535970811522,943.91356081332,3469.6419873124,1.5236024970712,13510.009895656,-3041.9098689163,0.5,61.791155439358,2931332141.8545,316217059.53123,1.1393930495905e-13
106.25,135.63317408591,-3.1535967544704,3.1535967544704,943.91361559921,3469.6420707493,1.5236024205846,13510.008496151,-3041.9097331535,0.5,61.791167954377,2931332735.3423,316217123.55365,2.7354498188184e-13
106.5,135.63325225567,-3.1535964381759,3.1535964381759,943.91367154412,3469.6421554886,1.5236023470558,13510.007141146,-3041.909614277,0.5,61.7911824339,2931333377.3744,316217192.81277,3.192759241805e-13
106.75,135.63332585789,-3.1535961337976,3.1535961337976,943.91372776354,3469.6422450079,1.5236022779845,13510.005837189,-3041.9095129683,0.5,61.791227577318,2931335447.8122,316217416.16098,2.2831540356979e-13
107,135.63339550267,-3.1535958400226,3.1535958400225,943.91378341971,3469.6423364063,1.5236022133635,13510.004578657,-3041.9094245809,0.5,61.791232000125,2931335773.921,316217451.33991,1.7245525975594e-13
107.25,135.63346197492,-3.1535955562512,3.1535955562512,943.91383778633,3469.6424298135,1.5236021532038,13510.00336298,-3041.9093468505,0.5,61.791243367633,2931336313.2334,316217509.51816,9.3896280037227e-14
107.5,135.63352608025,-3.1535952832202,3.1535952832202,943.91389032183,3469.6425269194,1.523602097872,13510.002193315,-3041.9092788262,0.5,61.791267234262,2931337445.4293,316217631.65364,6.6554261941591e-14
107.75,135.633588441,-3.1535950197607,3.1535950197607,943.91394073007,3469.6426258461,1.5236020466287,13510.001064655,-3041.9092168263,0.5,61.791266190325,2931337395.8703,316217626.30748,5.553903443941e-14
108,135.63364971734,-3.153594766699,3.153594766699,943.91398898031,3469.6427289389,1.5236019994138,13509.999980539,-3041.9091610021,0.5,61.791286152957,2931338343.1728,316217728.4976,1.6556084656031e-14
108.25,135.63371023517,-3.1535945232519,3.1535945232519,943.9140352796,3469.6428346313,1.5236019552867,13509.998937611,-3041.9091088653,0.5,61.791285145204,2931338295.3313,316217723.33671,3.8088612135767e-14
108.5,135.63377035385,-3.1535942914458,3.1535942914458,943.91408000362,3469.6429472791,1.5236019145318,13509.997944554,-3041.9090633639,0.5,61.791318155201,2931339861.4527,316217892.28185,-1.0450155024392e-13
108.75,135.63382993632,-3.1535940706757,3.1535940706757,943.91412361346,3469.6430645351,1.5236018762904,13509.996998775,-3041.9090226649,0.5,61.791320050342,2931339951.2393,316217901.96757,-1.2304021513347e-13
109,135.63388884885,-3.1535938612474,3.1535938612474,943.91416658424,3469.643187415,1.5236018401892,13509.996101584,-3041.9089881641,0.5,61.791333650521,2931340596.3311,316217971.55676,-7.2794786297772e-14
109.25,135.63394682808,-3.1535936629864,3.1535936629864,943.91420936095,3469.6433157457,1.52360180579,13509.995252234,-3041.9089605428,0.5,61.791343757927,2931341075.7782,316218023.27705,-4.5011574998225e-14
109.5,135.63400364362,-3.1535934760573,3.1535934760573,943.91425234051,3469.6434502808,1.5236017730011,13509.99445143,-3041.9089412587,0.5,61.7913603198,2931341861.7281,316218108.06128,-1.472021689468e-13
109.75,135.63405895313,-3.1535932992769,3.1535932992769,943.91429586714,3469.6435891539,1.523601741295,13509.993694102,-3041.9089296856,0.5,61.791362549353,2931341967.3417,316218119.45433,-7.1049979667065e-14
110,135.63411263798,-3.1535931327952,3.1535931327952,943.91434022634,3469.6437340134,1.5236017109238,13509.992980894,-3041.9089278255,0.5,61.791383211184,2931342947.5595,316218225.19519,-2.3719139195597e-13
110.25,135.63416445381,-3.1535929750668,3.1535929750668,943.91438563158,3469.6438825004,1.5236016815201,13509.992305186,-3041.9089342998,0.5,61.79138447881,2931343007.8084,316218231.69454,-3.6997115297715e-13
110.5,135.63421430885,-3.1535928249982,3.1535928249982,943.91443220758,3469.6440342671,1.5236016529953,13509.991662292,-3041.9089491984,0.5,61.791391452459,2931343338.6157,316218267.38034,-2.5892213148483e-13
110.75,135.63426215771,-3.1535926815982,3.1535926815982,943.9144799778,3469.6441888206,1.5236016253503,13509.991047967,-3041.9089723061,0.5,61.791399609604,2931343725.4941,316218309.11479,-1.8110748675214e-13
111,135.63430811406,-3.1535925451324,3.1535925451324,943.91452886552,3469.6443479555,1.5236015991992,13509.990463347,-3041.9090050228,0.5,61.791423885348,2931344877.3807,316218433.3744,-1.5636504259153e-13
111.25,135.63435208874,-3.1535924139218,3.1535924139218,943.91457870697,3469.6445085307,1.5236015742643,13509.989901241,-3041.9090447164,0.5,61.791422913966,2931344831.2661,316218428.3998,-1.2042963160248e-13
111.5,135.63439415756,-3.1535922867352,3.1535922867352,943.91462927294,3469.644669673,1.523601550379,13509.989356374,-3041.9090904417,0.5,61.791425229636,2931344941.0313,316218440.2407,-1.7364502382008e-13
111.75,135.63443456679,-3.1535921639848,3.1535921639848,943.91468029292,3469.6448332913,1.5236015280634,13509.988830511,-3041.9091432749,0.5,61.791446934242,2931345970.7351,316218551.31986,2.9334094431866e-14
112,135.63447334821,-3.153592044467,3.153592044467,943.91473148004,3469.6449965864,1.5236015070171,13509.988318497,-3041.90920048,0.5,61.791446014872,2931345927.0895,316218546.6116,-1.7445997299044e-13
112.25,135.63451068119,-3.1535919275646,3.1535919275646,943.91478255296,3469.645159207,1.5236014870668,13509.987817687,-3041.9092612236,0.5,61.791449642434,2931346099.3307,316218565.1921,1.0576409033153e-13
112.5,135.63454677669,-3.1535918133259,3.1535918133259,943.91483325456,3469.6453215049,1.5236014682314,13509.987328288,-3041.9093251857,0.5,61.791459223492,2931346553.883,316218614.22686,-1.3360293511091e-13
112.75,135.63458190494,-3.1535917029363,3.1535917029363,943.91488336926,3469.6454854871,1.5236014509962,13509.986855379,-3041.9093933605,0.5,61.791482138996,2931347640.9694,316218731.49616,-3.5696747472705e-14
113,135.63461608695,-3.153591595798,3.153591595798,943.91493273885,3469.6456487142,1.5236014349903,13509.986396399,-3041.9094633231,0.5,61.791481229794,2931347597.8066,316218726.83997,8.1588306594812e-14
113.25,135.6346494622,-3.1535914918358,3.1535914918358,943.91498127064,3469.6458112865,1.5236014200163,13509.985951025,-3041.9095347444,0.5,61.791485292137,2931347790.5048,316218747.62727,1.8631159794505e-13
113.5,135.63468216393,-3.1535913912106,3.1535913912106,943.91502893937,3469.6459735239,1.5236014059513,13509.985519946,-3041.9096075022,0.5,61.791491694771,2931348094.3934,316218780.40921,3.2308258327725e-13
113.75,135.63471436315,-3.1535912948089,3.1535912948089,943.91507578126,3469.6461370621,1.5236013930148,13509.985106961,-3041.9096825726,0.5,61.791507785175,2931348857.9087,316218862.77332,3.474070499255e-13
114,135.63474602989,-3.1535912022027,3.1535912022027,943.91512188466,3469.6463002544,1.5236013808396,13509.984710236,-3041.9097584616,0.5,61.791506912285,2931348816.4695,316218858.30307,2.4948060247971e-13
114.25,135.63477722026,-3.1535911133344,3.1535911133344,943.91516737557,3469.6464635283,1.5236013692228,13509.984329525,-3041.9098354274,0.5,61.791510796868,2931349000.5938,316218878.16546,2.7044874598873e-13
114.5,135.63480797787,-3.1535910283839,3.1535910283839,943.91521240444,3469.6466275632,1.523601358104,13509.983965597,-3041.9099139876,0.5,61.791518392584,2931349360.8501,316218917.02806,3.2831679931521e-14
114.75,135.63483825551,-3.1535909470896,3.1535909470896,943.91525713339,3469.6467918673,1.5236013472623,13509.983617332,-3041.9099938347,0.5,61.791520599041,2931349465.6647,316218928.33491,1.4385726462017e-13
115,135.63486806837,-3.1535908697074,3.1535908697074,943.91530172476,3469.6469575723,1.523601336762,13509.983285827,-3041.910076018,0.5,61.791530753613,2931349947.2846,316218980.28961,1.8082366369022e-13
115.25,135.63489729707,-3.1535907958439,3.1535907958439,943.9153463306,3469.6471237186,1.5236013264316,13509.982969395,-3041.9101600073,0.5,61.791532618838,2931350035.9348,316218989.85273,1.340084026031e-13
115.5,135.63492591061,-3.1535907255735,3.1535907255735,943.91539108127,3469.6472911522,1.5236013163696,13509.982668357,-3041.9102467367,0.5,61.791541737766,2931350468.4087,316219036.50579,9.9284889288899e-14
115.75,135.63495377878,-3.1535906583762,3.1535906583762,943.91543607348,3469.647458838,1.5236013064568,13509.982380484,-3041.9103356519,0.5,61.791543250315,2931350540.2812,316219044.25903,2.1051445045014e-13
116,135.63498090163,-3.1535905943731,3.1535905943731,943.91548136145,3469.6476278504,1.5236012969134,13509.982106294,-3041.910427811,0.5,61.791554291725,2931351064.1055,316219100.76651,2.3783560528185e-13
116.25,135.63500717127,-3.1535905329859,3.1535905329859,943.91552695122,3469.6477968951,1.5236012876726,13509.981843312,-3041.9105223384,0.5,61.791555903697,2931351140.5772,316219109.01588,2.4206112193008e-13
116.5,135.6350326357,-3.1535904742424,3.1535904742424,943.91557280247,3469.6479669017,1.5236012789554,13509.981591654,-3041.9106200082,0.5,61.791566193258,2931351628.7724,316219161.67988,2.5174936113703e-13
116.75,135.63505725947,-3.1535904175828,3.1535904175828,943.91561883703,3469.6481366786,1.5236012707161,13509.981348925,-3041.9107198168,0.5,61.791568069733,2931351717.7317,316219171.27634,3.2606869872131e-13
117,135.63508113403,-3.1535903628715,3.1535903628715,943.9156649505,3469.6483067244,1.5236012630774,13509.981114541,-3041.9108219928,0.5,61.791575478151,2931352069.267,316219209.19817,2.7467264489589e-13
117.25,135.63510431033,-3.1535903096648,3.1535903096648,943.91571102645,3469.6484762979,1.5236012559864,13509.980886604,-3041.9109256944,0.5,61.791577949864,2931352186.4866,316219221.84322,2.1045692010035e-13
117.5,135.63512694112,-3.1535902580908,3.1535902580908,943.91575694861,3469.6486462606,1.5236012496137,13509.980665661,-3041.9110312842,0.5,61.791587684724,2931352648.3452,316219271.66614,2.697706394852e-13
117.75,135.6351490777,-3.153590207754,3.153590207754,943.91580261131,3469.6488156056,1.5236012438479,13509.980450018,-3041.911137647,0.5,61.791589374443,2931352728.5615,316219280.31947,2.6306594588271e-13
118,135.63517086931,-3.1535901588486,3.1535901588486,943.91584792653,3469.6489852279,1.5236012388011,13509.980240507,-3041.9112451807,0.5,61.791598561809,2931353164.3282,316219327.32774,2.3277082852192e-13
118.25,135.63519235274,-3.1535901111239,3.1535901111239,943.91589282962,3469.6491542644,1.5236012343488,13509.980036055,-3041.9113529404,0.5,61.791600756699,2931353268.579,316219338.57378,2.3516772548978e-13
118.5,135.63521356785,-3.15359006427,3.1535900642701,943.91593728213,3469.6493222382,1.5236012302914,13509.979835333,-3041.9114603655,0.5,61.791601173452,2931353288.3703,316219340.70877,2.5100982620172e-13
118.75,135.63523463817,-3.1535900186536,3.1535900186536,943.9159812725,3469.6494903337,1.5236012267114,13509.979639912,-3041.911568201,0.5,61.791610584354,2931353734.7467,316219388.86156,1.6524000810906e-13
119,135.63525553817,-3.153589974108,3.153589974108,943.91602481518,3469.6496576364,1.5236012234367,13509.979449079,-3041.9116756357,0.5,61.791612077735,2931353805.7221,316219396.51802,1.4901127840797e-13
119.25,135.63527629684,-3.1535899307861,3.1535899307861,943.91606794701,3469.6498246159,1.5236012204322,13509.979263488,-3041.9117830268,0.5,61.79161777055,2931354075.6796,316219425.63965,-5.735636901481e-14
119.5,135.63529687321,-3.1535898886113,3.1535898886113,943.91611072032,3469.6499908471,1.5236012175646,13509.979082811,-3041.911890089,0.5,61.791620057854,2931354184.2725,316219437.3541,-8.8979603036199e-14
119.75,135.6353173244,-3.1535898481721,3.1535898481721,943.9161531958,3469.6501578338,1.5236012150316,13509.978909569,-3041.911998066,0.5,61.791632422404,2931354770.8028,316219500.62597,-8.8632868941619e-14
120,135.63533753503,-3.1535898092925,3.1535898092925,943.91619543462,3469.6503243609,1.5236012127155,13509.978743009,-3041.9121061305,0.5,61.791634267394,2931354858.4919,316219510.08543,-6.2781130709967e-14
120.25,135.63535743991,-3.153589771709,3.153589771709,943.91623749274,3469.650490057,1.523601210472,13509.978582001,-3041.9122141524,0.5,61.791635059892,2931354896.1063,316219514.14307,-1.1418938402868e-13
120.5,135.6353771007,-3.1535897358492,3.1535897358492,943.91627941608,3469.6506563805,1.5236012085052,13509.978428378,-3041.9123233377,0.5,61.791646307196,2931355429.6252,316219571.69635,-1.5024144949924e-13
120.75,135.63539641408,-3.1535897012734,3.1535897012734,943.91632123846,3469.6508218577,1.5236012066494,13509.978280255,-3041.9124325982,0.5,61.791645572009,2931355394.723,316219567.93129,-1.6703659502863e-13
121,135.63541538401,-3.1535896676835,3.1535896676835,943.91636298081,3469.6509865272,1.5236012048057,13509.978136356,-3041.9125420002,0.5,61.79164685366,2931355455.5849,316219574.49675,-2.8967594799807e-13
121.25,135.63543428838,-3.1535896365487,3.1535896365487,943.91640465159,3469.6511546855,1.5236012037299,13509.978002975,-3041.9126547649,0.5,61.791675389208,2931356809.2809,316219720.52653,-2.9805548685049e-13
121.5,135.63545292415,-3.1535896072512,3.1535896072512,943.91644625,3469.6513228957,1.5236012032621,13509.977877464,-3041.9127681793,0.5,61.791674591527,2931356771.4124,316219716.44146,-2.795181733539e-13
121.75,135.63547127859,-3.1535895791795,3.1535895791795,943.91648776926,3469.6514906698,1.5236012032291,13509.977757205,-3041.9128818785,0.5,61.791673884875,2931356737.8648,316219712.82253,-2.7514797854572e-13
122,135.63548937706,-3.1535895517541,3.1535895517541,943.91652919892,3469.6516576139,1.5236012034485,13509.977639714,-3041.9129954673,0.5,61.791673197919,2931356705.2522,316219709.30445,-3.8069855751632e-13
122.25,135.6355072672,-3.1535895244593,3.1535895244593,943.91657052622,3469.6518234186,1.5236012037278,13509.977522784,-3041.913108556,0.5,61.791672528827,2931356673.4876,316219705.87785,-2.5258223160045e-13
122.5,135.63552502068,-3.1535894970156,3.1535894970156,943.91661173741,3469.6519882312,1.5236012039394,13509.977405215,-3041.9132211037,0.5,61.791674263092,2931356756.0247,316219714.78153,-2.8954195251737e-13
122.75,135.63554270213,-3.1535894695353,3.1535894695353,943.91665281749,3469.652152608,1.5236012041049,13509.977287489,-3041.9133334478,0.5,61.791680558151,2931357054.5891,316219746.98911,-3.2206186010794e-13
123,135.63556026738,-3.1535894418802,3.1535894418801,943.91669375007,3469.6523159545,1.523601204108,13509.977169015,-3041.9134451517,0.5,61.791682549054,2931357149.1791,316219757.193,-3.3363377616595e-13
123.25,135.63557780253,-3.153589414891,3.153589414891,943.91673451931,3469.6524802981,1.52360120429,13509.977053393,-3041.9135578574,0.5,61.791698773991,2931357918.828,316219840.21877,-3.6747725254368e-13
123.5,135.63559510596,-3.1535893882669,3.1535893882669,943.91677511337,3469.6526433829,1.523601204489,13509.976939335,-3041.9136699855,0.5,61.791698068338,2931357885.328,316219836.60497,-2.7740095918539e-13
123.75,135.63561208646,-3.1535893617483,3.1535893617484,943.91681552614,3469.6528047127,1.5236012045592,13509.97682573,-3041.9137813627,0.5,61.79169741761,2931357854.4353,316219833.27242,-2.7650035077879e-13
124,135.63562868804,-3.153589335119,3.153589335119,943.91685575642,3469.6529639225,1.5236012043725,13509.97671165,-3041.9138918298,0.5,61.791696780428,2931357824.1856,316219830.00923,-3.391657615552e-13
124.25,135.63564492421,-3.1535893083954,3.1535893083954,943.91689580263,3469.6531213231,1.5236012039065,13509.976597166,-3041.9140016528,0.5,61.791699222619,2931357940.188,316219842.52298,-1.274231645146e-13
124.5,135.63566087444,-3.15358928202,3.15358928202,943.91693565526,3469.6532780541,1.5236012033409,13509.976484174,-3041.9141116608,0.5,61.791708241696,2931358368.1536,316219888.6897,-1.4399414451141e-13
124.75,135.63567649375,-3.1535892560231,3.1535892560231,943.91697529184,3469.6534333628,1.5236012026753,13509.976372803,-3041.9142212387,0.5,61.791710753272,2931358487.1967,316219901.53147,-1.2516924005555e-13
125,135.6356917804,-3.1535892303478,3.1535892303478,943.91701467834,3469.6535871043,1.523601201873,13509.97626281,-3041.9143302548,0.5,61.791711997658,2931358546.3412,316219907.91167,-2.4029928219278e-13
125.25,135.63570687293,-3.1535892056402,3.1535892056402,943.91705377719,3469.6537411054,1.5236012012375,13509.976156963,-3041.9144400115,0.5,61.791724299126,2931359129.8357,316219970.85606,-2.9094143071859e-14
125.5,135.63572169998,-3.1535891816603,3.1535891816603,943.91709256,3469.6538938144,1.5236012006811,13509.976054233,-3041.9145492147,0.5,61.791723632061,2931359098.1676,316219967.43987,-1.2116630376948e-13
125.75,135.6357363205,-3.1535891583274,3.1535891583274,943.91713101835,3469.654045548,1.523601200187,13509.975954275,-3041.9146580059,0.5,61.791725548733,2931359189.2596,316219977.2664,-9.7025131412158e-14
126,135.63575075154,-3.1535891354088,3.1535891354088,943.91716916627,3469.6541958886,1.5236011996617,13509.975856091,-3041.9147659455,0.5,61.791724925591,2931359159.6764,316219974.07513,-1.2313000352007e-13
126.25,135.63576510697,-3.1535891131097,3.1535891131097,943.91720703408,3469.6543459271,1.5236011992127,13509.975760562,-3041.9148737374,0.5,61.791731144289,2931359454.595,316220005.88943,-3.0254253124053e-13
126.5,135.63577940216,-3.1535890913957,3.1535890913957,943.91724465871,3469.6544954169,1.5236011988382,13509.975667539,-3041.9149810913,0.5,61.791733903978,2931359585.6431,316220020.02622,-4.9168284371082e-13
126.75,135.63579378288,-3.1535890709745,3.1535890709745,943.91728207303,3469.6546464834,1.523601198891,13509.975580055,-3041.9150895768,0.5,61.791748983581,2931360300.9192,316220097.18653,-4.7248599459534e-13
127,135.63580810716,-3.1535890514961,3.1535890514961,943.91731930309,3469.6547970933,1.5236011992504,13509.975496609,-3041.9151976557,0.5,61.791748320049,2931360269.4189,316220093.78844,-5.2715156651363e-13
127.25,135.63582236862,-3.153589032772,3.153589032772,943.91735637047,3469.654947396,1.5236011998652,13509.975416395,-3041.9153055233,0.5,61.791750272593,2931360362.2447,316220103.80201,-5.4466385293502e-13
127.5,135.63583652956,-3.1535890144443,3.1535890144443,943.91739329572,3469.6550968423,1.5236012005972,13509.975337879,-3041.9154127977,0.5,61.791749661127,2931360333.2159,316220100.67054,-4.3345692093779e-13
127.75,135.63585069302,-3.1535889967619,3.1535889967619,943.91743009899,3469.6552468176,1.5236012015841,13509.975262128,-3041.9155205056,0.5,61.791758533781,2931360754.0678,316220146.06988,-5.0174520640514e-13
128,135.635864782,-3.1535889793588,3.1535889793588,943.91746679646,3469.6553960077,1.5236012026762,13509.975187573,-3041.9156276254,0.5,61.791757911332,2931360724.5177,316220142.88216,-4.0074285415928e-13
128.25,135.63587881116,-3.1535889620778,3.1535889620778,943.91750339371,3469.6555446314,1.5236012038063,13509.975113541,-3041.9157343508,0.5,61.791760139662,2931360830.4036,316220154.30459,-5.2723280755863e-13
128.5,135.63589287516,-3.1535889453716,3.1535889453716,943.91753988226,3469.6556941924,1.5236012051952,13509.975041972,-3041.9158418257,0.5,61.791772056036,2931361395.5996,316220215.27504,-4.430318798909e-13
128.75,135.63590685156,-3.1535889288874,3.1535889288874,943.91757624174,3469.655842927,1.523601206697,13509.974971354,-3041.9159487203,0.5,61.791771431339,2931361365.9428,316220212.07582,-4.6052453295848e-13
129,135.63592073953,-3.1535889125012,3.1535889125012,943.91761244867,3469.6559910036,1.5236012082613,13509.974901155,-3041.9160552226,0.5,61.791773919033,2931361484.1865,316220224.83134,-3.0171110284502e-13
129.25,135.63593449094,-3.1535888959222,3.1535888959222,943.91764848612,3469.6561377375,1.5236012097497,13509.974830131,-3041.9161608389,0.5,61.791773335055,2931361456.4627,316220221.84063,-2.4350116278141e-13
129.5,135.63594821332,-3.1535888795263,3.1535888795263,943.91768434934,3469.6562846026,1.5236012113302,13509.974759891,-3041.9162666531,0.5,61.791782935223,2931361911.7881,316220270.9588,-2.4527912230598e-13
129.75,135.63596181489,-3.1535888630497,3.1535888630497,943.91772004486,3469.6564301647,1.5236012128762,13509.974689305,-3041.9163715563,0.5,61.791782336401,2931361883.3597,316220267.89209,-1.2883755734101e-13
130,135.63597530076,-3.1535888464268,3.1535888464268,943.91775558242,3469.6565746227,1.5236012143414,13509.974618093,-3041.91647574,0.5,61.791784385901,2931361980.7898,316220278.40235,-2.2017945028639e-13
130.25,135.63598880118,-3.1535888303898,3.1535888303898,943.91779096576,3469.6567200851,1.523601216056,13509.97454939,-3041.9165808028,0.5,61.791799364229,2931362691.2376,316220355.04181,-1.3082988653358e-13
130.5,135.63600216698,-3.1535888146573,3.1535888146573,943.9178261881,3469.656864478,1.5236012178949,13509.974481992,-3041.9166851794,0.5,61.791798748513,2931362662.0073,316220351.8886,-9.1781353107801e-14
130.75,135.63601536542,-3.1535887989653,3.1535887989653,943.91786123394,3469.6570075194,1.5236012197308,13509.974414767,-3041.9167887267,0.5,61.791798181195,2931362635.0744,316220348.98321,6.4117886556605e-14
131,135.63602842344,-3.1535887832406,3.1535887832407,943.91789608525,3469.6571494632,1.5236012215205,13509.974347403,-3041.9168916238,0.5,61.791800245271,2931362733.214,316220359.57001,-9.5229815916984e-16
131.25,135.63604132821,-3.1535887672658,3.1535887672658,943.91793072856,3469.6572898384,1.5236012231421,13509.974278967,-3041.9169934694,0.5,61.791799689103,2931362706.8103,316220356.72172,-3.0842590517222e-14
131.5,135.63605418028,-3.1535887513009,3.1535887513009,943.91796515786,3469.6574297606,1.5236012246904,13509.974210573,-3041.9170950268,0.5,61.791806353135,2931363022.8942,316220390.81922,-1.2503958952423e-13
131.75,135.63606697093,-3.1535887353496,3.1535887353496,943.9179993745,3469.6575688424,1.5236012261424,13509.974142238,-3041.9171959358,0.5,61.791809024026,2931363149.7864,316220404.50771,-4.0874708555764e-14
132,135.63607969158,-3.1535887194335,3.1535887194335,943.91803338494,3469.6577070638,1.5236012274793,13509.974074053,-3041.9172962003,0.5,61.791811829318,2931363282.8899,316220418.86622,3.8274599082179e-15
132.25,135.63609236743,-3.1535887038279,3.1535887038279,943.91806719816,3469.6578450193,1.5236012288113,13509.974007199,-3041.917396298,0.5,61.791818489665,2931363598.628,316220452.92643,-7.3593050948018e-14
132.5,135.6361049136,-3.1535886883341,3.1535886883341,943.91810082585,3469.657981707,1.523601230041,13509.973940823,-3041.9174955218,0.5,61.791817927907,2931363571.9591,316220450.04952,-5.5186492353732e-14
132.75,135.63611734872,-3.1535886729759,3.1535886729759,943.91813428275,3469.6581175965,1.5236012311766,13509.973875029,-3041.9175942791,0.5,61.791820988461,2931363717.4934,316220465.74902,8.2748019138858e-15
133,135.63612966935,-3.1535886578267,3.1535886578267,943.91816758675,3469.6582528004,1.5236012322525,13509.97381013,-3041.9176926837,0.5,61.791824881857,2931363902.0773,316220485.66098,1.2295210126516e-13
133.25,135.63614186878,-3.1535886429084,3.1535886429084,943.91820075459,3469.6583872728,1.5236012332876,13509.97374622,-3041.9177907075,0.5,61.791828004567,2931364050.3043,316220501.65095,2.8109236298608e-14
133.5,135.63615394118,-3.1535886282099,3.1535886282099,943.91823379653,3469.6585210216,1.5236012342921,13509.973683251,-3041.9178883785,0.5,61.791830864629,2931364186.0086,316220516.29003,8.8863239895735e-14
133.75,135.63616590853,-3.1535886138653,3.1535886138653,943.91826671212,3469.6586544175,1.5236012353495,13509.973621799,-3041.91798598,0.5,61.791836038994,2931364431.3012,316220542.75093,2.9519960357796e-14
134,135.63617772435,-3.1535885996372,3.1535885996372,943.91829948913,3469.6587866736,1.5236012363743,13509.973560846,-3041.9180829038,0.5,61.791835497469,2931364405.5928,316220539.97765,1.13248916601e-13
134.25,135.63618950904,-3.1535885858652,3.1535885858652,943.91833210806,3469.6589193457,1.5236012375484,13509.973501847,-3041.9181802797,0.5,61.791844555527,2931364835.5761,316220586.36204,-7.6754883826601e-14
134.5,135.63620121072,-3.153588572471,3.153588572471,943.91836454922,3469.6590515071,1.5236012388635,13509.973444466,-3041.9182773556,0.5,61.791846913958,2931364947.4217,316220598.42736,-1.4140279524942e-13
134.75,135.63621281342,-3.153588559193,3.153588559193,943.91839679931,3469.6591826482,1.5236012402187,13509.973387583,-3041.9183737075,0.5,61.79184638419,2931364922.2714,316220595.71428,-2.1518328134399e-13
