time,avg_tcool,avg_tfuel,disp_x_max,disp_y_max,disp_z_max,eigenvalue,max_tcool,max_tfuel,min_tcool,min_tfuel,power_scaling,ptot
0,700,900,0.00049516501538621,0,0.0006087517013621,1,700,900,700,900,3.3425853063502e+16,4543466.0642715
1,711.39760652868,815.76772534575,0.00049516501538621,0.011179915574758,0.0006087517013621,1.5454655592724,773.95196615961,913.76039037015,623.15,749.98830201395,1.2133082984301e+16,4523454.3556418
