time,Bypassrho,Bypassv,Corerho,Corev,DHXTubeBot,DHXTubeTop,DHX_flow,DHX_q,DHXshellBot,DHXshellTop,Branch030:pressure,Branch030:rho,Branch030:temperature,Branch030:velocity,Branch260:pressure,Branch260:rho,Branch260:temperature,Branch260:velocity,Branch270:pressure,Branch270:rho,Branch270:temperature,Branch270:velocity,Branch280:pressure,Branch280:rho,Branch280:temperature,Branch280:velocity,Branch501:pressure,Branch501:rho,Branch501:temperature,Branch501:velocity,Branch502:pressure,Branch502:rho,Branch502:temperature,Branch502:velocity,Branch601:pressure,Branch601:rho,Branch601:temperature,Branch601:velocity,Branch602:pressure,Branch602:rho,Branch602:temperature,Branch602:velocity,Branch603:pressure,Branch603:rho,Branch603:temperature,Branch603:velocity,Branch604:pressure,Branch604:rho,Branch604:temperature,Branch604:velocity,Branch605:pressure,Branch605:rho,Branch605:temperature,Branch605:velocity,Branch606:pressure,Branch606:rho,Branch606:temperature,Branch606:velocity,Branch607:pressure,Branch607:rho,Branch607:temperature,Branch607:velocity,Branch609:pressure,Branch609:rho,Branch609:temperature,Branch609:velocity,Branch610:pressure,Branch610:rho,Branch610:temperature,Branch610:velocity,Branch611:pressure,Branch611:rho,Branch611:temperature,Branch611:velocity,Branch612:pressure,Branch612:rho,Branch612:temperature,Branch612:velocity,Branch613:pressure,Branch613:rho,Branch613:temperature,Branch613:velocity,Branch614:pressure,Branch614:rho,Branch614:temperature,Branch614:velocity,Branch615:pressure,Branch615:rho,Branch615:temperature,Branch615:velocity,Diode608:pressure,Diode608:rho,Diode608:temperature,Diode608:velocity,Pump:pressure,Pump:pump_head,Pump:rho,Pump:temperature,Pump:velocity,cover_gas1:pressure,cover_gas2:pressure,pool1:level,pool1:pressure,pool1:rho,pool1:temperature,pool1:velocity,pool1:volume,pool2:level,pool2:pressure,pool2:rho,pool2:temperature,pool2:velocity,pool2:volume,reactor:power
-300,1986.7052,1.993,1964.2572,0.29,830,830,53.961792719868,-4299875.8943736,870,870,170000,1939.8572,970,2.04,100000,1939.8572,970,2.052,250000,1986.7052,874,1.784,340000,1986.7052,874,0.388,100000,1939.8572,970,2.052,100000,1986.7052,874,1.796,460000,1939.8572,970,1.783,520000,1939.8572,970,1.207,250000,1986.7052,874,2.818,310000,1986.7052,874,1.796,310000,1986.7052,874,1.796,190000,1986.7052,874,1.796,180000,1986.7052,874,1.796,130000,1986.7052,874,0.767,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,100000,1986.7052,874,1.796,230000,1986.7052,874,0.767,270000,367475,1939.8572,970,1.783,200000,90000,0.4,100000,1997.0996,852.7,0,0.9,0.4,100000,1939.8572,970,0,0.9,236000000
-299,1986.7051913826,2.104728011731,1986.702690944,0.30532428998752,873.82507280164,833.77164926061,54.210088210756,-2046709.6078879,874.08647787658,870.9516413955,181268.5773719,1950.3238702099,948.55190530753,2.1782667525462,108156.93066489,1943.4050447661,962.72982629888,2.1650594572907,263385.77589295,1986.7050748319,874.00025649198,1.8733220902172,355467.46171529,1986.7051938025,874.00001269985,0.40837941415528,105011.45156279,1940.4383060183,968.80920897886,2.2576626247,217625.89631865,1987.1957204154,872.99483521444,0.7824056932075,465888.59111414,1939.8572183953,969.99996230474,1.9614751079804,531590.29690762,1939.8571937461,970.00001281543,1.3279473240412,270179.05171873,1970.1379214085,907.94934137597,2.9584021056798,328701.65172064,1981.4873870923,884.69223956496,2.9584021739625,333700.71678356,1985.8811386598,875.68865028721,1.8855601995466,204970.18635435,1986.6791024532,874.05347857943,1.8855602044959,200217.77369466,1986.7044105052,874.00161781728,1.8855601587304,178746.20606806,1988.1927904564,870.95165890087,0.77147027483178,310457.9499591,2006.3365369562,833.77185049959,0.75576795865871,224654.75742928,1986.7083941703,873.99345456908,0.78238034067859,178790.56939295,1986.7033582653,874.00377404642,0.78238300071377,226156.18933192,1989.2453710882,868.7947313767,0.74441225630195,234810.88259448,1986.7109698426,873.98817655209,0.74441229389512,362346.70480002,1986.7050295044,874.00034937621,0.74441120226283,230309.04317778,1986.7051408424,874.00012122452,0.76777100454066,467161.72098524,367475,1939.8572469962,969.99990369629,1.9614750701509,200000,90000,0.4,207828.63070992,1997.0996,852.7,0,0.9,0.4,97604.240087207,1939.8572,970,0,0.9,236000000
-298,1986.7051782168,2.1507547372924,1986.7078247054,0.30945188815009,874.22670623721,836.62948270985,54.425976964375,-508378.63247432,874.02477412986,871.42399655666,179679.87237256,1957.8450450908,933.13966169913,2.2051170664789,107169.25018249,1946.9936537189,955.37611942844,2.1997791025661,263374.72186297,1986.7046890055,874.00104711994,1.9018933229915,356202.72882339,1986.7051782118,874.00004464791,0.41476145051572,104943.95026408,1941.7420674308,966.13756674013,2.274501799929,218652.19998925,1987.7373846723,871.88486747478,0.34778642803654,467452.88877657,1939.8572222547,969.9999543962,1.9760569385253,534190.129623,1939.8572018192,969.9999962721,1.3378194141857,265842.27925181,1974.9948233559,897.99667345099,3.0035228230229,325035.31234997,1975.4530831877,897.05761641861,3.0035228230641,330780.10910936,1983.9776230873,879.58929695229,1.9143181629825,203244.73558719,1986.601637982,874.21221725001,1.9143181628712,199665.35133046,1986.7019771882,874.00660412255,1.9143181629246,178348.53104229,1987.9622896768,871.423996564,0.77463241075991,290991.23034833,2004.9420125342,836.62948251186,0.3195780275917,219622.83015666,1986.713726328,873.98252801635,0.34775789086566,169645.21297124,1986.7054160866,873.9995571996,0.34775789203192,221687.02621546,1991.6669071947,863.83256722397,0.3125118469704,222638.23414558,1986.7174538157,873.97488972189,0.3125118467967,339772.54430216,1986.7052027367,873.99999439195,0.31251184650029,229928.036015,1986.7049630546,874.00048554394,0.77371309726138,467200.40374995,367475,1939.8572428166,969.99991226113,1.9760569383539,200000,90000,0.4,207828.63043169,1997.0996,852.7,0,0.9,0.4,97604.240223901,1939.8572,970,0,0.9,236000000
