time,axial_pressure_31
0,0
10000000,404068.85794777
20000000,231531.27266814
30000000,404286.31753863
40000000,404067.39794633
50000000,404069.00458348
60000000,404069.00458348
70000000,404069.00458348
80000000,404069.00458348
90000000,404069.00458348
100000000,404069.00458348
110000000,404069.00458348
120000000,404069.00458348
130000000,404069.00458348
140000000,404069.00458348
150000000,404069.00458348
160000000,404069.00458348
170000000,404069.00458348
180000000,404069.00458348
190000000,404069.00458348
200000000,404069.00458348
210000000,404069.00458348
220000000,404069.00458348
230000000,404069.00458348
240000000,404069.00458348
250000000,404069.00458348
260000000,404069.00458348
270000000,404069.00458348
280000000,404069.00458348
290000000,404069.00458348
300000000,404069.00458348
310000000,404069.00458348
315576000,404069.00458348
