time,axial_temp_17
0,0
10000000,832.39893623619
20000000,845.49801722269
30000000,845.48892054186
40000000,845.48896308556
50000000,845.48896308556
60000000,845.48896308556
70000000,845.48896308556
80000000,845.48896308556
90000000,845.48896308556
100000000,845.48896308556
110000000,845.48896308556
120000000,845.48896308556
130000000,845.48896308556
140000000,845.48896308556
150000000,845.48896308556
160000000,845.48896308556
170000000,845.48896308556
180000000,845.48896308556
190000000,845.48896308556
200000000,845.48896308556
210000000,845.48896308556
220000000,845.48896308556
230000000,845.48896308556
240000000,845.48896308556
250000000,845.48896308556
260000000,845.48896308556
270000000,845.48896308556
280000000,845.48896308556
290000000,845.48896308556
300000000,845.48896308556
310000000,845.48896308556
315576000,845.48896308556
