time,axial_temp_25
0,0
10000000,824.39447293048
20000000,835.2431624687
30000000,835.23534071792
40000000,835.23538297274
50000000,835.23538297274
60000000,835.23538297274
70000000,835.23538297274
80000000,835.23538297274
90000000,835.23538297274
100000000,835.23538297274
110000000,835.23538297274
120000000,835.23538297274
130000000,835.23538297274
140000000,835.23538297274
150000000,835.23538297274
160000000,835.23538297274
170000000,835.23538297274
180000000,835.23538297274
190000000,835.23538297274
200000000,835.23538297274
210000000,835.23538297274
220000000,835.23538297274
230000000,835.23538297274
240000000,835.23538297274
250000000,835.23538297274
260000000,835.23538297274
270000000,835.23538297274
280000000,835.23538297274
290000000,835.23538297274
300000000,835.23538297274
310000000,835.23538297274
315576000,835.23538297274
