time,axial_temp_10
0,0
10000000,831.13706549263
20000000,845.11457619436
30000000,845.10431798216
40000000,845.10436474074
50000000,845.10436474074
60000000,845.10436474074
70000000,845.10436474074
80000000,845.10436474074
90000000,845.10436474074
100000000,845.10436474074
110000000,845.10436474074
120000000,845.10436474074
130000000,845.10436474074
140000000,845.10436474074
150000000,845.10436474074
160000000,845.10436474074
170000000,845.10436474074
180000000,845.10436474074
190000000,845.10436474074
200000000,845.10436474074
210000000,845.10436474074
220000000,845.10436474074
230000000,845.10436474074
240000000,845.10436474074
250000000,845.10436474074
260000000,845.10436474074
270000000,845.10436474074
280000000,845.10436474074
290000000,845.10436474074
300000000,845.10436474074
310000000,845.10436474074
315576000,845.10436474074
