time,axial_pow_26
0,0
10000000,3066921.2658908
20000000,3066921.2658908
30000000,3066921.2658908
40000000,3066921.2658908
50000000,3066921.2658908
60000000,3066921.2658908
70000000,3066921.2658908
80000000,3066921.2658908
90000000,3066921.2658908
100000000,3066921.2658908
110000000,3066921.2658908
120000000,3066921.2658908
130000000,3066921.2658908
140000000,3066921.2658908
150000000,3066921.2658908
160000000,3066921.2658908
170000000,3066921.2658908
180000000,3066921.2658908
190000000,3066921.2658908
200000000,3066921.2658908
210000000,3066921.2658908
220000000,3066921.2658908
230000000,3066921.2658908
240000000,3066921.2658908
250000000,3066921.2658908
260000000,3066921.2658908
270000000,3066921.2658908
280000000,3066921.2658908
290000000,3066921.2658908
300000000,3066921.2658908
310000000,3066921.2658908
315576000,3066921.2658908
