time,axial_pressure_16
0,0
10000000,1077636.2551804
20000000,706939.29696236
30000000,1077858.074663
40000000,1077635.4384688
50000000,1077636.5311203
60000000,1077636.5311203
70000000,1077636.5311203
80000000,1077636.5311203
90000000,1077636.5311203
100000000,1077636.5311203
110000000,1077636.5311203
120000000,1077636.5311203
130000000,1077636.5311203
140000000,1077636.5311203
150000000,1077636.5311203
160000000,1077636.5311203
170000000,1077636.5311203
180000000,1077636.5311203
190000000,1077636.5311203
200000000,1077636.5311203
210000000,1077636.5311203
220000000,1077636.5311203
230000000,1077636.5311203
240000000,1077636.5311203
250000000,1077636.5311203
260000000,1077636.5311203
270000000,1077636.5311203
280000000,1077636.5311203
290000000,1077636.5311203
300000000,1077636.5311203
310000000,1077636.5311203
315576000,1077636.5311203
